GeneID	GGACP	GGACS	GGACT	GGACU	GGAXP	GGAXS	GGAXT	GGAXU	GGAXW	GGAXX	GGAXY	GGAXZ
gene_7314	0	0	0	0	0	0	0	0	0	0	0	0
gene_7315	0	0	0	30	26	21	5	11	29	11	5	15
gene_7316	0	0	0	66	30	15	17	17	47	26	21	24
gene_7317	0	0	0	0	0	0	0	0	0	0	0	0
gene_7318	0	0	0	0	0	0	0	0	0	0	0	0
gene_7319	0	0	0	11	6	7	15	57	14	9	35	80
gene_732	0	0	0	26	12	3	7	11	6	3	4	4
gene_7320	0	0	0	0	0	0	0	0	0	0	0	0
gene_7321	0	0	0	5	3	1	2	8	8	13	10	15
gene_7322	0	0	0	1	0	0	0	1	1	2	0	1
gene_7323	0	0	0	2	5	6	8	21	29	12	16	36
gene_7324	0	0	0	2	0	0	0	0	2	5	1	2
gene_7325	0	0	0	4	3	1	2	3	7	3	0	3
gene_7326	0	0	0	40	23	26	27	41	83	29	31	45
gene_7327	0	0	0	12	7	3	2	3	3	2	2	7
gene_7328	0	0	0	31	14	6	2	2	13	8	1	9
gene_7329	0	0	0	0	0	0	0	0	0	0	0	0
gene_733	0	0	0	13	20	11	0	7	2	1	12	14
gene_7330	0	0	0	0	0	0	0	0	0	0	0	0
gene_7331	0	0	0	0	0	0	0	0	0	0	0	0
gene_7332	0	0	0	5	6	1	0	10	14	5	5	3
gene_7333	0	0	0	1	2	0	0	3	1	0	0	4
gene_7334	0	0	0	34	15	11	4	20	23	15	7	16
gene_7335	0	0	0	22	16	2	5	8	15	16	18	30
gene_7336	0	0	0	37	12	18	5	10	48	13	7	17
gene_7337	0	0	0	7	1	2	0	1	1	1	0	2
gene_7338	0	0	0	2	1	1	0	0	0	1	0	0
gene_7339	0	0	0	42	24	22	8	12	21	20	12	17
gene_734	0	0	0	146	75	39	47	61	132	71	45	109
gene_7340	0	0	0	6	2	1	2	2	5	4	1	2
gene_7341	0	0	0	0	0	3	0	0	0	0	0	0
gene_7342	0	0	0	24	4	11	4	13	19	2	8	14
gene_7343	0	0	0	7	9	3	0	3	2	3	2	4
gene_7344	0	0	0	11	6	1	0	5	10	5	3	3
gene_7345	0	0	0	19	6	6	6	20	29	26	16	44
gene_7346	0	0	0	0	0	0	0	0	0	0	0	1
gene_7347	0	0	0	31	11	7	9	10	20	9	12	22
gene_7348	0	0	0	23	15	9	11	4	36	10	15	15
gene_7349	0	0	0	140	70	51	46	24	83	46	28	77
gene_735	0	0	0	82	35	19	16	25	44	29	11	31
gene_7350	0	0	0	16	14	9	7	10	14	11	8	14
gene_7351	0	0	0	74	44	23	18	41	65	29	32	69
gene_7352	0	0	0	0	1	1	0	0	2	0	2	2
gene_7353	0	0	0	0	0	0	0	0	0	0	0	0
gene_7354	0	0	0	8	2	2	1	9	6	0	3	2
gene_7355	0	0	0	10	7	3	1	13	12	8	3	1
gene_7356	0	0	0	0	2	0	0	0	0	0	0	0
gene_7357	0	0	0	37	12	11	10	8	12	5	8	6
gene_7358	0	0	0	13	5	2	6	9	8	4	8	13
gene_7359	0	0	0	7	7	4	1	5	23	5	6	14
gene_736	0	0	0	17	15	11	10	12	23	12	18	18
gene_7360	0	0	0	10	2	2	0	7	7	5	2	2
gene_7361	1	5	0	235	123	84	61	122	174	104	90	197
gene_7362	0	0	0	5	2	6	7	7	10	3	6	3
gene_7363	0	0	0	1	3	1	1	4	2	3	1	2
gene_7364	0	0	0	0	0	0	0	0	0	0	0	0
gene_7365	0	0	0	153	77	52	36	62	102	72	35	85
gene_7366	0	0	0	0	0	0	3	0	0	0	0	0
gene_7367	0	0	0	0	3	0	3	1	4	1	0	4
gene_7368	0	0	0	134	67	35	78	95	142	113	106	168
gene_7369	0	0	0	0	0	0	0	0	0	0	0	0
gene_737	0	0	0	3	6	4	2	4	4	0	1	1
gene_7370	0	0	0	0	1	2	2	2	3	0	3	2
gene_7371	0	0	0	32	14	12	12	11	15	10	5	13
gene_7372	0	0	0	23	28	14	6	21	38	20	9	25
gene_7373	0	0	0	2	2	0	1	1	0	0	0	1
gene_7374	0	0	0	0	0	0	0	0	0	0	0	0
gene_7375	0	0	0	7	2	3	6	7	14	2	3	10
gene_7376	0	0	0	78	42	16	12	33	29	25	24	48
gene_7377	0	0	0	0	0	0	0	0	0	0	0	0
gene_7378	0	0	0	0	2	0	3	0	3	1	0	0
gene_7379	0	0	0	15	5	10	2	9	6	3	8	17
gene_738	0	0	0	48	14	11	11	14	34	13	14	33
gene_7380	0	0	0	55	34	12	9	11	43	14	9	26
gene_7381	0	0	0	0	0	0	0	0	0	0	1	0
gene_7382	0	0	0	54	26	29	23	54	62	29	30	49
gene_7383	0	0	0	4	11	13	0	1	7	2	5	7
gene_7384	0	0	0	10	4	4	2	2	8	5	1	6
gene_7385	0	0	0	96	53	32	14	23	46	30	19	27
gene_7386	0	0	0	5	4	1	4	5	7	8	5	9
gene_7387	0	0	0	400	220	190	96	73	483	118	86	212
gene_7388	0	0	0	16	9	9	4	5	18	4	4	12
gene_7389	0	0	0	41	27	19	5	3	13	1	7	7
gene_739	0	0	0	23	19	18	24	20	55	16	12	30
gene_7390	0	0	0	47	19	15	13	17	41	32	11	24
gene_7391	0	0	0	0	0	0	0	0	0	0	0	0
gene_7392	0	0	0	62	17	25	23	36	60	22	33	63
gene_7393	0	0	0	17	34	8	20	59	111	33	46	81
gene_7394	0	0	0	0	0	0	0	0	0	0	0	0
gene_7395	0	0	0	165	81	65	27	44	100	29	37	76
gene_7396	0	0	0	2	6	5	2	3	3	3	4	11
gene_7397	0	0	0	51	17	21	4	15	44	17	17	23
gene_7398	0	0	0	27	30	9	5	4	25	7	13	5
gene_7399	0	0	0	3	2	7	1	3	4	0	1	3
gene_74	0	0	0	193	44	42	19	29	53	17	22	40
gene_740	2	0	0	26	0	7	4	6	10	7	6	7
gene_7400	0	0	0	58	19	16	13	12	47	25	25	43
gene_7401	0	0	0	3	2	1	0	0	0	2	0	0
gene_7402	0	0	0	0	0	0	0	0	0	0	0	0
gene_7403	1	0	0	255	173	170	211	296	248	216	92	287
gene_7404	0	0	0	0	4	1	0	2	4	1	0	7
gene_7405	0	0	0	3	3	3	0	2	7	0	1	2
gene_7406	0	0	0	1	0	3	1	0	7	1	1	2
gene_7407	0	0	0	0	1	0	0	0	0	0	0	1
gene_7408	0	0	0	15	8	8	1	13	3	5	3	14
gene_7409	0	0	0	3	0	0	0	0	2	0	0	0
gene_741	0	0	0	16	6	6	2	5	1	4	2	10
gene_7410	0	0	0	37	19	17	20	31	29	20	24	37
gene_7411	0	0	0	44	23	17	9	16	27	18	8	23
gene_7412	0	0	0	13	4	2	2	3	7	1	3	9
gene_7413	0	0	0	6	6	8	3	2	19	5	8	10
gene_7414	0	0	0	1382	898	618	199	383	840	235	640	1020
gene_7415	0	0	0	30	31	15	32	45	117	19	15	29
gene_7416	0	0	0	13	4	6	10	11	24	14	14	22
gene_7417	0	0	0	3	2	1	2	1	4	0	4	1
gene_7418	0	0	0	0	0	0	0	0	0	0	0	0
gene_7419	0	0	0	0	0	0	0	0	0	0	0	0
gene_742	0	0	0	40	17	15	6	10	14	8	6	21
gene_7420	0	0	0	6	3	0	1	7	20	1	4	5
gene_7421	0	0	0	3	4	0	6	0	3	5	0	3
gene_7422	0	0	0	50	24	16	13	21	31	22	20	21
gene_7423	0	0	0	25	11	11	0	6	13	4	6	16
gene_7424	0	0	0	135	31	27	10	11	33	39	20	51
gene_7425	0	0	0	0	0	0	0	0	0	0	0	0
gene_7426	0	0	0	8	1	2	0	0	3	0	0	0
gene_7427	0	3	0	66	17	8	34	28	64	55	31	54
gene_7428	0	0	0	0	0	1	0	1	0	0	0	2
gene_7429	0	0	0	4	1	0	0	0	1	1	0	1
gene_743	0	0	0	0	0	0	0	0	0	0	0	0
gene_7430	0	0	0	0	0	0	0	1	0	0	0	0
gene_7431	0	0	0	4	0	3	0	1	0	3	0	1
gene_7432	0	0	0	2	0	1	2	1	4	0	2	2
gene_7433	0	0	0	2	0	0	0	0	0	1	2	2
gene_7434	0	0	0	8	9	7	5	12	12	1	6	12
gene_7435	0	0	0	260	181	139	74	85	204	76	68	129
gene_7436	0	0	0	0	0	0	0	0	0	0	0	0
gene_7437	0	0	0	0	0	0	0	0	0	0	0	0
gene_7438	0	0	0	3	0	0	1	0	2	3	1	2
gene_7439	0	0	0	4	4	2	2	4	4	5	6	6
gene_744	0	0	0	0	0	0	0	0	0	0	0	0
gene_7440	0	0	0	11	10	5	3	6	3	2	4	17
gene_7441	0	0	0	0	0	0	0	0	1	0	1	0
gene_7442	0	0	0	3	1	5	2	9	29	13	4	9
gene_7443	0	0	0	2	0	0	2	3	2	1	3	4
gene_7444	0	0	0	759	387	213	208	305	603	249	290	524
gene_7445	0	0	0	24	16	6	5	8	6	5	1	6
gene_7446	0	0	0	0	0	0	0	0	0	0	0	0
gene_7447	0	0	0	10	9	6	5	7	15	7	7	14
gene_7448	0	0	0	28	8	9	18	8	28	24	13	24
gene_7449	0	0	0	20	13	8	11	29	33	15	16	28
gene_745	0	0	0	4	6	3	2	2	6	6	2	11
gene_7450	0	0	0	0	0	0	0	0	0	0	0	0
gene_7451	0	0	0	0	0	0	0	0	0	0	0	0
gene_7452	0	0	0	0	0	0	0	0	0	0	0	0
gene_7453	0	0	0	21	14	11	10	10	15	13	9	19
gene_7454	0	0	0	16	9	9	4	1	9	4	6	19
gene_7455	0	0	0	5	4	1	3	3	8	4	2	8
gene_7456	0	0	0	75	35	32	23	42	90	39	44	82
gene_7457	0	0	0	50	51	33	16	16	55	23	16	25
gene_7458	0	0	0	1	2	1	0	1	8	0	1	4
gene_7459	0	0	0	1	0	0	1	0	1	2	2	2
gene_746	0	0	0	122	49	43	55	91	133	71	48	98
gene_7460	0	0	0	101	58	29	8	9	12	6	9	7
gene_7461	0	0	0	773	250	151	23	60	51	9	17	25
gene_7462	0	0	0	20	14	8	1	8	13	17	3	14
gene_7463	0	0	0	51	23	11	12	17	33	9	26	22
gene_7464	0	0	0	18	14	15	9	12	11	19	13	14
gene_7465	0	0	0	35	15	7	3	7	33	3	2	6
gene_7466	0	0	0	290	99	103	242	161	812	221	85	231
gene_7467	0	0	0	3	3	1	1	0	5	0	1	1
gene_7468	0	0	0	7	7	2	2	1	19	3	9	4
gene_7469	0	0	0	0	0	0	0	0	0	0	0	0
gene_747	0	0	0	254	146	88	39	57	131	86	68	132
gene_7470	0	0	0	76	85	22	0	8	9	8	3	6
gene_7471	0	0	0	90	85	33	8	12	40	8	10	23
gene_7472	0	0	0	951	768	206	11	14	26	20	11	12
gene_7473	0	0	0	4	4	0	0	1	6	2	1	1
gene_7474	0	0	0	0	0	0	0	0	0	0	0	0
gene_7475	0	0	0	20	9	11	2	5	22	4	5	3
gene_7476	0	0	0	0	0	0	0	0	0	0	0	0
gene_7477	0	0	0	0	0	0	0	0	0	0	0	0
gene_7478	0	0	0	22	18	5	2	1	14	5	2	9
gene_7479	0	0	0	0	0	0	0	0	0	0	0	0
gene_748	0	0	0	68	26	32	27	36	93	40	33	60
gene_7480	0	0	0	137	48	16	3	14	18	15	13	25
gene_7481	0	0	0	3	1	1	0	4	2	2	1	0
gene_7482	0	0	0	53	25	33	14	22	71	20	21	52
gene_7483	0	0	0	30	23	20	10	16	22	9	3	11
gene_7484	0	0	0	6	11	4	4	4	16	5	3	6
gene_7485	0	0	0	9	6	1	10	5	14	9	10	22
gene_7486	0	0	0	11	2	5	5	2	10	5	5	3
gene_7487	0	0	0	2	0	0	0	0	0	0	0	0
gene_7488	0	0	0	3	4	3	0	0	0	0	0	0
gene_7489	0	0	0	20	10	7	3	10	11	9	6	8
gene_749	0	0	0	17	16	12	11	24	20	21	11	13
gene_7490	0	0	0	0	0	0	0	0	0	0	0	0
gene_7491	0	0	0	105	66	25	14	32	76	25	20	39
gene_7492	0	0	0	11	5	1	3	8	7	5	1	6
gene_7493	0	0	0	22	16	7	8	19	26	11	11	30
gene_7494	0	0	0	7	8	4	0	8	4	5	0	2
gene_7495	0	0	0	0	0	0	0	0	0	0	0	0
gene_7496	0	0	0	0	0	0	0	0	0	0	0	0
gene_7497	0	0	0	257	157	88	50	62	99	101	70	131
gene_7498	0	0	0	0	0	0	1	0	2	0	0	1
gene_7499	0	0	0	1	1	1	0	1	1	2	0	1
gene_75	0	0	0	41	17	5	2	6	12	1	0	9
gene_750	0	0	0	0	0	0	0	0	0	0	0	0
gene_7500	0	0	0	2	0	0	0	2	0	1	1	4
gene_7501	0	0	0	4	3	0	4	1	6	2	0	2
gene_7502	0	0	0	0	0	0	0	0	0	0	0	0
gene_7503	0	0	0	62	13	17	2	6	16	3	1	8
gene_7504	0	0	0	14	9	6	0	3	7	3	5	7
gene_7505	0	0	0	8	3	3	5	14	17	9	6	14
gene_7506	0	0	0	8	4	8	3	3	10	3	6	1
gene_7507	0	0	0	38	15	10	9	21	28	16	14	25
gene_7508	0	0	0	150	46	30	14	23	52	30	16	38
gene_7509	0	0	0	6	7	3	5	5	11	16	10	20
gene_751	0	0	0	0	0	3	0	0	1	1	2	3
gene_7510	0	0	0	20	10	13	6	13	14	14	10	16
gene_7511	0	0	0	10	4	4	6	17	21	18	20	21
gene_7512	0	0	0	1	0	0	0	2	1	0	1	1
gene_7513	0	0	0	12	3	9	11	13	15	10	4	10
gene_7514	0	0	0	138	92	79	59	118	227	125	77	156
gene_7515	0	0	0	12	5	8	5	2	18	2	6	10
gene_7516	0	0	0	19	8	3	1	1	8	5	2	3
gene_7517	0	0	0	27	29	16	4	7	22	4	1	15
gene_7518	0	0	0	28	12	7	6	3	15	5	3	8
gene_7519	0	0	0	23	10	9	8	10	28	9	14	11
gene_752	0	0	0	8	2	1	0	3	8	3	1	2
gene_7520	0	0	0	308	160	120	123	167	341	158	111	227
gene_7521	0	0	0	66	28	6	21	30	57	22	30	35
gene_7522	0	0	0	32	7	6	1	7	7	3	5	11
gene_7523	0	0	0	35	29	19	18	25	48	29	22	60
gene_7524	0	0	0	0	0	0	0	0	0	0	0	0
gene_7525	0	0	0	1	0	0	2	0	1	1	0	0
gene_7526	0	0	0	0	0	1	1	0	4	4	0	1
gene_7527	0	0	0	3	0	3	0	6	1	0	2	3
gene_7528	0	0	0	2	2	0	2	0	2	0	0	0
gene_7529	0	0	0	16	4	9	7	4	21	6	5	16
gene_753	0	0	0	30	17	4	4	16	29	22	15	32
gene_7530	0	0	0	31	19	13	8	6	25	8	8	11
gene_7531	0	0	0	18	13	14	2	13	12	10	12	9
gene_7532	0	0	0	37	20	20	3	4	13	17	8	13
gene_7533	0	0	0	1	4	3	2	6	20	2	7	6
gene_7534	0	0	0	73	48	33	10	19	32	20	28	51
gene_7535	0	0	0	5	4	4	6	42	19	5	20	63
gene_7536	0	0	0	187	101	48	6	20	41	6	15	15
gene_7537	0	0	0	3	1	11	4	8	13	11	5	11
gene_7538	0	0	0	9	11	2	6	13	16	9	17	8
gene_7539	0	0	0	3	1	2	0	3	7	0	0	2
gene_754	0	0	0	27	9	7	5	6	18	7	8	10
gene_7540	0	0	0	38	8	13	18	39	32	22	22	50
gene_7541	0	0	0	8	4	1	2	2	7	4	5	12
gene_7542	0	1	0	124	40	29	37	99	131	51	92	162
gene_7543	0	0	0	0	1	0	0	0	0	0	0	0
gene_7544	0	0	0	47	12	13	3	11	33	10	11	27
gene_7545	0	0	0	2	1	2	2	5	3	3	6	10
gene_7546	0	0	0	0	0	0	0	0	0	0	0	0
gene_7547	0	0	0	20	14	8	1	12	12	5	9	24
gene_7548	0	0	0	8	5	6	1	2	9	7	17	8
gene_7549	0	0	0	87	29	27	47	59	138	74	63	80
gene_755	0	0	0	25	10	4	7	4	8	2	1	13
gene_7550	0	0	0	0	0	1	0	0	4	2	2	0
gene_7551	0	0	0	1	0	2	2	0	1	1	1	1
gene_7552	0	0	0	10	5	3	1	6	9	11	6	5
gene_7553	0	0	0	15	3	8	9	13	21	9	12	24
gene_7554	0	0	0	0	0	0	0	0	0	0	0	0
gene_7555	0	0	0	74	28	30	17	12	47	38	24	32
gene_7556	0	0	0	5	1	4	4	1	0	1	0	5
gene_7557	0	0	0	20	16	10	7	6	12	9	6	11
gene_7558	0	0	0	4	3	4	0	10	20	1	0	6
gene_7559	0	0	0	45	29	13	7	27	23	6	15	34
gene_756	0	0	0	68	33	14	15	17	50	12	13	45
gene_7560	0	0	0	1	2	4	4	5	1	0	1	2
gene_7561	0	0	0	188	90	68	62	54	140	59	64	90
gene_7562	0	0	0	0	0	0	0	0	0	0	0	0
gene_7563	0	7	0	269	140	76	48	68	114	58	42	103
gene_7564	0	0	0	3	5	0	0	0	1	0	0	1
gene_7565	0	0	0	2	2	5	0	3	4	4	5	4
gene_7566	0	0	0	0	0	0	0	0	0	0	0	0
gene_7567	0	0	0	0	2	0	1	1	1	2	1	1
gene_7568	0	0	0	0	0	0	0	0	0	0	0	0
gene_7569	0	0	0	0	0	0	0	0	0	0	0	0
gene_757	0	0	0	0	0	0	0	0	0	0	0	0
gene_7570	0	0	0	5	2	1	4	8	6	6	4	5
gene_7571	0	0	0	0	0	0	0	0	0	0	0	0
gene_7572	0	0	0	27	15	10	5	11	25	7	14	13
gene_7573	0	0	0	0	0	0	0	0	0	0	0	0
gene_7574	0	0	0	3	0	0	1	0	0	0	2	10
gene_7575	0	0	0	7	0	8	2	5	10	0	2	5
gene_7576	0	0	0	73	36	14	16	13	46	23	10	22
gene_7577	0	0	0	63	37	26	14	15	44	25	14	43
gene_7578	0	0	0	0	0	0	0	0	0	0	0	0
gene_7579	0	0	0	2	4	3	0	0	10	3	9	2
gene_758	0	0	0	0	0	0	0	0	0	0	0	1
gene_7580	0	0	0	3	0	0	0	0	1	0	0	0
gene_7581	0	0	0	3	3	0	2	1	0	2	1	7
gene_7582	0	0	0	7	5	3	2	4	4	0	1	0
gene_7583	0	0	0	1	0	0	1	0	1	2	1	0
gene_7584	0	0	0	7	3	4	2	3	10	1	2	6
gene_7585	0	0	0	14	6	3	6	4	15	8	2	8
gene_7586	0	0	0	0	0	2	0	1	0	0	0	0
gene_7587	0	0	0	36	15	11	6	9	27	12	6	37
gene_7588	0	0	0	2	0	2	1	4	8	5	1	7
gene_7589	0	0	0	1	2	0	1	0	9	0	3	0
gene_759	0	0	0	35	11	17	10	4	21	8	10	11
gene_7590	0	0	0	0	0	0	1	2	5	3	1	1
gene_7591	0	0	0	16	11	9	2	15	15	9	7	9
gene_7592	0	0	0	0	0	0	0	0	0	0	0	0
gene_7593	0	0	0	3	0	0	0	0	0	1	0	0
gene_7594	0	0	0	17	7	9	1	6	5	2	0	5
gene_7595	0	0	0	4	0	5	5	3	1	6	2	7
gene_7596	0	0	0	1	2	4	1	9	1	0	4	1
gene_7597	0	0	0	11	10	10	2	2	14	5	8	3
gene_7598	0	0	0	12	6	9	0	0	8	2	0	8
gene_7599	0	0	0	0	0	0	0	0	0	0	0	0
gene_76	0	0	0	1	0	0	0	0	2	0	0	2
gene_760	0	0	0	0	1	0	0	1	2	0	0	1
gene_7600	0	0	0	0	0	1	0	0	0	3	0	0
gene_7601	0	0	0	0	0	1	0	0	0	0	1	2
gene_7602	0	0	0	25	13	11	2	10	20	10	5	10
gene_7603	0	0	0	27	6	21	6	16	14	10	8	22
gene_7604	0	0	0	6	0	1	1	1	0	2	1	8
gene_7605	0	0	0	42	28	22	16	47	82	41	37	62
gene_7606	3	0	0	40	11	10	13	11	30	6	9	27
gene_7607	0	0	0	29	13	6	7	4	10	6	6	11
gene_7608	0	0	0	0	2	0	0	0	1	0	0	0
gene_7609	0	0	0	2	1	0	0	0	0	0	0	1
gene_761	0	0	0	16	10	4	6	8	21	6	18	21
gene_7610	0	0	0	17	11	4	0	1	15	5	1	8
gene_7611	0	0	0	2	5	1	4	34	39	3	30	47
gene_7612	0	0	0	2	0	0	0	0	1	0	0	0
gene_7613	0	0	0	9	14	13	3	4	13	1	1	4
gene_7614	0	0	0	48	20	24	13	7	27	14	13	20
gene_7615	0	0	0	68	20	11	10	23	37	11	21	36
gene_7616	0	0	0	11	6	6	0	2	7	2	6	4
gene_7617	0	0	0	9	5	11	2	6	13	1	5	2
gene_7618	0	0	0	0	0	0	1	0	1	0	1	4
gene_7619	0	0	0	36	13	10	9	30	36	22	22	44
gene_762	0	0	0	0	0	0	0	0	0	0	0	0
gene_7620	0	0	0	24	10	7	6	15	53	8	27	20
gene_7621	0	0	0	15	2	3	0	2	18	1	2	3
gene_7622	0	0	0	5	1	6	2	4	5	6	5	9
gene_7623	0	0	0	0	0	0	0	0	0	0	0	0
gene_7624	0	0	0	0	1	1	0	0	0	0	0	3
gene_7625	0	0	0	31	18	14	2	17	26	20	13	12
gene_7626	0	0	0	0	1	1	1	0	8	3	0	3
gene_7627	0	0	0	7	7	1	5	5	13	2	8	7
gene_7628	0	0	0	37	14	23	12	26	73	36	22	62
gene_7629	0	0	0	0	0	0	0	4	0	1	0	0
gene_763	0	0	0	0	0	0	0	0	1	0	0	1
gene_7630	0	0	0	0	0	0	0	0	0	0	1	0
gene_7631	0	0	0	0	0	0	0	0	0	0	0	0
gene_7632	0	0	0	23	26	9	9	13	42	10	24	28
gene_7633	0	0	0	19	9	3	3	8	16	9	8	5
gene_7634	0	0	0	3	2	3	5	8	24	13	13	18
gene_7635	0	0	0	134	67	49	28	40	73	26	36	74
gene_7636	0	0	0	89	61	40	13	35	62	31	30	64
gene_7637	0	0	0	20	13	9	8	23	48	27	27	35
gene_7638	0	0	0	0	1	0	0	1	0	0	0	1
gene_7639	0	0	0	35	16	18	5	13	31	19	25	35
gene_764	0	0	0	0	0	0	0	0	2	0	0	1
gene_7640	0	0	0	117	68	50	57	64	164	62	62	77
gene_7641	0	0	0	0	0	0	0	0	3	0	0	1
gene_7642	0	0	0	49	13	2	13	13	18	11	9	20
gene_7643	0	0	0	1	0	0	0	1	1	0	1	1
gene_7644	0	0	0	0	0	0	0	0	0	2	0	0
gene_7645	0	0	0	12	5	9	2	3	12	5	2	10
gene_7646	0	0	0	33	17	13	7	11	25	18	8	17
gene_7647	0	0	0	5	2	4	0	5	4	0	0	3
gene_7648	0	0	0	0	0	0	0	1	3	1	0	0
gene_7649	0	0	0	5	9	6	6	7	13	8	7	10
gene_765	0	0	0	0	0	0	0	0	0	0	0	0
gene_7650	0	0	0	15	3	3	7	5	25	5	4	10
gene_7651	0	0	0	3	6	3	1	4	7	3	2	4
gene_7652	0	0	0	0	0	0	2	0	0	0	0	0
gene_7653	0	0	0	0	0	0	0	1	1	0	1	2
gene_7654	0	0	0	4	7	1	4	6	13	3	7	4
gene_7655	0	0	0	38	23	6	2	8	10	5	6	19
gene_7656	0	0	0	7	2	3	4	3	18	12	3	9
gene_7657	0	0	0	9	3	5	2	4	3	2	1	6
gene_7658	0	0	0	427	283	165	104	248	372	248	177	405
gene_7659	0	0	0	1	2	1	0	0	0	1	0	0
gene_766	0	0	0	0	0	0	0	0	0	0	0	0
gene_7660	0	0	0	4	3	0	2	6	6	5	4	6
gene_7661	0	0	0	14	10	9	4	11	21	7	10	23
gene_7662	0	0	0	49	17	8	10	17	27	14	12	18
gene_7663	0	0	0	63	40	23	19	20	42	18	10	24
gene_7664	0	0	0	1	0	0	2	1	0	0	1	2
gene_7665	0	0	0	0	0	0	0	4	0	0	0	1
gene_7666	0	0	0	4	2	3	4	0	6	0	0	2
gene_7667	0	0	0	40	12	22	6	9	14	11	9	7
gene_7668	0	0	0	3	2	1	1	3	1	2	0	0
gene_7669	0	0	0	1	0	3	0	7	12	11	0	6
gene_767	0	0	0	0	0	0	0	0	0	0	0	0
gene_7670	0	0	0	2	2	2	1	1	1	2	2	2
gene_7671	0	0	0	30	22	14	9	8	17	8	10	15
gene_7672	0	0	0	187	83	57	44	105	163	95	74	214
gene_7673	0	0	0	98	36	50	21	42	41	9	31	50
gene_7674	0	0	0	59	28	28	32	50	72	54	44	88
gene_7675	0	0	0	4	8	5	2	8	10	4	9	3
gene_7676	0	0	0	16	7	5	13	19	29	20	27	28
gene_7677	0	0	0	54	34	20	10	21	43	19	16	44
gene_7678	0	0	0	16	7	6	0	5	24	7	9	9
gene_7679	0	0	0	14	7	12	5	7	11	11	11	21
gene_768	0	0	0	0	0	1	1	0	0	0	2	2
gene_7680	0	0	0	47	27	18	8	43	29	40	30	41
gene_7681	0	0	0	0	2	1	0	0	1	0	0	0
gene_7682	0	0	0	6	0	1	5	0	6	2	5	8
gene_7683	0	0	0	6	2	0	0	6	0	0	3	1
gene_7684	0	0	0	12	4	5	7	3	8	1	2	4
gene_7685	0	0	0	72	57	42	38	85	148	41	82	105
gene_7686	0	0	0	2	0	0	0	2	3	0	0	4
gene_7687	0	0	0	17	13	14	4	9	22	20	10	19
gene_7688	0	0	0	5	1	2	2	9	9	2	8	15
gene_7689	0	0	0	0	0	0	0	0	0	0	0	0
gene_769	0	0	0	3	3	2	1	1	3	0	1	0
gene_7690	0	0	0	0	0	0	1	2	0	0	2	0
gene_7691	0	0	0	0	0	1	0	0	0	0	0	0
gene_7692	0	0	0	1	0	2	0	0	1	2	4	4
gene_7693	0	0	0	16	9	3	1	0	10	7	6	4
gene_7694	0	0	0	0	0	0	0	0	0	0	0	0
gene_7695	0	0	0	0	0	0	0	0	0	0	0	0
gene_7696	0	0	0	6	14	12	3	5	17	4	3	21
gene_7697	0	0	0	0	0	0	0	0	0	0	1	0
gene_7698	0	0	0	50	17	11	8	11	42	13	10	25
gene_7699	0	0	0	8	2	2	3	1	9	9	5	11
gene_77	0	0	0	113	78	50	33	53	91	51	33	76
gene_770	0	0	0	55	36	25	15	35	46	13	31	40
gene_7700	0	0	0	0	0	0	0	0	0	0	0	0
gene_7701	0	0	0	328	167	109	48	100	184	119	95	206
gene_7702	0	0	0	1	1	0	0	7	3	1	2	3
gene_7703	0	0	0	0	0	0	0	0	0	0	0	0
gene_7704	0	0	0	768	242	198	28	60	110	39	30	95
gene_7705	0	0	0	9	0	0	0	2	6	2	1	0
gene_7706	0	0	0	0	0	0	0	0	0	0	0	0
gene_7707	0	0	0	7	2	1	2	9	13	3	4	8
gene_7708	0	0	0	4	3	2	5	1	14	4	0	7
gene_7709	0	0	0	25	11	3	2	1	19	12	13	12
gene_771	0	0	0	293	224	108	94	93	168	124	70	154
gene_7710	0	0	0	13	5	8	6	10	20	16	14	18
gene_7711	0	0	0	1	0	1	0	3	0	0	1	0
gene_7712	0	0	0	29	14	9	7	15	25	19	9	21
gene_7713	0	0	0	9	6	6	7	14	18	10	4	20
gene_7714	0	0	0	0	0	0	0	5	2	1	2	3
gene_7715	0	0	0	21	10	9	7	9	15	2	5	13
gene_7716	0	0	0	52	28	29	13	22	35	11	17	39
gene_7717	0	0	0	0	3	4	0	2	0	0	0	0
gene_7718	0	0	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	0	340	214	73	16	34	69	19	39	70
gene_772	0	0	0	111	59	41	21	34	62	24	40	52
gene_7720	0	0	0	0	0	0	0	0	0	0	0	0
gene_7721	0	0	0	0	2	2	0	1	1	1	0	1
gene_7722	0	0	0	0	0	0	0	0	0	0	0	0
gene_7723	0	0	0	0	0	0	0	0	0	0	0	0
gene_7724	0	0	0	401	180	94	44	91	168	89	68	147
gene_7725	0	0	0	3	2	7	2	9	6	0	5	5
gene_7726	0	0	0	7	4	6	6	6	18	5	16	22
gene_7727	0	0	0	0	0	0	0	0	0	0	0	0
gene_7728	0	0	0	5	9	1	11	7	27	6	18	10
gene_7729	0	0	0	6	4	4	2	5	10	13	4	8
gene_773	0	0	0	18	10	4	1	6	3	0	6	10
gene_7730	0	0	0	2	11	2	6	6	7	0	5	4
gene_7731	0	0	0	6	1	4	2	3	17	4	6	9
gene_7732	0	0	0	0	0	0	0	1	2	0	2	1
