GeneID	GGABY	GCYUU	GCYUW	GCYUX	GCYUY	GCYUZ	GCYWA	GCYWB	GCYWC	GCYWG	GCUXP
gene_1	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	24	28	17	51	99	102	33	42	65
gene_1000	1	0	34	63	96	93	88	131	46	14	116
gene_10000	0	0	4	1	13	9	5	14	5	0	4
gene_10001	0	0	0	0	0	0	1	5	0	0	0
gene_10002	0	0	1	1	2	1	0	4	0	0	3
gene_10003	0	0	0	0	2	4	1	0	2	0	2
gene_10004	0	0	51	76	162	94	79	100	46	19	81
gene_10005	0	0	3	3	4	6	8	6	8	5	5
gene_10006	0	0	10	19	25	19	42	61	13	23	30
gene_10007	0	0	0	0	0	0	0	2	0	0	0
gene_10008	0	0	50	69	101	77	82	94	56	20	81
gene_10009	0	0	0	2	1	1	3	1	0	0	0
gene_1001	0	0	5	5	10	7	7	2	2	0	6
gene_10010	0	0	0	1	0	1	1	0	1	0	0
gene_10011	0	0	6	16	24	8	7	24	12	3	9
gene_10012	0	0	1	0	1	13	3	5	0	0	0
gene_10013	0	0	1	2	6	21	16	24	2	2	11
gene_10014	0	0	2	1	5	11	22	37	3	10	19
gene_10015	0	0	0	1	3	2	2	3	0	2	1
gene_10016	0	0	8	13	18	9	9	13	3	1	8
gene_10017	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	1	1	0	0	2	1	0	1
gene_1002	0	0	4	3	6	10	6	9	5	1	13
gene_10020	0	0	0	0	0	0	0	0	0	0	0
gene_10021	0	0	0	0	0	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	5	3	7	5	5	9	1	0	7
gene_10025	0	0	0	0	3	0	0	0	0	0	1
gene_10026	0	0	11	13	27	5	17	19	4	0	25
gene_10027	0	0	0	0	0	0	0	0	0	1	0
gene_10028	0	0	10	15	27	33	24	19	15	11	22
gene_10029	0	0	12	14	28	26	23	22	15	6	18
gene_1003	0	0	2	5	5	5	1	18	3	1	6
gene_10030	0	0	4	1	5	0	4	2	0	3	2
gene_10031	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	2	5	2	2	3	3	0	0	2
gene_10033	0	0	0	0	0	0	0	0	0	0	1
gene_10034	0	0	0	0	4	0	0	0	0	0	2
gene_10035	0	0	0	0	0	0	0	4	1	2	2
gene_10036	0	0	21	63	68	43	57	75	14	11	57
gene_10037	0	0	0	2	7	3	10	9	0	0	5
gene_10038	0	0	12	18	33	26	26	28	6	4	17
gene_10039	0	0	34	38	89	58	58	58	26	15	52
gene_1004	0	0	5	17	18	22	29	45	26	9	36
gene_10040	0	0	0	1	2	1	2	2	0	0	2
gene_10041	0	0	0	0	0	0	0	1	3	0	1
gene_10042	0	0	0	0	0	0	0	0	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	4	0	2	2	2	3	1	0	1
gene_10045	0	0	74	141	197	197	201	253	160	50	272
gene_10046	0	0	2	10	18	10	4	8	2	1	6
gene_10047	0	0	0	0	0	0	0	0	0	0	0
gene_10048	0	0	18	19	43	14	24	26	7	4	17
gene_10049	0	0	0	1	1	0	1	1	0	0	0
gene_1005	0	0	10	21	32	18	29	33	25	7	10
gene_10050	0	0	13	39	87	125	153	266	149	143	210
gene_10051	0	0	1	0	3	3	0	0	1	0	1
gene_10052	0	0	7	5	4	13	7	26	28	1	10
gene_10053	0	0	3	6	1	5	1	7	7	3	5
gene_10054	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	0	0	0	0	0	0
gene_10056	0	0	2	5	2	10	12	21	12	17	23
gene_10057	0	0	13	24	41	25	22	29	8	3	27
gene_10058	0	0	11	17	20	16	10	13	7	5	8
gene_10059	0	0	0	3	1	2	1	0	0	0	0
gene_1006	0	0	8	19	26	15	19	28	13	4	25
gene_10060	0	0	17	20	25	26	22	36	18	3	20
gene_10061	0	0	2	2	6	1	69	16	2	7	3
gene_10062	0	0	49	86	116	128	131	178	53	16	67
gene_10063	0	0	0	0	1	0	0	0	0	0	0
gene_10064	0	0	0	0	0	0	1	6	2	0	2
gene_10065	0	0	49	78	113	153	130	126	53	35	98
gene_10066	0	0	0	0	1	0	1	0	2	0	2
gene_10067	0	0	0	1	1	0	0	0	1	0	1
gene_10068	0	0	20	18	29	30	23	31	18	7	21
gene_10069	0	0	4	3	17	15	12	13	5	0	6
gene_1007	0	0	5	10	13	7	11	18	10	1	11
gene_10070	0	0	1	0	2	0	1	0	0	2	1
gene_10071	0	0	2	7	12	19	20	15	4	3	5
gene_10072	0	0	32	54	96	69	62	71	38	12	57
gene_10073	0	0	2	2	1	0	1	5	1	0	0
gene_10074	0	0	0	0	0	0	0	0	0	0	0
gene_10075	0	0	63	122	178	108	99	122	69	35	106
gene_10076	1	0	66	52	117	85	94	114	49	26	93
gene_10077	0	0	25	34	50	20	24	24	11	8	23
gene_10078	0	0	3	9	14	5	9	11	7	2	5
gene_10079	0	0	8	13	11	3	3	7	8	0	3
gene_1008	0	0	0	0	0	0	0	2	0	0	0
gene_10080	0	0	0	0	0	0	0	0	1	0	1
gene_10081	0	0	1	4	11	4	8	5	4	1	2
gene_10082	0	0	7	17	23	28	31	62	18	10	67
gene_10083	0	0	21	23	56	55	53	102	29	16	63
gene_10084	0	0	0	0	0	0	0	1	0	0	0
gene_10085	0	0	0	0	1	0	0	3	0	0	2
gene_10086	0	0	0	0	1	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	2	4	1	1	1	3	1	1	0
gene_1009	0	0	0	0	0	0	1	0	0	0	1
gene_10090	0	0	11	11	39	34	28	60	25	11	33
gene_10091	0	0	41	64	150	144	220	291	73	36	159
gene_10092	0	0	5	14	23	9	18	17	10	1	5
gene_10093	0	0	22	29	49	52	47	67	40	19	44
gene_10094	0	0	16	27	51	17	26	44	9	6	15
gene_10095	0	0	9	11	26	7	5	10	2	1	14
gene_10096	0	0	3	6	3	3	12	5	0	0	9
gene_10097	0	0	5	4	8	3	2	5	0	1	4
gene_10098	0	0	0	0	0	1	0	0	0	0	0
gene_10099	0	0	0	0	0	0	0	0	0	0	0
gene_101	0	0	1	0	1	11	12	6	7	3	3
gene_1010	0	0	21	24	37	33	24	57	21	7	41
gene_10100	0	0	1	0	3	5	1	7	3	0	2
gene_10101	0	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	1	0	0	0	2	0	0	1
gene_10104	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	0	3	0	1	2	1	4
gene_10106	0	0	0	0	0	0	1	0	0	0	1
gene_10107	0	0	12	12	16	45	31	40	19	9	23
gene_10108	0	0	0	0	0	0	0	0	0	0	0
gene_10109	0	0	0	1	0	0	1	2	0	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	0	0	4	1	2	0	0	1
gene_10111	0	0	0	0	0	2	0	3	1	0	6
gene_10112	0	0	7	2	21	10	13	12	3	5	8
gene_10113	0	0	1	0	5	1	4	6	3	4	4
gene_10114	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	1	6	2	0	5	4	1	4
gene_10116	0	0	5	2	8	4	6	6	1	2	5
gene_10117	0	0	0	1	2	5	1	1	0	0	4
gene_10118	0	0	5	11	12	6	5	12	0	0	15
gene_10119	0	0	9	23	19	20	31	34	12	6	25
gene_1012	0	0	29	42	59	62	41	71	27	12	55
gene_10120	0	0	1	1	0	2	2	0	2	1	1
gene_10121	0	0	0	4	2	0	4	9	1	1	4
gene_10122	0	0	53	122	201	74	102	84	32	17	64
gene_10123	0	0	5	15	23	11	17	24	17	3	15
gene_10124	0	0	3	2	2	8	6	10	2	1	6
gene_10125	0	0	31	61	85	64	75	102	41	12	82
gene_10126	0	0	13	10	33	12	17	16	7	5	9
gene_10127	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	10	9	25	33	52	79	15	17	39
gene_10129	0	0	1	1	6	1	2	1	0	0	0
gene_1013	0	0	2	6	11	7	17	13	7	2	7
gene_10130	0	0	0	0	1	1	1	2	2	0	0
gene_10131	0	0	31	65	101	68	81	96	31	18	47
gene_10132	0	0	4	8	14	56	17	30	28	10	23
gene_10133	0	0	13	16	25	69	21	57	55	22	40
gene_10134	0	0	1	5	2	14	18	20	1	3	6
gene_10135	0	0	0	2	4	4	7	14	2	1	4
gene_10136	0	0	2	0	5	5	4	6	3	2	6
gene_10137	0	0	7	15	13	14	11	23	11	0	12
gene_10138	0	0	30	69	113	59	106	136	25	22	87
gene_10139	0	0	16	30	39	20	33	21	12	3	29
gene_1014	0	0	9	16	21	13	22	32	16	4	16
gene_10140	0	0	3	4	11	6	7	12	3	1	3
gene_10141	0	0	0	6	1	4	4	5	0	1	2
gene_10142	0	0	11	24	36	32	40	38	24	6	32
gene_10143	0	0	2	9	6	6	10	6	8	1	6
gene_10144	0	0	5	10	13	3	5	6	2	2	5
gene_10145	0	0	0	0	2	4	3	11	1	5	9
gene_10146	0	0	1	0	0	1	0	0	0	0	0
gene_10147	0	0	10	10	22	5	6	14	4	1	7
gene_10148	0	0	0	2	0	0	0	2	0	0	3
gene_10149	0	0	0	5	0	0	1	3	0	0	0
gene_1015	0	0	13	23	42	34	37	28	16	6	14
gene_10150	0	0	3	5	17	9	16	14	3	4	14
gene_10151	0	0	7	18	33	14	28	25	10	3	20
gene_10152	0	0	0	2	6	3	10	60	0	0	1
gene_10153	0	0	11	29	47	13	6	18	5	1	5
gene_10154	0	0	0	0	0	0	0	0	1	0	0
gene_10155	0	0	11	13	26	9	12	9	5	0	11
gene_10156	0	0	7	7	21	5	6	20	6	2	2
gene_10157	0	0	6	8	26	6	10	12	3	1	7
gene_10158	0	0	5	11	11	10	6	9	2	2	5
gene_10159	0	0	3	0	3	3	3	0	0	0	2
gene_1016	0	0	7	8	16	12	19	21	10	3	16
gene_10160	0	0	0	1	0	1	0	1	0	0	0
gene_10161	0	0	0	1	2	0	0	0	1	0	0
gene_10162	0	0	2	10	21	19	23	23	5	2	15
gene_10163	0	0	3	4	3	0	2	0	0	1	0
gene_10164	0	0	2	6	10	10	8	5	3	0	6
gene_10165	0	0	0	0	0	0	0	0	1	0	0
gene_10166	0	0	2	2	0	2	2	8	6	0	4
gene_10167	0	0	6	12	24	15	25	35	8	3	27
gene_10168	0	0	2	2	15	9	13	45	10	10	28
gene_10169	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	16	13	29	7	10	15	13	7	26
gene_10170	0	0	0	2	1	1	0	2	1	2	0
gene_10171	0	0	9	11	12	28	23	31	16	6	18
gene_10172	0	0	0	0	3	1	0	0	0	0	1
gene_10173	0	0	1	1	5	0	2	4	0	1	0
gene_10174	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	5	6	3	1	4	4	0	0	2
gene_10176	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	5	1	7	9	10	10	5	5	6
gene_10180	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	5	9	14	5	13	13	3	7	4
gene_10185	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	3	3	5	2	2	3	4	2	405
gene_10188	0	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	7	2	3	18	8	12	13	4	9
gene_10190	0	0	0	0	0	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	464
gene_10194	0	0	0	0	0	0	0	0	0	0	2
gene_10195	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	1	2	5	0	1	1	0	1	0
gene_10200	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	0	0	0	0	0	0	0	0
gene_10209	0	0	136	415	562	435	884	1538	981	492	935
gene_1021	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	2	2	6	2	2	5	3	0	0
gene_10220	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	2	1	0	0	0	0	0	301
gene_10224	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	1	0	2	1	0	0	0	25
gene_10227	0	0	0	0	0	0	0	0	0	0	49
gene_10228	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	2	2	5	1	1	2	0	0	2
gene_10231	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	40	79	135	128	124	165	52	22	106
gene_1025	0	0	60	55	82	123	99	148	73	22	102
gene_1026	0	0	0	0	1	0	0	0	0	0	1
gene_1027	0	0	4	16	32	13	9	27	8	3	15
gene_1028	0	0	32	32	96	150	90	121	70	37	80
gene_1029	0	0	0	1	1	0	0	0	0	0	1
gene_103	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	26	24	60	45	18	48	19	5	28
gene_1031	0	0	13	41	50	59	141	200	133	41	127
gene_1032	0	0	10	7	18	15	13	14	5	3	11
gene_1033	0	0	0	0	0	0	0	1	0	0	0
gene_1034	0	0	15	14	46	28	23	24	12	5	20
gene_1035	0	0	90	111	207	187	122	164	110	39	154
gene_1036	0	0	7	8	14	15	10	27	8	5	9
gene_1037	0	0	83	110	237	139	142	158	82	55	168
gene_1038	0	0	12	16	27	22	31	27	4	1	23
gene_1039	0	0	5	16	13	5	36	49	7	4	21
gene_104	0	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	33	73	91	52	126	184	37	33	136
gene_1041	0	0	20	22	44	38	28	45	32	6	36
gene_1042	0	0	14	9	20	6	23	21	2	2	14
gene_1043	0	0	7	12	27	13	24	23	4	2	25
gene_1044	0	0	33	49	115	92	127	181	62	16	123
gene_1045	0	0	5	6	4	24	11	19	8	0	18
gene_1046	0	0	2	0	1	0	0	0	0	0	0
gene_1047	0	0	0	0	0	0	0	1	0	0	0
gene_1048	0	0	1	3	8	4	7	15	4	0	8
gene_1049	0	0	11	15	31	5	9	3	4	2	8
gene_105	0	0	4	1	7	6	1	4	2	1	4
gene_1050	0	0	3	7	17	15	15	21	10	3	11
gene_1051	0	0	3	4	5	3	9	8	5	1	5
gene_1052	0	0	3	5	7	3	5	8	0	1	2
gene_1053	0	0	15	26	29	27	27	39	12	4	18
gene_1054	0	0	6	3	14	16	16	31	10	2	11
gene_1055	0	0	3	1	6	6	5	10	5	3	9
gene_1056	0	0	1	12	19	15	18	19	9	5	8
gene_1057	0	0	0	0	0	1	3	3	0	1	1
gene_1058	0	0	3	11	19	6	9	9	4	1	6
gene_1059	0	0	71	140	217	160	130	193	71	22	157
gene_106	0	0	5	10	16	15	5	16	7	3	3
gene_1060	0	0	33	49	105	48	58	57	22	14	51
gene_1061	0	0	0	3	4	0	3	6	0	1	3
gene_1062	0	0	1	3	11	7	5	5	3	1	12
gene_1063	0	0	5	1	18	3	5	9	1	0	3
gene_1064	0	0	5	6	10	5	7	9	5	2	7
gene_1065	0	0	12	18	33	27	29	38	14	7	15
gene_1066	0	0	117	147	221	130	216	248	56	25	83
gene_1067	0	0	15	40	52	65	51	53	33	11	55
gene_1068	0	0	12	14	38	27	18	30	9	5	13
gene_1069	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	25	55	99	28	34	24	24	9	54
gene_1070	0	0	0	0	0	0	1	0	0	0	1
gene_1071	0	0	2	1	3	8	4	4	0	0	3
gene_1072	0	0	0	5	8	2	6	14	3	2	0
gene_1073	0	0	0	4	0	0	5	1	0	0	3
gene_1074	0	0	4	7	4	8	6	12	4	4	3
gene_1075	0	0	10	26	34	38	24	41	14	4	30
gene_1076	0	0	39	67	84	183	151	167	75	55	122
gene_1077	0	0	4	8	9	9	10	18	4	4	13
gene_1078	0	0	10	21	35	10	12	14	4	1	21
gene_1079	0	0	16	41	47	32	34	62	24	3	41
gene_108	0	0	23	23	30	23	21	22	15	5	16
gene_1080	0	0	12	15	22	32	26	42	18	14	31
gene_1081	0	0	0	5	2	1	0	1	0	0	0
gene_1082	0	0	1	7	10	7	5	6	6	1	6
gene_1083	0	0	1	0	3	1	1	1	0	0	3
gene_1084	0	0	20	22	49	31	13	19	2	6	11
gene_1085	0	0	9	10	7	11	10	14	8	0	10
gene_1086	0	0	3	6	6	9	4	7	2	1	2
gene_1087	0	0	1	5	1	1	3	7	2	2	1
gene_1088	0	0	26	62	52	16	12	15	15	9	44
gene_1089	0	0	7	13	14	15	5	12	6	2	1
gene_109	0	0	12	14	35	19	16	24	10	7	20
gene_1090	0	0	18	22	29	27	36	28	7	8	24
gene_1091	0	0	3	18	44	30	35	57	13	16	26
gene_1092	0	0	5	11	22	11	21	18	7	2	18
gene_1093	0	0	10	16	35	37	14	26	8	3	11
gene_1094	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	1	0	5	6	3	2	3	0	2
gene_1096	0	0	3	6	11	7	12	16	4	3	3
gene_1097	0	0	5	7	10	1	2	5	1	0	1
gene_1098	0	0	12	24	20	27	14	23	9	2	11
gene_1099	0	0	74	99	171	124	119	143	53	15	124
gene_11	0	0	10	14	20	35	25	44	18	4	25
gene_110	0	0	8	14	12	16	13	12	9	2	13
gene_1100	0	0	25	43	64	31	44	46	21	11	20
gene_1101	0	0	74	135	239	93	158	141	64	29	109
gene_1102	0	0	0	3	2	1	0	0	0	0	0
gene_1103	0	0	33	31	90	33	17	40	15	5	29
gene_1104	0	0	5	2	7	3	10	5	0	1	0
gene_1105	0	0	8	10	17	10	4	21	9	0	8
gene_1106	0	0	12	14	38	36	21	26	17	14	20
gene_1107	0	0	5	7	17	12	9	16	3	2	6
gene_1108	0	0	7	7	19	22	13	32	18	4	20
gene_1109	0	0	31	34	65	40	43	55	38	7	43
gene_111	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	0	0	3	1	3	1	0	0
gene_1111	0	0	6	11	12	12	13	10	7	7	11
gene_1112	0	0	0	0	0	0	0	2	0	0	1
gene_1113	0	0	22	44	70	56	44	76	31	13	40
gene_1114	0	0	0	0	2	2	0	3	1	0	1
gene_1115	0	0	26	44	93	79	55	96	29	7	57
gene_1116	0	0	5	12	13	10	9	17	4	3	10
gene_1117	0	0	1	1	3	7	11	10	6	2	9
gene_1118	0	0	8	25	35	15	28	40	18	7	19
gene_1119	0	0	10	31	60	44	26	41	14	12	41
gene_112	0	0	0	0	0	0	0	0	0	0	0
gene_1120	0	0	35	50	96	62	73	107	42	13	75
gene_1121	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	15	47	63	44	72	97	37	10	75
gene_1124	0	0	8	8	9	23	11	10	6	2	3
gene_1125	0	0	4	7	15	14	12	8	7	2	13
gene_1126	0	0	2	4	9	10	6	11	1	0	17
gene_1127	0	0	5	9	9	14	12	12	6	4	17
gene_1128	0	0	30	48	64	23	36	57	10	9	25
gene_1129	0	0	0	0	1	8	0	29	28	14	7
gene_113	0	0	0	0	3	2	0	1	0	0	0
gene_1130	0	0	2	2	5	1	7	8	2	4	3
gene_1131	0	0	106	254	497	147	25	136	59	19	62
gene_1132	0	0	5	8	25	12	8	12	1	0	7
gene_1133	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	2	4	17	8	3	8	2	1	2
gene_1135	0	0	1	11	24	19	14	21	13	4	12
gene_1136	0	0	16	22	34	11	16	29	4	6	27
gene_1137	0	0	5	2	8	3	4	8	2	0	4
gene_1138	0	0	7	18	40	15	16	16	1	3	10
gene_1139	0	0	1	1	0	1	1	2	1	0	0
gene_114	0	0	39	68	124	44	77	65	12	3	49
gene_1140	0	0	1	0	6	0	3	6	1	1	2
gene_1141	0	0	8	6	12	21	21	21	6	2	11
gene_1142	0	0	6	6	18	17	15	21	13	3	15
gene_1143	0	0	11	11	8	19	22	32	15	4	18
gene_1144	0	0	1	11	4	10	12	25	11	6	20
gene_1145	0	0	0	0	0	0	0	1	0	0	0
gene_1146	0	0	0	1	4	5	4	4	0	1	4
gene_1147	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	5	14	38	24	20	35	6	2	18
gene_115	0	0	9	8	9	8	11	28	5	2	9
gene_1150	0	0	3	6	8	5	4	5	0	2	4
gene_1151	0	0	5	8	24	7	20	16	5	2	12
gene_1152	0	0	3	11	5	21	24	22	10	4	12
gene_1153	0	0	0	2	8	3	2	6	0	0	2
gene_1154	0	0	1	2	4	3	8	6	1	0	2
gene_1155	0	0	29	18	45	23	14	18	10	3	11
gene_1156	0	0	0	0	0	0	0	0	0	0	0
gene_1157	0	0	111	262	527	146	115	141	45	10	49
gene_1158	0	0	8	10	35	11	21	44	17	3	17
gene_1159	0	0	9	17	24	30	38	32	18	14	33
gene_116	0	0	0	0	0	0	0	0	0	0	0
gene_1160	0	0	24	74	85	54	55	112	27	13	53
gene_1161	0	0	8	23	19	11	15	9	0	2	12
gene_1162	0	0	4	9	19	6	6	9	2	1	5
gene_1163	0	0	5	11	12	17	20	23	10	1	12
gene_1164	0	0	14	11	24	16	10	18	3	3	11
gene_1165	0	0	271	403	809	1158	1226	1541	840	336	1420
gene_1166	0	0	2	0	1	0	4	0	0	0	2
gene_1167	0	0	1	3	15	6	6	15	7	2	11
gene_1168	0	0	3	4	4	8	2	9	3	1	8
gene_1169	0	0	15	15	11	15	16	53	18	5	19
gene_117	0	0	5	11	8	8	21	15	11	12	60
gene_1170	0	0	3	4	12	15	11	18	4	2	11
gene_1171	0	0	1	3	6	5	8	13	1	2	3
gene_1172	0	0	3	1	10	2	3	4	2	0	1
gene_1173	0	0	1	4	0	4	4	5	3	1	2
gene_1174	0	0	16	21	37	18	12	28	5	2	10
gene_1175	0	0	2	2	4	3	7	6	3	0	3
gene_1176	0	0	0	0	3	17	6	4	73	1	4
gene_1177	0	0	10	22	17	24	21	39	7	6	16
gene_1178	0	0	10	17	35	17	17	29	10	4	21
gene_1179	0	0	3	3	7	1	1	6	1	0	2
gene_118	0	0	0	3	3	1	4	6	1	2	6
gene_1180	0	0	11	31	23	21	30	25	13	4	14
gene_1181	0	0	15	38	29	37	40	68	13	7	29
gene_1182	0	0	8	7	4	3	9	9	1	0	5
gene_1183	0	0	13	15	32	18	27	28	5	2	11
gene_1184	0	0	9	8	12	12	31	23	6	1	19
gene_1185	0	0	6	5	0	45	50	46	14	10	22
gene_1186	0	0	3	5	3	4	5	5	3	1	1
gene_1187	0	0	2	19	32	23	37	74	30	12	175
gene_1188	0	0	6	13	14	12	6	13	7	1	4
gene_1189	0	0	10	10	14	14	9	28	10	3	16
gene_119	0	0	10	10	26	12	23	14	5	1	15
gene_1190	0	0	1	8	10	5	22	12	7	4	4
gene_1191	0	0	4	11	18	28	10	21	10	2	10
gene_1192	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	5	5	17	1	4	5	5	0	4
gene_1194	0	0	7	14	32	21	17	31	6	7	26
gene_1195	0	0	1	0	0	0	0	0	1	0	0
gene_1196	0	0	13	9	17	11	13	17	9	1	7
gene_1197	0	0	18	23	45	48	57	68	30	14	67
gene_1198	0	0	9	24	23	54	28	55	12	3	52
gene_1199	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	8	17	25	12	15	25	9	4	22
gene_120	0	0	1	2	4	2	1	4	4	0	4
gene_1200	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	3	3	4	2	2	9	0	0	3
gene_1202	0	0	0	1	2	0	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	0	1	1	2	4	0	0	1
gene_1205	0	0	0	0	3	6	2	3	0	0	0
gene_1206	0	0	7	7	9	10	9	17	8	1	16
gene_1207	0	0	0	0	0	0	5	0	0	0	4
gene_1208	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	105	125	296	129	145	175	76	29	137
gene_121	0	0	17	9	21	21	13	21	6	9	21
gene_1210	0	0	37	51	70	81	95	99	37	16	93
gene_1211	0	0	40	66	83	65	59	70	38	15	64
gene_1212	0	0	1	2	5	11	9	7	6	1	6
gene_1213	0	0	0	1	13	4	1	2	2	0	3
gene_1214	0	0	3	1	9	12	11	15	8	1	14
gene_1215	0	0	0	7	7	14	9	11	4	0	9
gene_1216	0	0	11	25	50	18	18	31	8	2	7
gene_1217	0	0	3	3	10	16	7	21	9	2	11
gene_1218	0	0	0	0	0	0	1	0	0	0	0
gene_1219	0	0	5	1	4	2	3	10	3	1	2
gene_122	0	0	10	20	18	16	8	15	3	0	10
gene_1220	0	0	16	11	22	23	28	25	12	3	17
gene_1221	0	0	2	5	8	5	5	10	5	2	10
gene_1222	0	0	10	22	22	9	10	10	2	4	2
gene_1223	0	0	6	6	5	2	5	10	4	2	4
gene_1224	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	122	163	265	176	193	232	107	48	254
gene_1226	0	0	20	35	59	14	27	40	27	12	47
gene_1227	0	0	22	15	48	15	19	28	9	2	23
gene_1228	0	0	1	1	5	2	0	3	1	1	2
gene_1229	0	0	3	6	10	16	11	6	6	2	10
gene_123	0	0	6	3	8	10	2	2	4	5	6
gene_1230	0	0	5	7	7	6	4	7	1	2	3
gene_1231	0	0	13	25	32	8	8	14	8	0	16
gene_1232	0	0	1	0	8	5	2	3	0	1	2
gene_1233	0	0	13	5	10	8	8	15	1	1	5
gene_1234	0	0	3	8	14	10	25	23	4	3	6
gene_1235	0	0	13	23	25	23	32	48	23	10	27
