GeneID	GGABY	GCYUU	GCYUW	GCYUX	GCYUY	GCYUZ	GCYWA	GCYWB	GCYWC	GCYWG	GCUXP
gene_2429	0	0	0	1	4	4	1	1	3	0	3
gene_243	0	0	0	0	0	3	6	9	5	2	2
gene_2430	0	0	4	15	20	6	5	5	6	0	9
gene_2431	0	0	4	1	4	9	13	13	2	3	5
gene_2432	0	0	1	8	1	2	0	0	4	0	2
gene_2433	0	0	16	20	61	20	20	28	5	5	27
gene_2434	0	0	7	15	21	14	20	21	8	3	16
gene_2435	0	0	3	4	3	8	7	5	4	1	2
gene_2436	0	0	0	0	6	5	0	10	3	0	3
gene_2437	0	0	30	25	29	86	43	61	15	10	40
gene_2438	0	0	3	4	8	11	17	19	10	6	11
gene_2439	0	0	9	17	24	30	32	32	21	8	31
gene_244	0	0	2	4	7	20	66	113	14	5	37
gene_2440	0	0	31	30	48	75	60	48	41	11	50
gene_2441	0	0	39	39	57	38	32	39	12	5	43
gene_2442	0	0	2	1	12	6	6	6	3	2	5
gene_2443	0	0	1	0	2	2	2	0	1	0	2
gene_2444	0	0	22	29	59	34	46	52	23	5	34
gene_2445	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	3	5	8	1	2	3	0	0	1
gene_2447	0	0	1	3	5	5	3	2	2	3	5
gene_2448	0	0	0	0	0	0	0	1	0	0	0
gene_2449	0	0	0	0	2	3	1	2	2	6	5
gene_245	0	0	17	26	54	44	44	48	19	7	44
gene_2450	0	0	1	1	5	15	16	12	3	3	9
gene_2451	0	0	5	5	0	2	5	9	3	2	6
gene_2452	0	0	11	20	28	9	14	17	6	2	14
gene_2453	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	11	30	70	10	18	21	12	7	18
gene_2456	0	0	19	27	60	39	43	60	20	6	39
gene_2457	0	0	0	0	2	1	3	0	0	0	1
gene_2458	1	0	0	2	1	1	1	1	1	0	1
gene_2459	0	0	20	21	37	29	31	50	13	5	34
gene_246	0	0	13	31	36	55	34	45	10	3	32
gene_2460	0	0	0	0	0	1	1	2	1	0	2
gene_2461	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	0	0	0	2	0	0	0	1
gene_2463	0	0	0	0	1	5	2	2	0	0	0
gene_2464	0	0	0	1	7	61	6	22	39	10	9
gene_2465	0	0	1	0	2	2	0	2	0	0	0
gene_2466	0	0	11	15	25	17	14	10	2	0	8
gene_2467	0	0	16	25	40	41	36	50	22	7	29
gene_2468	0	0	0	0	0	1	0	2	0	0	0
gene_2469	0	0	5	9	36	8	10	13	4	1	20
gene_247	0	0	0	6	5	10	4	10	1	0	5
gene_2470	0	0	6	17	21	24	13	19	9	1	17
gene_2471	0	0	0	18	31	27	15	13	8	2	13
gene_2472	0	0	0	6	3	4	5	8	0	0	1
gene_2473	0	0	2	5	1	4	3	1	0	0	0
gene_2474	0	0	12	35	32	35	34	56	17	2	37
gene_2475	0	0	15	16	45	22	20	28	5	4	19
gene_2476	0	0	1	3	3	4	1	3	1	0	6
gene_2477	0	0	19	30	30	9	15	32	6	5	18
gene_2478	0	0	16	27	15	23	36	29	7	3	12
gene_2479	0	0	4	8	20	18	16	17	4	5	18
gene_248	0	0	0	0	3	3	2	0	1	0	1
gene_2480	0	0	1	0	7	5	6	0	2	2	5
gene_2481	0	0	25	30	50	31	36	33	11	7	28
gene_2482	0	0	4	7	11	12	31	36	13	5	19
gene_2483	0	0	13	4	18	21	19	13	6	6	7
gene_2484	0	0	3	6	13	12	12	10	3	5	5
gene_2485	0	0	31	49	63	31	47	91	26	9	40
gene_2486	0	0	7	16	19	22	30	31	13	11	20
gene_2487	0	0	22	43	65	78	89	139	39	5	78
gene_2488	0	0	17	29	61	75	78	100	54	21	59
gene_2489	0	0	4	22	19	9	14	17	7	1	18
gene_249	0	0	3	4	6	2	2	2	0	0	2
gene_2490	0	0	23	19	35	29	27	42	28	13	43
gene_2491	0	0	4	10	14	7	16	24	4	0	9
gene_2492	0	0	57	80	124	145	190	206	113	39	198
gene_2493	0	0	0	1	5	2	1	4	0	3	1
gene_2494	0	0	24	16	41	33	28	56	17	14	28
gene_2495	0	0	3	8	7	6	7	11	1	0	6
gene_2496	0	0	15	20	23	10	14	29	8	2	14
gene_2497	0	0	16	17	29	30	40	59	12	5	33
gene_2498	0	0	12	19	29	16	22	27	5	6	16
gene_2499	0	0	0	0	1	3	0	3	2	0	1
gene_25	0	0	4	6	5	4	0	10	4	2	11
gene_250	0	0	1	0	0	0	0	2	0	0	2
gene_2500	0	0	4	13	17	48	15	30	20	3	42
gene_2501	0	0	14	17	34	29	34	48	16	1	23
gene_2502	0	0	13	29	58	55	40	71	30	7	40
gene_2503	0	0	2	0	2	0	1	0	0	0	1
gene_2504	0	0	0	0	0	0	1	1	0	0	2
gene_2505	0	0	1	17	9	21	11	6	1	1	9
gene_2506	0	0	5	4	29	6	12	19	5	0	10
gene_2507	0	0	6	4	2	3	6	9	1	0	1
gene_2508	0	0	1	3	4	6	3	7	1	1	6
gene_2509	0	0	11	37	39	13	28	24	11	3	15
gene_251	0	0	1	6	11	4	4	9	4	0	6
gene_2510	0	0	12	16	20	27	10	24	6	5	15
gene_2511	0	0	16	10	23	19	22	22	9	10	21
gene_2512	0	0	47	51	79	60	53	54	35	13	49
gene_2513	0	0	0	0	0	0	0	0	0	0	0
gene_2514	0	0	4	7	27	10	5	10	6	1	4
gene_2515	0	0	1	3	6	6	5	1	0	0	1
gene_2516	0	0	8	8	17	28	19	24	6	3	16
gene_2517	0	0	8	12	13	14	15	14	8	3	9
gene_2518	0	0	4	16	20	10	10	12	6	5	5
gene_2519	0	0	8	7	27	20	20	47	60	12	25
gene_252	0	0	2	5	5	3	9	10	2	0	1
gene_2520	0	0	0	0	0	0	0	0	0	0	0
gene_2521	0	0	2	7	9	4	7	11	1	3	4
gene_2522	0	0	11	11	20	12	8	11	7	3	13
gene_2523	0	0	6	15	23	14	18	21	13	1	12
gene_2524	0	0	3	1	1	3	0	1	1	0	2
gene_2525	0	0	10	13	31	11	7	33	14	3	10
gene_2526	0	0	115	221	344	216	239	294	130	37	136
gene_2527	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	0	0	0	0	0	0	0	0
gene_2529	0	0	6	18	23	13	18	22	6	1	9
gene_253	0	0	4	9	4	30	15	18	8	5	19
gene_2530	0	0	1	6	5	4	4	6	0	1	2
gene_2531	0	0	1	2	4	1	1	4	1	1	1
gene_2532	0	0	9	9	25	9	7	13	7	1	3
gene_2533	0	0	11	29	51	9	18	21	11	3	19
gene_2534	0	0	0	0	0	0	0	0	0	0	0
gene_2535	0	0	30	51	88	41	41	86	13	8	53
gene_2536	0	0	30	77	33	93	130	113	149	59	213
gene_2537	0	0	7	2	13	3	4	3	0	0	5
gene_2538	0	0	0	5	6	12	18	55	56	41	57
gene_2539	0	0	11	14	28	29	34	50	11	7	24
gene_254	0	0	0	4	0	2	0	0	0	0	0
gene_2540	0	0	12	14	19	16	20	28	5	6	19
gene_2541	0	0	0	0	2	9	1	3	1	0	0
gene_2542	0	0	12	5	19	47	36	22	28	6	41
gene_2543	0	0	4	6	13	10	18	11	5	1	13
gene_2544	0	0	2	1	4	3	1	3	0	0	1
gene_2545	0	0	12	11	8	14	12	10	2	1	12
gene_2546	0	0	2	0	0	0	0	2	0	0	0
gene_2547	0	0	0	4	8	34	22	59	21	18	29
gene_2548	0	0	3	4	33	32	17	40	4	4	18
gene_2549	0	0	21	32	99	60	42	66	16	7	29
gene_255	0	0	18	9	28	68	76	99	28	14	34
gene_2550	0	0	18	32	58	88	49	79	46	17	69
gene_2551	0	0	13	19	44	23	22	18	16	4	22
gene_2552	1	0	12	41	49	29	27	47	25	6	19
gene_2553	0	0	1	4	9	3	5	3	2	0	2
gene_2554	0	0	0	0	0	1	0	1	0	0	0
gene_2555	0	0	0	1	0	1	0	0	0	0	0
gene_2556	0	0	1	3	7	2	3	7	0	1	0
gene_2557	0	0	16	31	49	40	33	48	11	10	24
gene_2558	0	0	2	2	1	1	3	6	3	6	1
gene_2559	0	0	2	1	3	1	1	8	2	8	1
gene_256	0	0	1	2	3	3	0	0	0	0	0
gene_2560	0	0	0	0	0	0	0	0	0	0	0
gene_2561	0	0	0	1	1	3	4	2	0	1	1
gene_2562	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	19	26	65	31	42	41	24	11	44
gene_2564	0	0	0	0	1	0	2	1	0	0	0
gene_2565	0	0	0	2	2	1	1	2	1	1	5
gene_2566	0	0	4	0	6	5	6	10	4	8	7
gene_2567	0	0	13	8	18	5	9	17	4	1	18
gene_2568	0	0	178	278	518	369	411	517	202	79	308
gene_2569	0	0	13	34	66	45	37	69	27	15	52
gene_257	0	0	0	0	1	1	0	3	0	0	1
gene_2570	0	0	9	7	15	7	9	13	2	2	8
gene_2571	0	0	1	6	6	0	1	0	0	0	3
gene_2572	1	0	84	118	273	192	190	233	123	35	202
gene_2573	0	0	4	10	16	13	12	11	3	2	2
gene_2574	0	0	0	0	0	0	0	0	0	0	0
gene_2575	0	0	11	19	45	33	51	47	22	12	26
gene_2576	0	0	41	92	146	99	95	129	56	31	112
gene_2577	0	0	30	45	101	65	87	87	59	24	105
gene_2578	0	0	6	15	36	7	23	35	8	1	16
gene_2579	0	0	29	35	82	61	54	97	52	19	84
gene_258	0	0	55	66	143	146	110	167	71	38	119
gene_2580	0	0	5	16	19	19	21	23	14	5	17
gene_2581	0	0	3	6	24	4	15	10	2	0	8
gene_2582	0	0	0	1	0	2	0	0	0	0	0
gene_2583	0	0	10	15	22	16	25	28	11	7	20
gene_2584	0	0	1	8	6	2	0	9	0	3	1
gene_2585	0	0	4	1	9	3	1	1	2	1	6
gene_2586	0	0	11	11	24	8	17	24	3	4	11
gene_2587	0	0	15	13	17	21	17	23	18	3	25
gene_2588	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	24	17	35	22	26	26	21	5	22
gene_259	0	0	3	22	23	7	29	26	7	3	15
gene_2590	0	0	4	10	15	2	10	6	7	1	14
gene_2591	0	0	0	1	0	0	3	7	4	1	0
gene_2592	0	0	3	11	12	17	13	22	6	1	19
gene_2593	0	0	30	46	82	67	68	80	42	17	77
gene_2594	0	0	9	4	17	13	12	15	11	3	9
gene_2595	0	0	0	0	0	1	0	0	1	1	1
gene_2596	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	0	1	0	0	2	0	1	0
gene_2598	0	0	0	1	2	11	2	16	5	2	8
gene_2599	0	0	11	14	24	39	29	25	20	3	18
gene_26	0	0	2	4	19	10	11	16	2	0	9
gene_260	0	0	2	2	11	3	1	7	2	3	6
gene_2600	0	0	4	9	13	26	12	17	11	1	19
gene_2601	0	0	12	24	44	43	53	46	30	8	26
gene_2602	0	0	27	17	55	56	63	78	35	22	60
gene_2603	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0
gene_2605	0	0	100	120	293	973	574	1077	562	282	807
gene_2606	0	0	8	8	19	13	26	22	9	0	27
gene_2607	0	0	3	13	29	17	10	16	8	1	14
gene_2608	0	0	7	7	19	6	4	12	3	0	9
gene_2609	0	0	0	1	0	0	0	0	0	0	1
gene_261	0	0	1	4	1	0	1	1	0	0	0
gene_2610	0	0	14	28	34	24	39	26	9	1	14
gene_2611	0	0	6	2	12	2	3	3	2	0	4
gene_2612	0	0	0	3	2	1	2	0	0	1	3
gene_2613	0	0	0	0	1	1	0	0	0	0	1
gene_2614	0	0	22	26	47	20	45	47	26	12	26
gene_2615	0	0	14	26	44	34	37	53	17	7	36
gene_2616	0	0	12	23	35	47	28	79	22	12	26
gene_2617	0	0	5	6	22	18	21	14	5	5	21
gene_2618	0	0	0	1	7	15	0	3	0	0	0
gene_2619	0	0	5	10	28	17	15	14	10	3	12
gene_262	0	0	81	127	268	201	209	309	116	40	157
gene_2620	0	0	6	4	10	6	9	10	5	1	3
gene_2621	0	0	0	1	4	3	8	2	1	2	4
gene_2622	0	0	1	0	3	4	4	4	0	0	2
gene_2623	0	0	27	38	73	37	59	59	37	6	33
gene_2624	0	0	5	12	15	17	19	24	7	8	25
gene_2625	0	0	3	1	6	3	1	11	3	0	2
gene_2626	0	0	16	29	38	31	27	36	9	5	23
gene_2627	0	0	4	3	4	5	5	10	0	11	3
gene_2628	0	0	2	2	4	2	7	3	3	0	2
gene_2629	0	0	6	2	7	3	2	5	0	1	2
gene_263	0	0	0	0	0	0	0	1	0	0	0
gene_2630	0	0	45	68	141	64	76	101	37	21	92
gene_2631	0	0	12	20	41	26	28	23	10	4	20
gene_2632	0	0	7	0	7	10	8	20	7	3	15
gene_2633	0	0	4	4	7	12	9	12	12	6	3
gene_2634	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	33	31	87	73	52	90	31	10	68
gene_2636	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	0	0	1	0	0	1	0	4
gene_2638	0	0	1	1	3	16	10	12	6	0	9
gene_2639	0	0	13	18	33	19	17	25	11	1	24
gene_264	0	0	0	0	0	0	0	0	0	0	0
gene_2640	0	0	0	0	1	1	1	2	0	0	3
gene_2641	0	0	7	4	5	6	4	7	4	2	5
gene_2642	0	0	22	13	40	37	32	34	22	10	24
gene_2643	0	0	15	26	65	151	212	201	108	36	144
gene_2644	0	0	5	3	0	9	3	6	9	2	6
gene_2645	0	0	19	28	30	25	39	37	17	8	29
gene_2646	0	0	0	0	0	0	0	0	0	0	0
gene_2647	0	0	4	5	6	22	18	18	10	7	7
gene_2648	0	0	3	7	24	8	10	8	5	1	9
gene_2649	0	0	0	0	2	2	0	2	0	0	10
gene_265	0	0	2	4	10	4	9	8	1	3	7
gene_2650	0	0	0	1	5	0	1	2	0	0	4
gene_2651	0	0	12	28	47	48	68	61	30	11	40
gene_2652	0	0	17	53	28	27	80	66	25	38	44
gene_2653	0	0	1	0	2	2	2	2	3	0	3
gene_2654	0	0	67	100	184	140	214	254	59	20	99
gene_2655	0	0	4	13	21	11	17	14	12	5	16
gene_2656	0	0	81	85	143	89	108	154	44	17	113
gene_2657	0	0	9	27	24	25	26	40	24	6	37
gene_2658	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	2	0	1	1	1	0	1	3
gene_2660	0	0	10	9	20	12	23	23	10	2	13
gene_2661	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	29	23	36	43	55	67	13	9	41
gene_2663	0	0	4	1	2	10	2	4	8	0	1
gene_2664	0	0	0	0	1	1	0	0	0	0	0
gene_2665	0	0	7	16	17	24	7	22	3	4	5
gene_2666	0	0	0	9	4	2	0	5	3	0	1
gene_2667	0	0	0	0	0	0	0	0	0	0	0
gene_2668	0	0	21	38	75	16	45	64	16	7	44
gene_2669	0	0	54	73	124	45	58	105	23	10	73
gene_267	0	0	18	16	31	20	31	24	13	0	15
gene_2670	0	0	33	37	65	57	56	87	30	6	66
gene_2671	0	0	114	208	392	151	203	272	52	36	163
gene_2672	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	5	6	13	16	10	17	6	6	18
gene_2674	0	0	0	0	0	0	0	2	0	0	0
gene_2675	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	1	15	0	1	1	0	0	0
gene_2677	0	0	1	8	20	7	9	8	10	0	9
gene_2678	0	0	11	41	63	38	60	77	40	15	58
gene_2679	0	0	0	1	1	0	0	0	1	0	2
gene_268	0	0	2	2	9	3	0	0	1	0	3
gene_2680	0	0	0	0	3	2	1	7	0	0	4
gene_2681	0	0	0	1	5	0	1	2	0	3	0
gene_2682	0	0	2	6	2	3	14	19	1	7	6
gene_2683	0	0	6	5	10	11	21	14	5	3	8
gene_2684	0	0	0	0	2	0	0	1	0	0	2
gene_2685	0	0	0	2	3	0	1	1	1	0	0
gene_2686	0	0	0	0	0	0	0	0	2	0	0
gene_2687	0	0	0	0	0	1	1	1	0	0	0
gene_2688	0	0	2	7	12	8	7	10	9	2	8
gene_2689	0	0	90	101	241	118	146	218	76	32	194
gene_269	0	0	10	11	36	23	36	54	15	3	43
gene_2690	0	0	79	137	207	232	250	311	161	52	303
gene_2691	0	0	9	10	15	28	18	17	14	6	15
gene_2692	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	0	0	0	1	2	0	0	0
gene_2694	0	0	2	5	10	9	8	17	3	4	6
gene_2695	0	0	6	11	14	20	28	21	10	4	18
gene_2696	0	0	39	39	119	104	145	190	44	20	125
gene_2697	0	0	21	45	70	123	77	136	46	18	99
gene_2698	0	0	4	4	4	10	10	6	5	1	9
gene_2699	0	0	8	20	28	16	22	27	12	6	13
gene_27	0	0	1	6	12	6	5	3	2	2	12
gene_270	0	0	0	0	0	0	0	0	0	0	0
gene_2700	0	0	2	6	8	3	2	5	3	0	6
gene_2701	0	0	41	52	92	88	95	138	38	24	114
gene_2702	0	0	3	7	6	12	17	32	11	4	7
gene_2703	0	0	0	2	4	13	4	8	2	0	8
gene_2704	0	0	2	6	7	14	14	23	3	3	12
gene_2705	0	0	1	8	10	2	7	7	6	2	4
gene_2706	0	0	4	0	4	27	16	14	15	7	8
gene_2707	0	0	19	23	42	20	28	32	13	4	25
gene_2708	0	0	4	9	7	6	19	34	1	5	17
gene_2709	0	0	0	1	0	2	2	4	3	0	0
gene_271	0	0	9	4	4	8	2	9	5	1	10
gene_2710	0	0	9	14	30	31	24	33	9	4	24
gene_2711	0	0	3	5	16	6	4	9	2	1	2
gene_2712	0	0	0	10	25	8	13	11	5	2	9
gene_2713	0	0	8	13	23	28	12	28	10	4	12
gene_2714	0	0	80	85	148	108	146	213	52	27	88
gene_2715	0	0	16	23	51	16	19	23	15	4	27
gene_2716	0	0	2	4	8	3	3	3	4	0	5
gene_2717	0	0	2	7	6	3	10	3	1	2	6
gene_2718	0	0	3	10	33	12	7	13	4	3	13
gene_2719	0	0	33	61	100	80	93	102	37	14	77
gene_272	0	0	19	27	38	42	35	54	19	11	43
gene_2720	0	0	73	118	279	36	26	28	18	4	16
gene_2721	0	0	13	13	33	27	24	47	23	7	31
gene_2722	0	0	5	10	8	54	23	29	28	15	23
gene_2723	0	0	1	7	9	5	10	25	5	0	10
gene_2724	0	0	13	14	29	10	22	31	8	2	7
gene_2725	0	0	7	14	20	19	22	23	17	7	11
gene_2726	0	0	3	0	3	8	4	1	7	1	0
gene_2727	0	0	51	70	133	93	90	79	67	11	86
gene_2728	0	0	16	27	39	32	30	36	23	1	28
gene_2729	0	0	10	17	27	34	21	34	13	1	31
gene_273	0	0	2	4	3	9	7	8	10	1	8
gene_2730	0	0	10	23	35	43	22	60	14	15	28
gene_2731	0	0	0	0	0	0	1	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	25	30	43	52	66	53	41	13	40
gene_2735	0	0	2	8	12	7	7	12	2	1	9
gene_2736	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	13	27	22	11	10	16	9	0	13
gene_2738	0	0	0	1	1	13	1	3	1	0	6
gene_2739	1	0	393	630	1221	949	824	1234	497	105	940
gene_274	0	0	2	3	1	1	4	5	5	1	1
gene_2740	0	0	1	6	7	14	5	6	7	0	7
gene_2741	0	0	6	6	5	3	14	13	8	5	12
gene_2742	0	0	11	8	22	14	15	20	6	0	12
gene_2743	0	0	14	25	24	27	22	34	11	2	26
gene_2744	0	0	4	20	39	6	10	25	10	9	18
gene_2745	0	0	6	14	12	25	22	17	14	0	15
gene_2746	0	0	28	39	60	35	32	37	25	5	37
gene_2747	0	0	17	33	66	23	36	42	39	12	40
gene_2748	0	0	1	4	8	11	4	10	9	5	10
gene_2749	0	0	0	0	0	0	2	0	1	0	0
gene_275	0	0	7	15	24	27	22	26	10	7	15
gene_2750	0	0	1	1	2	0	3	3	1	1	3
gene_2751	0	0	5	19	42	19	22	46	23	7	29
gene_2752	0	0	1	3	4	2	2	3	0	4	0
gene_2753	0	0	0	0	0	0	0	1	0	0	2
gene_2754	0	0	31	48	57	63	66	77	45	22	48
gene_2755	0	0	35	17	49	36	45	55	25	10	27
gene_2756	0	0	4	3	21	8	3	7	1	1	2
gene_2757	0	0	6	10	12	10	12	7	1	3	5
gene_2758	0	0	0	0	0	0	0	0	0	0	0
gene_2759	0	0	0	1	1	2	0	1	0	0	0
gene_276	0	0	3	17	20	17	14	43	34	13	49
gene_2760	0	0	4	7	13	16	24	19	7	1	13
gene_2761	0	0	0	0	2	2	1	3	5	6	5
gene_2762	0	0	15	15	18	15	14	25	4	0	11
gene_2763	0	0	1	1	1	1	1	11	1	0	2
gene_2764	0	0	0	4	8	3	4	13	4	0	7
gene_2765	0	0	2	7	10	13	12	20	4	1	7
gene_2766	0	0	9	19	22	9	10	18	5	7	13
gene_2767	0	0	5	17	17	15	17	19	2	3	10
gene_2768	0	0	3	7	7	23	19	32	7	6	13
gene_2769	0	0	0	0	0	0	0	0	0	0	0
gene_277	0	0	14	11	13	12	10	18	4	2	6
gene_2770	0	0	3	4	12	6	9	5	2	1	4
gene_2771	0	0	36	27	53	80	71	95	65	14	77
gene_2772	0	0	32	27	38	41	44	70	37	14	43
gene_2773	0	0	2	0	2	2	3	1	5	1	5
gene_2774	0	0	0	2	3	0	3	14	11	3	17
gene_2775	0	0	16	28	57	25	27	28	16	5	32
gene_2776	0	0	12	16	34	19	27	34	5	0	19
gene_2777	0	0	17	22	34	19	18	25	12	5	28
gene_2778	0	0	3	3	2	0	0	5	1	0	3
gene_2779	0	0	0	1	0	0	0	2	0	0	0
gene_278	0	0	2	1	1	0	0	1	0	0	0
gene_2780	0	0	0	1	0	0	0	2	0	1	2
gene_2781	0	0	3	9	9	11	11	13	3	2	9
gene_2782	0	0	6	8	15	11	15	17	4	2	7
gene_2783	0	0	5	5	10	5	7	7	2	0	6
gene_2784	0	0	33	30	65	54	72	65	25	12	45
gene_2785	0	0	14	29	27	32	24	33	12	3	15
gene_2786	0	0	12	9	23	18	14	30	6	11	14
gene_2787	0	0	9	11	18	20	14	18	2	5	19
gene_2788	0	0	0	0	0	0	0	0	0	0	0
gene_2789	0	0	3	2	7	12	6	13	4	1	5
gene_279	0	0	5	6	7	28	13	23	10	4	10
gene_2790	0	0	7	6	12	15	23	23	2	6	6
gene_2791	0	0	1	1	2	0	0	0	0	0	0
gene_2792	0	0	39	76	106	81	86	98	36	9	79
gene_2793	0	0	6	13	19	6	13	9	2	3	14
gene_2794	0	0	4	7	15	2	15	11	3	0	3
gene_2795	0	0	0	2	1	2	3	1	1	0	3
gene_2796	0	0	0	1	3	0	0	2	4	0	0
gene_2797	0	0	67	109	167	212	237	309	136	36	184
gene_2798	0	0	4	5	11	18	9	17	2	0	8
gene_2799	0	0	10	7	36	20	25	28	18	6	19
gene_28	0	0	16	18	31	20	12	10	13	3	11
gene_280	0	0	10	11	30	20	10	24	5	2	17
gene_2800	0	0	8	4	21	31	21	37	19	1	23
gene_2801	0	0	64	150	257	187	168	205	97	58	170
gene_2802	0	0	0	0	0	1	0	0	0	0	1
gene_2803	0	0	0	0	1	0	0	0	0	0	1
gene_2804	0	0	0	0	0	0	0	0	0	0	0
gene_2805	0	0	3	11	19	15	18	25	3	5	17
gene_2806	0	0	8	9	21	2	6	5	1	1	4
gene_2807	0	0	9	10	10	14	7	12	3	2	10
gene_2808	0	0	0	0	0	0	0	0	0	0	0
gene_2809	0	0	20	25	59	69	56	65	33	9	28
gene_281	0	0	3	8	12	7	4	13	1	4	5
gene_2810	0	0	0	0	0	0	0	0	0	0	0
gene_2811	0	0	10	21	30	11	13	11	6	9	16
gene_2812	1	0	46	68	138	31	39	47	22	4	26
gene_2813	0	0	0	0	6	2	0	1	0	1	0
gene_2814	0	0	1	9	14	11	3	13	8	0	8
gene_2815	0	0	3	9	15	15	8	16	10	5	6
gene_2816	0	0	3	3	5	5	2	3	1	1	2
gene_2817	0	0	0	0	0	0	0	0	0	0	0
gene_2818	0	0	2	5	5	4	14	12	0	2	8
gene_2819	0	0	0	0	1	7	5	9	8	5	7
gene_282	0	0	13	18	22	24	32	20	15	3	16
gene_2820	0	0	7	11	10	57	27	76	50	27	58
gene_2821	0	0	8	10	16	30	24	37	17	4	27
gene_2822	0	0	0	0	3	8	0	4	3	0	1
gene_2823	0	0	0	2	8	6	6	5	4	0	4
gene_2824	0	0	2	5	3	7	8	8	13	0	9
gene_2825	0	0	0	0	0	2	1	0	0	0	0
gene_2826	0	0	0	14	8	5	8	8	4	0	11
gene_2827	0	0	6	2	7	60	17	23	38	0	15
gene_2828	0	0	0	3	4	3	6	3	0	0	1
gene_2829	0	0	3	11	14	4	4	9	3	1	2
gene_283	0	0	9	10	13	8	11	7	7	1	9
gene_2830	0	0	98	123	262	172	140	185	75	36	171
gene_2831	0	0	3	1	5	0	3	8	1	0	5
gene_2832	0	0	0	0	0	0	0	0	0	0	0
gene_2833	0	0	16	17	22	12	17	26	14	4	25
gene_2834	0	0	2	5	7	7	15	12	1	1	4
gene_2835	0	0	0	1	5	2	8	0	0	0	2
gene_2836	0	0	15	18	20	27	28	45	23	11	42
gene_2837	0	0	1	0	0	0	0	4	2	1	3
gene_2838	0	0	50	79	101	108	30	60	33	7	42
gene_2839	0	0	0	0	0	0	0	0	0	0	0
gene_284	0	0	5	2	6	8	6	11	4	3	5
gene_2840	0	0	9	24	26	49	42	32	18	7	26
gene_2841	0	0	24	35	63	14	83	77	28	16	54
gene_2842	0	0	27	28	86	27	62	72	14	8	31
gene_2843	0	0	4	8	5	4	5	3	5	2	3
gene_2844	0	0	0	1	1	2	1	2	4	1	9
gene_2845	0	0	2	0	3	6	3	10	2	0	3
gene_2846	0	0	11	10	8	19	18	22	3	5	13
gene_2847	0	0	66	100	197	217	249	265	149	42	297
gene_2848	0	0	5	8	15	63	15	9	2	0	7
gene_2849	0	0	0	1	3	2	2	5	0	0	1
gene_285	0	0	3	15	21	17	5	24	3	2	9
gene_2850	0	0	5	9	17	17	11	19	6	2	11
gene_2851	0	0	3	1	2	10	3	7	2	1	5
gene_2852	0	0	0	0	2	1	0	3	1	0	1
gene_2853	0	0	1	0	5	1	1	3	1	0	2
gene_2854	0	0	0	0	0	0	0	0	0	0	0
gene_2855	0	0	0	0	0	0	0	0	0	0	0
gene_2856	0	0	0	0	0	0	0	0	0	0	0
gene_2857	0	0	0	0	0	0	0	0	0	0	0
gene_2858	0	0	1	1	0	0	0	0	0	0	0
gene_2859	0	0	0	0	0	0	1	3	0	0	1
gene_286	0	0	47	63	117	43	53	77	24	9	52
gene_2860	0	0	26	40	50	110	49	45	18	10	41
gene_2861	0	0	2	2	2	3	5	11	1	0	4
gene_2862	0	0	2	7	9	0	5	2	2	0	19
gene_2863	0	0	0	0	0	0	1	1	0	0	2
gene_2864	0	0	0	0	0	0	0	0	0	0	0
gene_2865	0	0	1	2	9	1	2	6	1	0	2
gene_2866	0	0	32	21	59	33	23	33	11	6	18
gene_2867	0	0	2	8	4	5	2	6	3	0	4
gene_2868	0	0	30	48	69	59	59	70	28	11	81
gene_2869	1	0	34	109	131	101	461	545	78	61	209
gene_287	0	0	1	3	7	2	1	0	0	0	4
gene_2870	0	0	8	17	42	18	19	21	12	4	12
gene_2871	0	0	13	11	19	10	12	17	6	2	5
gene_2872	0	0	13	15	24	11	12	13	13	1	7
gene_2873	0	0	3	10	10	8	11	14	6	2	14
gene_2874	0	0	3	8	13	5	7	4	1	1	2
gene_2875	0	0	0	1	0	3	2	1	0	0	2
gene_2876	1	0	73	133	215	69	71	80	43	9	60
gene_2877	0	0	2	12	10	6	5	4	1	1	4
gene_2878	0	0	0	2	3	1	3	0	0	1	4
