GeneID	GGAYX	GGAYY	GGAYZ	GGAZA	GGAZB	GGAZC	GGAZG	GGAZH	GGAZN	GGAZO
gene_7547	0	0	14	23	13	30	14	8	25	7
gene_7548	0	0	3	8	7	17	11	6	8	10
gene_7549	0	0	43	49	118	363	86	64	96	144
gene_755	0	0	15	16	7	21	8	0	15	14
gene_7550	0	0	0	0	4	1	1	2	3	3
gene_7551	0	0	2	1	3	14	3	0	1	7
gene_7552	0	0	8	4	7	7	3	1	11	5
gene_7553	0	0	9	6	11	32	5	6	12	12
gene_7554	0	0	0	0	0	0	0	0	0	0
gene_7555	0	0	51	43	39	83	25	14	37	44
gene_7556	0	0	4	5	1	5	7	1	4	8
gene_7557	0	0	7	19	9	13	11	7	4	8
gene_7558	0	0	6	3	8	6	5	1	3	6
gene_7559	0	0	34	27	14	52	15	3	31	25
gene_756	0	0	27	36	28	64	21	16	23	38
gene_7560	0	0	2	3	3	5	2	1	2	3
gene_7561	0	0	193	180	110	357	108	46	124	116
gene_7562	0	0	0	0	0	0	1	0	0	0
gene_7563	0	0	178	150	90	164	58	32	68	97
gene_7564	0	0	2	2	3	8	1	0	3	0
gene_7565	0	0	1	3	6	8	1	1	7	10
gene_7566	0	0	0	0	0	0	0	0	0	0
gene_7567	0	0	0	1	2	2	1	1	2	0
gene_7568	0	0	0	0	0	0	0	0	0	0
gene_7569	0	0	0	0	0	0	0	0	0	1
gene_757	0	0	0	0	0	0	0	0	0	0
gene_7570	0	0	4	5	3	19	7	3	17	9
gene_7571	0	0	0	0	0	0	0	0	0	0
gene_7572	0	0	14	20	6	39	11	9	14	16
gene_7573	0	0	0	0	0	0	0	0	0	0
gene_7574	0	0	1	0	2	2	0	2	119	0
gene_7575	0	0	6	1	3	4	7	1	1	4
gene_7576	0	0	49	56	20	74	20	12	25	59
gene_7577	0	0	45	56	43	57	28	8	30	35
gene_7578	0	0	0	0	0	0	0	0	0	0
gene_7579	0	0	2	8	1	5	1	3	4	2
gene_758	0	0	2	0	0	2	0	0	2	1
gene_7580	0	0	1	2	0	0	0	0	0	0
gene_7581	0	0	0	2	0	2	2	0	0	2
gene_7582	0	0	1	3	1	1	0	0	1	0
gene_7583	0	0	1	0	0	0	1	1	0	5
gene_7584	0	0	2	4	1	10	1	0	3	3
gene_7585	0	0	6	4	5	14	7	2	10	13
gene_7586	0	0	0	0	1	7	0	0	0	0
gene_7587	0	0	15	29	2	48	20	3	17	26
gene_7588	0	0	3	1	2	2	6	0	1	1
gene_7589	0	0	1	3	2	4	2	3	4	3
gene_759	0	0	20	25	10	18	11	5	7	7
gene_7590	0	0	0	0	4	7	3	0	1	6
gene_7591	0	0	14	18	13	13	5	5	18	19
gene_7592	0	0	0	0	0	0	0	0	0	0
gene_7593	0	0	0	0	0	0	0	0	0	0
gene_7594	0	0	10	7	3	5	4	0	6	7
gene_7595	0	0	2	3	4	8	1	2	5	4
gene_7596	0	0	0	2	4	2	1	0	7	2
gene_7597	0	0	8	9	10	8	6	4	13	13
gene_7598	0	0	33	15	2	7	2	1	2	6
gene_7599	0	0	0	2	0	0	0	0	0	0
gene_76	0	0	2	1	1	3	2	0	0	1
gene_760	0	0	0	0	0	0	2	0	0	1
gene_7600	0	0	0	0	0	0	0	0	1	0
gene_7601	0	0	1	0	0	0	0	1	4	0
gene_7602	0	0	18	17	9	28	11	10	6	8
gene_7603	0	0	7	19	13	30	6	7	15	11
gene_7604	0	0	4	3	0	5	2	0	0	0
gene_7605	0	0	19	30	42	87	44	18	61	55
gene_7606	0	0	16	21	15	29	9	5	9	13
gene_7607	0	0	17	16	5	4	9	3	9	12
gene_7608	0	0	0	1	0	0	0	0	2	0
gene_7609	0	0	1	0	1	2	0	1	0	5
gene_761	0	0	6	6	2	23	11	2	15	7
gene_7610	0	0	10	9	4	17	4	1	4	14
gene_7611	0	0	7	9	37	158	20	7	52	15
gene_7612	0	0	0	1	0	0	2	0	0	0
gene_7613	0	0	20	10	2	4	5	0	9	1
gene_7614	0	0	41	49	6	27	17	7	31	32
gene_7615	0	0	42	34	21	72	26	5	35	39
gene_7616	0	0	6	3	1	12	2	0	1	5
gene_7617	0	0	7	10	9	11	5	7	1	9
gene_7618	0	0	1	0	4	8	0	2	2	1
gene_7619	0	0	11	25	28	61	33	12	38	42
gene_762	0	0	0	0	0	0	0	0	0	0
gene_7620	0	0	14	17	22	51	26	3	37	12
gene_7621	0	0	10	10	8	18	5	2	9	5
gene_7622	0	0	2	5	5	32	8	2	8	13
gene_7623	0	0	0	0	0	3	0	0	0	0
gene_7624	0	0	0	2	0	1	1	0	1	0
gene_7625	0	0	17	32	13	16	5	3	15	14
gene_7626	0	0	0	0	1	5	0	0	1	7
gene_7627	0	0	14	14	2	18	6	2	9	6
gene_7628	0	0	25	32	40	81	27	14	45	38
gene_7629	0	0	0	1	0	1	0	0	0	1
gene_763	0	0	1	1	0	0	0	0	0	0
gene_7630	0	0	0	0	0	0	0	0	0	4
gene_7631	0	0	0	0	0	0	0	0	0	0
gene_7632	0	0	29	20	15	51	18	9	13	30
gene_7633	0	0	9	16	9	15	5	4	5	7
gene_7634	0	0	5	1	9	39	12	6	25	17
gene_7635	0	0	56	77	61	125	56	43	57	62
gene_7636	0	0	61	65	33	75	32	22	71	44
gene_7637	0	0	14	15	32	58	24	13	29	47
gene_7638	0	0	1	0	0	3	2	0	1	0
gene_7639	0	0	18	34	18	34	17	8	28	36
gene_764	0	0	0	0	0	1	0	0	0	2
gene_7640	0	0	57	89	85	251	79	37	64	133
gene_7641	0	0	1	0	0	0	0	0	0	1
gene_7642	0	0	33	29	22	32	14	12	21	16
gene_7643	0	0	1	1	1	1	0	0	0	3
gene_7644	0	0	0	1	1	0	0	0	0	1
gene_7645	0	0	6	9	12	17	8	3	6	6
gene_7646	0	0	21	22	15	24	9	9	11	16
gene_7647	0	0	2	8	5	2	4	0	1	8
gene_7648	0	0	1	1	0	0	1	0	1	0
gene_7649	0	0	11	14	15	21	7	6	16	18
gene_765	0	0	0	0	0	0	0	0	0	0
gene_7650	0	0	19	13	10	23	8	7	11	7
gene_7651	0	0	2	9	2	5	4	3	6	6
gene_7652	0	0	0	0	0	0	0	0	1	1
gene_7653	0	0	1	0	1	5	0	0	2	5
gene_7654	0	0	10	8	8	19	9	4	7	4
gene_7655	0	0	23	25	9	21	11	1	20	11
gene_7656	0	0	8	2	10	20	5	3	15	10
gene_7657	0	0	3	0	1	7	3	1	6	2
gene_7658	0	0	559	569	287	1039	472	222	804	481
gene_7659	0	0	0	0	0	1	2	0	0	1
gene_766	0	0	0	0	0	0	0	0	0	0
gene_7660	0	0	2	3	2	7	1	1	7	2
gene_7661	0	0	13	6	5	35	12	9	15	10
gene_7662	0	0	22	20	12	38	11	14	19	13
gene_7663	0	0	67	53	13	62	22	9	20	34
gene_7664	0	0	0	0	0	3	1	0	1	0
gene_7665	0	0	0	0	0	2	0	0	0	0
gene_7666	0	0	2	2	3	1	1	0	1	5
gene_7667	0	0	19	22	6	29	11	5	9	12
gene_7668	0	0	3	6	3	9	3	0	3	1
gene_7669	0	0	7	2	0	6	3	0	4	2
gene_767	0	0	0	0	0	0	0	0	0	0
gene_7670	0	0	3	8	1	2	2	1	0	2
gene_7671	0	0	17	22	11	16	7	8	15	11
gene_7672	0	0	172	101	114	237	143	53	319	137
gene_7673	0	0	60	43	27	30	47	13	119	33
gene_7674	0	0	31	34	64	99	45	24	68	63
gene_7675	0	0	8	7	13	16	6	4	15	8
gene_7676	0	0	7	9	30	67	14	17	34	29
gene_7677	0	0	49	42	24	46	28	13	47	22
gene_7678	0	0	12	10	4	12	7	3	13	17
gene_7679	0	0	12	7	20	36	9	10	13	10
gene_768	0	0	0	1	2	1	0	0	0	0
gene_7680	0	0	89	30	26	58	41	26	60	24
gene_7681	0	0	1	1	0	0	2	1	1	0
gene_7682	0	0	2	5	11	14	7	2	9	5
gene_7683	0	0	1	4	4	1	1	1	5	4
gene_7684	0	0	2	6	7	8	3	7	6	6
gene_7685	0	0	88	94	79	190	97	34	184	78
gene_7686	0	0	0	0	2	3	3	0	0	2
gene_7687	0	0	14	16	12	53	11	7	24	16
gene_7688	0	0	3	0	2	22	4	1	13	5
gene_7689	0	0	0	0	0	0	0	0	0	0
gene_769	0	0	2	2	2	2	1	1	1	3
gene_7690	0	0	0	0	1	1	0	0	0	0
gene_7691	0	0	0	0	1	0	0	0	0	1
gene_7692	0	0	1	0	0	0	4	0	0	1
gene_7693	0	0	10	10	9	12	6	3	3	7
gene_7694	0	0	0	0	0	0	0	0	0	0
gene_7695	0	0	0	0	0	0	0	0	0	0
gene_7696	0	0	12	12	12	19	9	4	16	12
gene_7697	0	0	1	1	0	0	0	0	1	0
gene_7698	0	0	67	34	18	58	38	13	46	27
gene_7699	0	0	5	5	6	17	2	1	4	17
gene_77	0	0	111	103	64	131	46	22	64	73
gene_770	0	0	70	47	37	79	48	11	43	33
gene_7700	0	0	0	0	0	0	0	0	0	0
gene_7701	0	0	220	165	135	293	136	68	141	183
gene_7702	0	0	10	4	1	10	9	1	24	0
gene_7703	0	0	1	1	0	0	0	0	3	0
gene_7704	0	0	443	285	52	204	63	20	37	67
gene_7705	0	0	2	1	0	1	0	0	0	0
gene_7706	0	0	0	0	0	0	0	0	0	0
gene_7707	0	0	4	10	2	12	3	1	5	6
gene_7708	0	0	1	10	6	10	4	1	6	1
gene_7709	0	0	17	20	19	24	5	3	19	19
gene_771	0	0	243	255	99	327	135	52	115	139
gene_7710	0	0	13	6	25	68	4	13	21	22
gene_7711	0	0	2	1	2	4	2	0	5	1
gene_7712	0	0	22	21	10	29	20	2	26	20
gene_7713	0	0	6	9	11	26	15	5	13	12
gene_7714	0	0	1	0	0	3	4	1	11	4
gene_7715	0	0	18	19	14	20	13	2	20	7
gene_7716	0	0	50	41	34	76	23	9	31	30
gene_7717	0	0	3	0	0	1	2	1	4	0
gene_7718	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	157	191	36	195	52	26	52	92
gene_772	0	0	68	89	41	102	62	17	59	43
gene_7720	0	0	0	0	0	0	0	0	0	0
gene_7721	0	0	1	3	1	0	1	0	0	0
gene_7722	0	0	0	0	0	0	0	0	0	0
gene_7723	0	0	0	0	0	0	0	0	0	0
gene_7724	0	0	247	220	106	267	97	59	114	119
gene_7725	0	0	0	2	0	3	8	4	2	7
gene_7726	0	0	2	2	8	30	7	10	16	17
gene_7727	0	0	0	0	0	0	0	0	0	0
gene_7728	0	0	10	3	19	42	21	4	13	11
gene_7729	0	0	13	5	7	14	7	1	9	8
gene_773	0	0	7	21	4	1	5	0	11	7
gene_7730	0	0	4	3	7	6	5	6	2	6
gene_7731	0	0	7	4	10	16	1	1	7	7
gene_7732	0	0	2	0	1	0	3	0	0	1
gene_7733	0	0	28	23	25	50	29	5	26	25
gene_7734	0	0	0	0	0	0	0	0	0	0
gene_7735	0	0	7	7	5	23	6	3	10	5
gene_7736	0	0	0	1	0	5	1	0	0	0
gene_7737	0	0	8	4	5	11	2	5	5	3
gene_7738	0	0	2	1	1	5	0	2	0	2
gene_7739	0	0	0	6	2	3	4	0	3	2
gene_774	0	0	244	238	83	248	95	56	107	151
gene_7740	0	0	0	0	0	1	0	0	1	0
gene_7741	0	0	5	10	10	22	8	7	18	9
gene_7742	0	0	9	5	6	15	12	2	16	3
gene_7743	0	0	3	9	40	76	21	24	49	40
gene_7744	0	0	197	207	228	474	280	110	301	337
gene_7745	0	0	16	22	14	30	9	7	15	6
gene_7746	0	0	18	33	30	69	21	15	47	32
gene_7747	0	0	28	35	37	101	52	14	48	42
gene_7748	0	0	9	4	10	20	19	4	27	24
gene_7749	0	0	83	61	48	162	58	26	69	69
gene_775	0	0	6	7	5	14	8	6	5	7
gene_7750	0	0	26	13	10	18	9	5	14	14
gene_7751	0	0	42	55	36	84	33	14	55	50
gene_7752	0	0	11	15	5	41	9	9	20	15
gene_7753	0	0	1	1	1	0	0	0	0	0
gene_7754	0	0	19	20	19	42	7	7	14	13
gene_7755	0	0	6	13	4	6	0	0	3	6
gene_7756	0	0	4	4	1	3	2	0	3	7
gene_7757	0	0	15	20	17	31	15	11	27	12
gene_7758	0	0	24	15	32	130	40	12	42	29
gene_7759	0	0	27	38	9	48	16	7	26	29
gene_776	0	0	0	0	2	1	0	0	0	3
gene_7760	0	0	0	0	0	0	0	0	0	0
gene_7761	0	0	0	0	0	0	0	0	0	0
gene_7762	0	0	0	0	0	0	0	0	0	0
gene_7763	0	0	0	0	0	0	0	0	0	0
gene_7764	0	0	0	0	0	0	0	0	0	0
gene_7765	0	0	1	0	0	1	0	1	0	0
gene_7766	0	0	0	0	0	0	0	0	0	0
gene_7767	0	0	0	1	1	2	0	1	0	2
gene_7768	0	0	0	0	0	1	0	0	0	0
gene_7769	0	0	0	0	0	0	0	0	0	0
gene_777	0	0	63	58	38	86	34	10	27	36
gene_7770	0	0	0	0	0	0	0	0	0	0
gene_7771	0	0	11	7	6	16	6	1	10	10
gene_7772	0	0	2	3	0	1	0	0	1	0
gene_7773	0	0	1	9	10	22	12	12	15	10
gene_7774	0	0	0	2	4	4	2	6	16	0
gene_7775	0	0	4	2	7	7	5	8	10	10
gene_7776	0	0	5	2	3	5	4	0	1	1
gene_7777	0	0	14	19	6	22	11	3	12	2
gene_7778	0	0	2	0	0	0	0	0	0	0
gene_7779	0	0	0	0	0	0	0	0	0	0
gene_778	0	0	2	0	1	0	2	0	1	0
gene_7780	0	0	0	0	0	0	0	0	0	0
gene_7781	0	0	0	0	0	0	0	0	0	0
gene_7782	0	0	80	105	350	1032	244	145	486	285
gene_7783	0	0	19	15	16	52	13	17	26	27
gene_7784	0	0	98	114	121	293	135	35	172	139
gene_7785	0	0	6	11	20	39	9	14	44	16
gene_7786	0	0	0	0	1	0	2	0	1	0
gene_7787	0	0	0	1	1	6	3	0	2	2
gene_7788	0	0	12	6	7	24	10	4	19	19
gene_7789	0	0	0	0	1	0	0	0	0	0
gene_779	0	0	272	235	186	576	220	75	224	278
gene_7790	0	0	0	0	0	0	0	0	0	1
gene_7791	0	0	111	129	229	625	224	92	107	192
gene_7792	0	0	0	2	0	1	0	0	0	0
gene_7793	0	0	33	26	19	43	16	9	19	21
gene_7794	0	0	26	30	9	25	11	11	14	9
gene_7795	0	0	0	0	0	0	0	0	0	0
gene_7796	0	0	0	0	0	4	1	1	40	7
gene_7797	0	0	0	0	1	0	1	0	0	3
gene_7798	0	0	6	8	24	31	20	9	17	36
gene_7799	0	0	0	0	0	0	0	0	0	0
gene_78	0	0	77	77	17	56	10	9	28	21
gene_780	0	0	39	41	25	62	27	19	37	40
gene_7800	0	0	4	5	4	11	6	5	6	12
gene_7801	0	0	0	0	2	10	5	1	2	4
gene_7802	0	0	12	10	12	31	23	9	20	10
gene_7803	0	0	7	4	11	31	10	6	15	15
gene_7804	0	0	1	3	6	36	4	3	8	9
gene_7805	0	0	0	0	0	0	0	0	0	0
gene_7806	0	0	35	45	30	80	66	22	44	49
gene_7807	0	0	11	8	7	8	7	2	4	3
gene_7808	0	0	2	10	2	19	10	2	8	14
gene_7809	0	0	10	10	13	26	4	2	18	16
gene_781	0	0	12	5	5	7	12	5	14	11
gene_7810	0	0	0	0	0	1	1	0	0	0
gene_7811	0	0	0	0	0	0	0	0	0	0
gene_7812	0	0	0	0	0	0	1	3	19	1
gene_7813	0	0	2	0	1	2	2	0	7	2
gene_7814	0	0	2	6	6	15	5	0	6	4
gene_7815	0	0	0	0	1	5	0	0	0	2
gene_7816	0	0	5	12	5	13	12	4	4	10
gene_7817	0	0	21	13	2	14	5	1	5	5
gene_7818	0	0	7	3	9	26	13	1	25	7
gene_7819	0	0	2	0	0	0	0	0	0	0
gene_782	0	0	34	32	13	44	20	12	28	16
gene_7820	0	0	2	2	3	1	1	2	2	0
gene_7821	0	0	0	0	1	34	4	0	3	0
gene_7822	0	0	20	22	26	92	21	14	46	33
gene_7823	0	1	94	28	173	628	63	60	97	98
gene_7824	0	0	14	13	52	129	26	21	41	50
gene_7825	0	0	31	19	46	197	72	24	130	55
gene_7826	0	0	2	1	1	2	1	2	1	2
gene_7827	0	0	28	22	112	274	103	35	64	105
gene_7828	0	0	0	0	0	1	0	0	0	0
gene_7829	0	0	0	1	0	0	1	1	1	0
gene_783	0	0	7	4	3	4	6	2	5	4
gene_7830	0	0	0	0	0	0	0	0	0	0
gene_7831	0	0	0	0	0	0	0	0	0	0
gene_7832	0	0	0	0	0	0	0	0	0	0
gene_7833	0	0	0	2	0	2	2	0	1	1
gene_7834	0	0	10	10	13	25	17	6	16	9
gene_7835	0	0	0	0	0	0	0	0	0	0
gene_7836	0	0	0	1	2	0	1	0	0	2
gene_7837	0	0	3	1	2	7	4	1	10	2
gene_7838	0	0	70	55	27	205	60	6	15	20
gene_7839	0	0	237	118	179	722	119	104	178	128
gene_784	0	0	0	0	0	0	0	0	0	0
gene_7840	0	0	11	15	6	18	11	2	5	8
gene_7841	0	0	0	0	1	0	0	1	0	0
gene_7842	0	0	0	0	0	0	0	0	0	0
gene_7843	0	0	0	0	0	0	0	0	0	0
gene_7844	0	0	0	0	0	0	0	0	0	0
gene_7845	0	0	1	0	5	11	0	3	4	8
gene_7846	0	0	0	0	0	0	0	0	0	0
gene_7847	0	0	0	0	0	0	0	0	0	0
gene_7848	0	0	0	0	0	0	0	0	0	0
gene_7849	0	0	1	0	0	2	0	0	2	3
gene_785	0	0	0	0	0	0	0	0	0	0
gene_7850	0	0	0	0	0	0	0	0	0	0
gene_7851	0	0	2	3	1	3	2	1	4	2
gene_7852	0	0	0	0	1	0	0	0	0	0
gene_7853	0	0	13	10	6	82	9	1	18	9
gene_7854	0	0	4	3	0	3	3	2	5	2
gene_7855	0	0	1	0	0	0	0	0	2	0
gene_7856	0	0	75	31	80	180	62	30	63	67
gene_7857	0	0	1	0	0	1	2	0	1	1
gene_7858	0	0	7	19	1	13	3	3	7	6
gene_7859	0	0	8	19	7	18	4	3	21	18
gene_786	0	0	4	5	12	25	12	17	23	17
gene_7860	0	0	8	9	3	8	5	2	8	10
gene_7861	0	0	1	3	3	4	0	0	10	3
gene_7862	0	0	42	54	54	91	48	17	79	35
gene_7863	0	0	46	7	3	15	1	2	74	2
gene_7864	0	0	1	7	24	36	20	4	17	10
gene_7865	0	0	0	1	0	1	0	0	1	0
gene_7866	0	0	42	28	25	53	26	13	18	24
gene_7867	0	0	4	4	4	21	5	5	9	5
gene_7868	0	0	85	65	37	67	46	16	43	40
gene_7869	0	0	36	36	24	37	20	11	18	24
gene_787	0	0	74	66	21	22	6	8	27	25
gene_7870	0	0	4	2	14	29	4	12	17	15
gene_7871	0	0	61	68	28	55	31	13	29	34
gene_7872	0	0	12	19	13	35	10	9	25	21
gene_7873	0	0	0	0	0	0	0	0	0	0
gene_7874	0	0	131	124	91	211	81	40	160	106
gene_7875	0	0	93	114	43	74	63	17	27	67
gene_7876	0	0	133	123	92	190	65	52	92	139
gene_7877	0	0	6	9	7	24	2	2	5	4
gene_7878	0	0	13	13	30	101	17	7	12	45
gene_7879	0	0	40	43	13	29	14	2	15	16
gene_788	0	0	56	57	37	70	27	9	66	37
gene_7880	0	0	14	3	6	16	16	4	31	13
gene_7881	0	0	4	7	15	42	12	5	12	20
gene_7882	2	0	173	186	74	159	72	39	76	129
gene_7883	0	0	10	27	5	15	12	3	15	11
gene_7884	0	0	1	5	2	14	11	1	9	5
gene_7885	0	0	0	1	0	5	1	0	0	1
gene_7886	0	0	2	2	0	2	0	2	0	0
gene_7887	0	0	0	0	0	0	0	0	0	0
gene_7888	0	0	43	44	17	60	17	16	48	16
gene_7889	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	10	26	13	23	8	2	4	17
gene_7890	0	0	18	16	6	12	13	1	13	13
gene_7891	0	0	5	8	2	5	2	0	2	1
gene_7892	0	0	18	26	17	42	15	10	26	8
gene_7893	0	0	0	5	5	9	4	0	6	3
gene_7894	0	0	1	1	5	5	5	1	3	2
gene_7895	0	0	0	0	0	0	0	0	0	0
gene_7896	0	0	19	11	8	16	4	3	16	7
gene_7897	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	11	18	10	17	8	0	7	9
gene_7899	0	0	10	8	2	6	5	0	7	4
gene_79	0	0	13	11	10	22	15	5	17	14
gene_790	0	0	10	15	22	41	16	12	26	26
gene_7900	0	0	16	10	8	8	4	1	4	4
gene_7901	0	0	29	14	21	63	40	7	66	42
gene_7902	0	0	2	0	0	2	2	0	2	0
gene_7903	0	0	1	2	0	6	2	2	2	6
gene_7904	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	11	18	11	44	15	6	10	24
gene_7906	0	0	1	2	3	6	0	0	3	1
gene_7907	0	0	0	0	0	2	0	0	0	0
gene_7908	0	0	10	15	18	49	12	10	19	20
gene_7909	0	0	77	54	50	117	45	28	67	55
gene_791	0	0	20	23	21	55	26	9	12	22
gene_7910	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	1	0	0	0	0	0	0	2
gene_7913	0	0	44	45	30	62	19	12	30	28
gene_7914	0	0	2	8	1	9	3	2	3	12
gene_7915	0	0	43	36	44	133	43	26	68	70
gene_7916	0	0	20	8	11	23	20	2	31	4
gene_7917	0	0	4	11	11	12	0	3	3	4
gene_7918	0	0	142	163	55	154	63	19	76	81
gene_7919	0	0	0	0	0	0	0	0	0	0
gene_792	0	0	10	25	10	17	11	5	18	15
gene_7920	0	0	1	5	0	6	0	0	5	0
gene_7921	0	0	6	7	5	8	10	9	8	14
gene_7922	0	0	18	19	5	32	14	6	16	7
gene_7923	0	0	120	110	68	150	51	36	57	72
gene_7924	0	0	2	0	8	14	2	2	1	6
gene_7925	0	0	8	21	5	18	8	5	6	8
gene_7926	0	0	13	6	4	4	4	5	10	7
gene_7927	0	0	149	164	97	218	86	41	141	117
gene_7928	0	0	68	72	36	148	59	12	29	28
gene_7929	0	0	48	50	20	36	20	9	57	20
gene_793	0	0	77	74	59	93	33	33	42	72
gene_7930	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	27	26	23	41	27	7	26	28
gene_7932	0	0	5	5	15	35	13	9	30	11
gene_7933	0	0	56	50	35	66	25	18	80	28
gene_7934	0	0	8	6	6	10	7	4	7	11
gene_7935	0	0	5	15	6	21	17	3	25	22
gene_7936	0	0	5	4	4	13	4	2	6	2
gene_7937	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	1	4	0	2	0	0	0	1
gene_794	0	0	0	1	3	2	1	0	1	0
gene_7940	0	0	19	20	3	18	1	6	5	5
gene_7941	0	0	2	1	2	4	6	2	6	1
gene_7942	0	0	56	19	25	93	22	12	32	17
gene_7943	0	0	2	6	3	10	2	2	3	2
gene_7944	0	0	0	0	1	1	0	2	1	2
gene_7945	0	0	160	243	256	727	249	112	228	515
gene_7946	0	0	1	1	0	0	0	0	1	2
gene_7947	0	0	0	0	0	1	0	0	0	0
gene_7948	0	0	19	23	12	34	11	4	21	19
gene_7949	0	0	17	12	15	55	16	7	10	23
gene_795	0	0	7	10	7	20	9	3	7	12
gene_7950	0	0	0	2	5	5	2	1	1	6
gene_7951	0	0	29	34	23	60	30	17	18	28
gene_7952	0	0	2	0	1	7	1	0	2	3
gene_7953	0	0	0	0	0	0	0	0	0	0
gene_7954	0	0	15	24	18	35	20	12	21	16
gene_7955	0	0	0	0	0	0	0	0	0	0
gene_7956	0	0	0	0	0	0	0	0	0	0
gene_7957	0	0	0	0	0	0	0	0	0	0
gene_7958	0	0	14	14	15	33	6	7	12	17
gene_7959	0	0	61	76	100	284	88	40	42	91
gene_796	0	0	0	0	0	9	1	1	1	0
gene_7960	0	0	22	32	47	131	31	20	24	46
gene_7961	0	0	1	1	2	10	1	1	3	1
gene_7962	0	0	40	28	31	87	27	16	37	28
gene_7963	0	0	31	23	27	109	50	7	76	38
gene_7964	0	0	6	2	3	5	4	3	3	10
gene_7965	0	0	22	43	31	110	32	11	20	33
gene_7966	0	0	0	0	0	0	0	0	0	0
gene_7967	0	0	138	192	84	185	64	12	26	128
gene_7968	0	0	24	25	21	34	23	14	17	22
gene_7969	0	0	1	0	0	0	0	0	1	0
gene_797	0	0	0	4	4	5	3	3	3	5
gene_7970	0	0	7	11	1	4	2	1	2	3
gene_7971	0	0	22	17	11	20	23	10	21	13
gene_7972	0	0	0	0	0	2	2	0	0	0
gene_7973	0	0	3	5	2	9	1	1	2	3
gene_7974	0	0	3	1	9	12	6	0	9	6
gene_7975	0	0	4	3	3	4	4	0	2	10
gene_7976	0	0	0	0	0	3	2	0	1	6
gene_7977	0	0	2	3	2	3	0	1	2	1
gene_7978	0	0	55	68	95	332	99	21	82	103
gene_7979	0	0	3	4	2	8	2	1	3	2
gene_798	0	0	28	6	16	16	19	2	18	12
gene_7980	0	0	0	0	0	0	0	0	0	0
gene_7981	0	0	27	53	13	42	28	15	22	41
gene_7982	0	0	2	2	1	4	0	0	0	1
gene_7983	0	0	28	29	6	24	13	5	4	10
gene_7984	0	0	87	87	21	55	25	7	18	37
gene_7985	0	0	0	0	0	0	0	0	0	0
gene_7986	0	0	0	0	0	0	0	0	0	0
gene_7987	0	0	0	0	0	0	0	0	0	0
gene_7988	0	0	6	6	50	98	41	14	43	42
gene_7989	0	0	4	17	9	19	4	10	9	9
gene_799	0	0	3	3	1	7	2	3	5	2
gene_7990	0	0	2	6	5	11	6	5	5	5
gene_7991	0	0	37	34	34	99	32	8	44	36
gene_7992	0	0	3	8	10	13	2	3	9	11
gene_7993	0	0	0	2	1	2	0	0	1	1
gene_7994	0	0	29	36	32	68	22	14	33	24
gene_7995	0	0	13	11	13	38	18	7	11	21
gene_7996	0	0	15	23	30	53	22	18	17	41
gene_7997	0	0	0	0	0	0	0	0	0	0
gene_7998	0	0	0	2	10	16	8	3	4	8
gene_7999	0	0	0	0	0	0	0	0	0	0
gene_8	0	0	1	0	0	0	0	0	0	0
gene_80	0	0	37	43	27	60	33	19	37	40
gene_800	0	0	6	7	7	13	9	4	20	17
gene_8000	0	0	0	0	0	0	0	0	0	0
gene_8001	0	0	0	0	2	3	1	0	0	1
gene_8002	0	0	1	0	0	0	0	0	0	0
gene_8003	0	0	25	35	24	76	16	14	35	28
gene_8004	0	0	37	44	40	57	22	10	32	39
gene_8005	0	0	3	6	3	14	6	2	9	7
gene_8006	0	0	13	28	9	32	11	9	13	16
gene_8007	0	0	0	0	0	0	1	0	0	1
gene_8008	0	0	2	2	7	10	2	2	4	1
gene_8009	0	0	15	6	8	44	22	4	15	20
gene_801	0	0	46	46	28	63	24	14	36	28
gene_8010	0	0	0	0	0	0	0	0	0	0
gene_8011	0	0	0	0	0	1	0	0	0	0
gene_8012	0	0	8	12	0	4	3	0	1	0
gene_8013	0	0	5	3	0	1	3	0	0	0
gene_8014	0	0	30	39	40	84	49	16	21	42
gene_8015	0	0	0	0	0	0	0	0	0	0
gene_8016	0	0	15	12	14	22	8	6	26	24
gene_8017	0	0	2	1	4	5	1	4	7	8
gene_8018	0	0	62	15	16	25	7	8	11	19
gene_8019	0	0	0	0	0	0	0	0	0	0
gene_802	0	0	109	172	45	127	21	8	28	31
gene_8020	0	0	1	3	0	0	0	0	0	0
gene_8021	0	0	19	26	26	48	23	13	17	24
gene_8022	0	0	5	2	5	1	1	1	2	6
gene_8023	0	0	17	15	14	14	12	8	9	15
gene_8024	0	0	16	17	34	59	20	8	12	45
gene_8025	0	0	21	16	30	100	23	12	16	41
gene_8026	0	0	83	73	27	95	24	16	41	52
gene_8027	0	0	3	4	12	21	9	2	13	14
gene_8028	0	0	54	55	63	134	45	21	75	52
gene_8029	0	0	2	3	6	22	11	1	6	11
