GeneID	GGAYX	GGAYY	GGAYZ	GGAZA	GGAZB	GGAZC	GGAZG	GGAZH	GGAZN	GGAZO
gene_1	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	16	14	100	196	65	24	77	75
gene_1000	0	0	105	102	63	150	82	39	119	108
gene_10000	0	0	4	8	7	8	7	0	6	4
gene_10001	0	0	0	1	0	3	2	0	0	1
gene_10002	0	0	3	0	0	1	3	0	1	0
gene_10003	0	0	0	5	2	1	4	0	1	2
gene_10004	0	0	114	105	47	122	62	33	84	64
gene_10005	0	0	3	1	7	16	13	5	8	7
gene_10006	0	0	12	16	36	44	39	10	61	23
gene_10007	0	0	0	0	0	0	0	0	0	0
gene_10008	0	0	113	97	69	153	55	40	96	82
gene_10009	0	0	4	1	1	0	1	1	0	0
gene_1001	0	0	2	4	3	4	8	2	4	6
gene_10010	0	0	4	0	1	0	3	0	0	0
gene_10011	0	0	15	23	9	26	3	6	17	8
gene_10012	0	0	0	0	1	7	1	4	2	4
gene_10013	0	0	3	3	8	14	5	2	9	17
gene_10014	0	0	2	5	31	61	30	11	22	30
gene_10015	0	0	2	0	1	2	1	0	1	0
gene_10016	0	0	19	13	11	9	10	2	8	12
gene_10017	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	2	1	1	1	2	0	7	0
gene_1002	0	0	9	11	8	13	8	3	6	12
gene_10020	0	0	0	0	0	0	0	0	0	0
gene_10021	0	0	0	0	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	6	8	2	7	5	3	9	3
gene_10025	0	0	1	0	0	2	0	0	0	2
gene_10026	0	0	19	18	6	10	10	7	20	8
gene_10027	0	0	0	1	0	0	0	0	0	0
gene_10028	0	0	19	26	15	36	7	8	22	25
gene_10029	0	0	17	25	11	36	14	4	34	15
gene_1003	0	0	4	10	4	13	6	7	4	7
gene_10030	0	0	1	4	2	1	2	0	1	0
gene_10031	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	5	1	0	3	0	2	0	1
gene_10033	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	1	0	0	0	0	0	1	0
gene_10035	0	0	2	0	0	9	1	0	1	0
gene_10036	0	0	68	63	39	99	58	30	70	57
gene_10037	0	0	1	4	2	13	1	6	6	4
gene_10038	0	0	15	27	14	52	16	3	31	17
gene_10039	0	0	97	80	47	75	35	24	46	53
gene_1004	0	0	20	4	27	49	20	20	30	30
gene_10040	0	0	1	1	0	2	0	0	1	1
gene_10041	0	0	1	2	3	1	0	0	6	0
gene_10042	0	0	0	0	0	0	0	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	1	0	1	6	1	4	1	4
gene_10045	0	0	286	194	125	252	159	100	227	189
gene_10046	0	0	15	18	1	11	8	6	12	14
gene_10047	0	0	0	0	0	0	0	0	0	0
gene_10048	0	0	21	35	12	25	11	2	14	17
gene_10049	0	0	0	2	1	1	0	0	0	0
gene_1005	0	0	30	16	19	28	12	13	11	22
gene_10050	0	0	101	48	97	292	171	49	357	112
gene_10051	0	0	0	0	0	0	0	0	1	3
gene_10052	0	0	10	5	10	59	9	18	5	19
gene_10053	0	0	6	5	4	13	3	4	5	3
gene_10054	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	0	0	0	0	0
gene_10056	0	0	2	5	2	23	11	1	31	2
gene_10057	0	0	31	46	14	41	11	15	27	23
gene_10058	0	0	23	22	18	28	15	5	14	14
gene_10059	0	0	0	0	1	0	2	0	0	0
gene_1006	0	0	33	28	11	17	12	1	14	13
gene_10060	0	0	24	27	25	31	17	13	28	24
gene_10061	0	0	12	5	6	7	15	0	2	2
gene_10062	0	0	78	81	90	206	59	42	55	100
gene_10063	0	0	0	1	0	0	0	0	0	0
gene_10064	0	0	2	2	3	0	0	1	8	0
gene_10065	0	0	165	135	69	176	89	35	122	91
gene_10066	0	0	0	2	2	0	1	0	2	3
gene_10067	0	0	0	3	0	0	0	0	0	0
gene_10068	0	0	58	31	30	61	21	6	38	20
gene_10069	0	0	3	9	10	13	5	4	4	12
gene_1007	0	0	9	6	15	10	13	7	16	16
gene_10070	0	0	0	1	0	0	0	2	0	0
gene_10071	0	0	10	9	3	34	12	3	14	8
gene_10072	0	0	100	90	62	129	47	15	52	63
gene_10073	0	0	3	0	1	1	1	1	1	0
gene_10074	0	0	0	0	0	1	0	0	0	0
gene_10075	0	0	193	184	84	194	86	58	127	155
gene_10076	0	0	151	112	68	169	84	43	65	114
gene_10077	0	0	38	36	11	27	13	6	20	20
gene_10078	0	0	8	13	3	20	4	1	8	9
gene_10079	0	0	10	7	7	6	8	1	2	6
gene_1008	0	0	0	0	0	0	0	1	0	0
gene_10080	0	0	0	0	0	0	0	0	1	1
gene_10081	0	0	3	2	2	2	5	3	5	5
gene_10082	0	0	125	24	17	63	25	5	95	20
gene_10083	0	0	45	53	37	105	54	17	62	62
gene_10084	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	0	3	1	1	0	1
gene_10086	0	0	0	0	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	6	0	1	5	0	2	1	2
gene_1009	0	0	0	1	0	0	0	0	0	1
gene_10090	0	0	29	36	26	63	13	12	46	51
gene_10091	0	0	140	116	106	371	116	70	131	121
gene_10092	0	0	33	42	14	21	8	5	11	11
gene_10093	0	0	29	30	42	64	37	24	36	55
gene_10094	0	0	41	50	11	33	17	7	19	23
gene_10095	0	0	16	12	3	9	6	4	4	7
gene_10096	0	0	11	12	5	11	5	2	2	7
gene_10097	0	0	13	12	5	12	8	2	1	4
gene_10098	0	0	0	0	0	0	0	0	0	0
gene_10099	0	0	0	0	0	1	0	0	0	0
gene_101	0	0	3	1	7	16	4	4	5	5
gene_1010	0	0	40	47	24	51	36	16	47	41
gene_10100	0	0	5	3	3	4	2	0	3	1
gene_10101	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	2	0	0	0	0	0	1	0
gene_10104	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	2	17	0	2	2	1
gene_10106	0	0	0	0	0	0	0	0	0	1
gene_10107	0	0	48	19	15	141	18	10	40	26
gene_10108	0	0	0	0	0	0	0	0	0	1
gene_10109	0	0	0	0	0	0	0	0	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	2	2	1	0	2	4	3
gene_10111	0	0	1	1	0	1	1	2	0	4
gene_10112	0	0	15	17	4	14	7	1	3	2
gene_10113	0	0	15	4	4	7	5	2	4	8
gene_10114	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	1	0	0	3	2	0	3	2
gene_10116	0	0	9	6	0	8	1	1	6	8
gene_10117	0	0	4	3	0	1	0	2	1	0
gene_10118	0	0	14	17	9	21	12	4	14	5
gene_10119	0	0	49	35	23	57	14	8	19	18
gene_1012	0	0	63	88	51	96	38	28	47	34
gene_10120	0	0	2	1	1	0	3	0	3	0
gene_10121	0	0	1	2	3	7	4	0	4	0
gene_10122	0	0	234	227	58	238	86	27	66	64
gene_10123	0	0	20	11	17	48	2	10	19	22
gene_10124	0	0	4	3	6	11	4	1	2	6
gene_10125	0	0	64	58	68	159	64	33	66	89
gene_10126	0	0	27	21	16	45	15	6	11	14
gene_10127	0	0	0	0	0	1	0	0	0	0
gene_10128	0	0	10	16	53	96	30	28	22	50
gene_10129	0	0	2	5	2	2	1	1	1	3
gene_1013	0	0	13	13	9	25	8	4	14	3
gene_10130	0	0	0	0	1	1	0	0	0	1
gene_10131	0	0	62	66	57	121	61	19	39	91
gene_10132	0	0	17	15	41	45	18	23	34	61
gene_10133	0	0	32	34	55	97	18	55	49	59
gene_10134	0	0	4	2	11	26	10	7	12	18
gene_10135	0	0	4	2	2	5	4	0	9	1
gene_10136	0	0	2	3	5	8	5	5	12	7
gene_10137	0	0	8	6	8	36	10	7	13	17
gene_10138	0	0	45	89	70	150	74	26	76	86
gene_10139	0	0	45	43	16	39	14	7	32	20
gene_1014	0	0	17	12	21	40	22	3	25	24
gene_10140	0	0	8	11	5	12	6	4	14	5
gene_10141	0	0	0	1	2	20	2	0	7	5
gene_10142	0	0	39	35	19	43	27	10	23	33
gene_10143	0	0	11	11	6	19	11	0	6	12
gene_10144	0	0	8	5	7	21	5	2	13	9
gene_10145	0	0	3	2	3	7	5	2	0	6
gene_10146	0	0	2	0	0	0	1	0	0	1
gene_10147	0	0	10	20	8	15	7	1	7	2
gene_10148	0	0	0	0	0	3	0	0	0	0
gene_10149	0	0	0	3	0	2	0	0	1	1
gene_1015	0	0	36	28	17	37	17	11	24	40
gene_10150	0	0	16	22	8	25	6	6	7	9
gene_10151	0	0	20	25	21	37	10	15	20	24
gene_10152	0	0	2	1	8	19	5	5	13	2
gene_10153	0	0	62	83	12	20	12	3	6	7
gene_10154	0	0	0	0	0	1	0	0	1	3
gene_10155	0	0	7	16	14	22	10	8	8	6
gene_10156	0	0	10	20	4	12	6	6	14	17
gene_10157	0	0	22	18	5	27	4	6	7	15
gene_10158	0	0	12	15	11	13	2	5	5	8
gene_10159	0	0	1	0	2	3	1	0	1	0
gene_1016	0	0	19	23	11	36	11	11	17	23
gene_10160	0	0	0	0	0	2	0	0	1	1
gene_10161	0	0	0	1	0	2	1	0	1	0
gene_10162	0	0	11	9	10	27	9	9	13	12
gene_10163	0	0	2	4	0	1	2	1	1	3
gene_10164	0	0	3	9	3	11	4	0	10	2
gene_10165	0	0	0	0	0	1	0	0	0	0
gene_10166	0	0	4	3	7	7	2	3	2	5
gene_10167	0	0	9	11	26	52	17	9	23	19
gene_10168	0	0	8	5	17	20	9	9	87	14
gene_10169	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	17	37	3	30	9	4	17	26
gene_10170	0	0	0	0	0	2	0	1	7	1
gene_10171	0	0	17	27	22	53	13	15	14	13
gene_10172	0	0	0	0	0	0	1	0	2	1
gene_10173	0	0	0	0	1	2	0	3	0	2
gene_10174	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	1	3	3	9	3	3	1	2
gene_10176	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	3	5	5	6	6	1	5	6
gene_10180	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	12	15	8	12	5	8	7	7
gene_10185	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	4	5	5	3	2	0	1	4
gene_10188	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	9	7	9	9	7	2	11	9
gene_10190	0	0	0	0	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	1	2	0	0	0	0	2	0
gene_10200	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	1	0	0	0	1	0	1	0
gene_10209	0	0	462	353	728	1105	986	284	3907	644
gene_1021	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	3	7	3	6	0	1	1	3
gene_10220	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	1	0	0	0	0	2	0
gene_10224	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	2	0	4	0	0	2	0
gene_10227	0	0	0	0	0	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	2	5	1	0	2	0	1	2
gene_10231	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	86	132	149	344	87	72	95	182
gene_1025	0	0	153	108	100	304	68	47	113	104
gene_1026	0	0	0	0	0	0	0	0	2	0
gene_1027	0	0	21	33	5	39	9	10	17	11
gene_1028	0	0	77	65	130	223	64	52	98	169
gene_1029	0	0	0	1	0	0	0	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	50	64	23	80	19	14	21	42
gene_1031	0	0	36	38	68	176	140	20	279	83
gene_1032	0	0	14	5	19	25	11	5	11	8
gene_1033	0	0	0	0	2	0	1	0	1	1
gene_1034	0	0	30	44	14	21	19	8	25	18
gene_1035	0	0	221	205	91	257	108	59	125	171
gene_1036	0	0	32	24	13	31	9	10	7	17
gene_1037	0	0	212	203	108	265	112	78	156	174
gene_1038	0	0	30	21	13	33	16	10	19	21
gene_1039	0	0	15	12	4	34	16	6	13	8
gene_104	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	110	69	38	119	90	15	80	40
gene_1041	0	0	59	42	22	69	22	10	46	34
gene_1042	0	0	13	30	7	35	15	4	14	12
gene_1043	0	0	25	22	14	34	9	7	12	20
gene_1044	0	0	69	109	51	196	100	42	97	122
gene_1045	0	0	11	16	12	28	7	5	18	27
gene_1046	0	0	1	1	1	0	0	1	0	0
gene_1047	0	0	0	0	0	0	0	0	0	0
gene_1048	0	0	2	2	6	13	4	0	3	10
gene_1049	0	0	14	16	6	11	5	4	12	7
gene_105	0	0	7	3	1	10	3	1	6	3
gene_1050	0	0	11	8	7	17	10	5	16	15
gene_1051	0	0	3	0	3	3	5	2	4	1
gene_1052	0	0	11	11	1	15	0	2	9	13
gene_1053	0	0	23	28	15	63	18	8	15	37
gene_1054	0	0	4	11	11	24	16	6	9	25
gene_1055	0	0	5	4	5	12	8	0	10	9
gene_1056	0	0	13	16	15	40	13	7	19	16
gene_1057	0	0	0	0	3	3	0	0	0	0
gene_1058	0	0	10	30	2	12	10	0	4	5
gene_1059	0	0	184	228	83	258	114	50	116	85
gene_106	0	0	33	24	7	19	6	2	3	15
gene_1060	0	0	82	103	23	93	32	14	34	46
gene_1061	0	0	7	7	0	4	2	0	2	5
gene_1062	0	0	4	6	8	4	6	1	2	9
gene_1063	0	0	2	10	5	8	5	3	4	4
gene_1064	0	0	12	9	2	5	7	2	7	4
gene_1065	0	0	17	25	27	50	10	10	14	19
gene_1066	0	0	232	171	146	657	237	75	45	151
gene_1067	0	0	60	49	39	73	38	10	63	58
gene_1068	0	0	31	39	12	23	15	8	16	18
gene_1069	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	80	77	29	48	39	17	34	46
gene_1070	0	0	0	0	0	0	0	0	0	0
gene_1071	0	0	2	4	2	7	1	2	7	6
gene_1072	0	0	1	3	2	8	3	0	6	4
gene_1073	0	0	0	0	1	3	0	0	1	0
gene_1074	0	0	1	8	5	2	4	2	3	4
gene_1075	0	0	42	28	24	36	27	6	20	22
gene_1076	0	0	57	74	120	168	83	38	108	131
gene_1077	0	0	8	22	7	9	11	1	9	5
gene_1078	0	0	25	34	8	18	14	3	14	18
gene_1079	0	0	54	53	32	65	18	10	47	36
gene_108	0	0	28	22	12	40	11	7	13	14
gene_1080	0	0	25	28	36	61	18	12	26	35
gene_1081	0	0	3	0	0	0	0	0	0	0
gene_1082	0	0	6	8	4	11	1	4	5	2
gene_1083	0	0	0	0	0	1	0	0	0	0
gene_1084	0	0	29	36	19	45	13	14	20	16
gene_1085	0	0	9	7	16	49	9	12	10	22
gene_1086	0	0	6	2	4	13	3	0	13	6
gene_1087	0	0	5	4	0	2	1	1	3	4
gene_1088	0	0	77	50	17	20	12	12	29	33
gene_1089	0	0	19	25	9	9	5	2	8	14
gene_109	0	0	22	44	15	38	11	8	20	25
gene_1090	0	0	37	28	28	33	18	5	23	37
gene_1091	0	0	36	32	26	77	20	17	25	51
gene_1092	0	0	13	20	11	36	9	7	14	7
gene_1093	0	0	24	36	11	30	12	10	15	16
gene_1094	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	2	0	3	9	4	0	3	2
gene_1096	0	0	4	8	3	11	7	9	6	3
gene_1097	0	0	6	3	3	2	3	2	5	2
gene_1098	0	0	26	34	14	37	8	6	20	25
gene_1099	0	0	200	193	123	263	89	58	103	177
gene_11	0	0	32	30	26	73	17	6	32	28
gene_110	0	0	11	8	6	24	13	4	10	18
gene_1100	0	0	63	58	23	64	20	10	34	26
gene_1101	0	0	259	215	99	288	109	40	113	96
gene_1102	0	0	3	3	0	2	0	1	1	2
gene_1103	0	0	71	109	16	35	20	11	42	27
gene_1104	0	0	4	3	6	11	7	0	2	0
gene_1105	0	0	20	14	22	15	2	5	6	12
gene_1106	0	0	61	46	26	69	18	10	21	25
gene_1107	0	0	15	12	6	13	6	6	3	11
gene_1108	0	0	15	10	17	34	18	4	26	15
gene_1109	0	0	46	64	52	80	37	15	54	32
gene_111	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	1	1	0	4	0	0	1	2
gene_1111	0	0	6	11	9	19	9	8	11	10
gene_1112	0	0	0	0	0	0	0	0	0	0
gene_1113	0	0	90	68	49	88	65	27	52	38
gene_1114	0	0	3	0	0	2	0	0	1	0
gene_1115	0	0	120	120	51	87	45	17	50	74
gene_1116	0	0	14	6	9	18	8	6	13	9
gene_1117	0	0	2	2	8	12	5	2	10	2
gene_1118	0	0	26	18	10	23	16	8	21	15
gene_1119	0	0	39	60	30	64	29	14	22	27
gene_112	0	0	0	0	0	0	0	0	0	0
gene_1120	1	0	67	90	39	131	58	33	63	74
gene_1121	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	66	58	66	138	68	16	76	34
gene_1124	0	0	8	11	8	3	6	4	7	6
gene_1125	0	0	9	13	9	17	4	2	19	6
gene_1126	0	0	10	3	7	13	6	7	24	4
gene_1127	0	0	5	9	11	13	8	1	9	5
gene_1128	0	0	72	88	23	123	38	11	36	51
gene_1129	0	0	0	0	3	7	1	3	102	2
gene_113	0	0	3	1	0	0	1	0	0	2
gene_1130	0	0	1	3	5	6	2	2	3	5
gene_1131	0	0	604	704	86	165	64	50	114	260
gene_1132	0	0	31	16	11	19	11	3	13	16
gene_1133	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	13	15	3	4	6	6	2	6
gene_1135	0	0	21	16	13	40	13	8	21	14
gene_1136	0	0	33	29	25	27	12	8	22	24
gene_1137	0	0	12	11	5	3	1	4	7	4
gene_1138	0	0	25	39	5	12	9	2	5	9
gene_1139	0	0	0	1	1	3	6	2	2	0
gene_114	0	0	108	78	32	70	38	15	37	51
gene_1140	0	0	2	4	3	2	3	0	2	2
gene_1141	0	0	12	13	18	56	12	6	10	16
gene_1142	0	0	21	25	15	37	12	3	18	9
gene_1143	0	0	7	11	14	36	16	23	24	18
gene_1144	0	0	7	6	36	27	10	6	21	6
gene_1145	0	0	0	0	0	1	0	1	0	0
gene_1146	0	0	4	1	1	6	5	0	1	2
gene_1147	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	56	21	11	39	20	8	20	11
gene_115	0	0	19	21	12	14	17	2	13	10
gene_1150	0	0	3	7	2	6	1	3	1	2
gene_1151	0	0	25	16	11	29	16	3	4	9
gene_1152	0	0	6	3	14	31	11	2	9	11
gene_1153	0	0	6	4	1	2	0	0	2	1
gene_1154	0	0	5	3	3	14	3	4	3	11
gene_1155	0	0	28	26	18	38	22	5	7	30
gene_1156	0	0	1	0	0	0	0	0	0	0
gene_1157	0	0	384	512	107	219	93	19	39	169
gene_1158	0	0	17	19	19	35	13	5	11	29
gene_1159	0	0	24	23	24	64	26	8	40	41
gene_116	0	0	0	0	0	0	0	0	0	0
gene_1160	0	0	96	84	46	107	38	29	56	59
gene_1161	0	0	22	28	6	13	11	4	6	3
gene_1162	0	0	19	20	5	10	5	2	6	7
gene_1163	0	0	19	27	9	14	8	4	12	17
gene_1164	0	0	26	9	4	23	11	6	8	20
gene_1165	1	0	751	619	996	2219	860	468	1416	1083
gene_1166	0	0	0	3	2	5	0	0	0	2
gene_1167	0	0	8	11	2	13	3	3	7	8
gene_1168	0	0	5	3	5	11	8	1	20	4
gene_1169	0	0	13	22	32	94	20	14	15	36
gene_117	0	0	39	7	5	23	11	5	29	10
gene_1170	0	0	13	15	7	19	6	2	8	12
gene_1171	0	0	6	9	6	12	7	3	3	5
gene_1172	0	0	7	14	0	7	5	0	4	6
gene_1173	0	0	0	3	0	7	1	0	3	2
gene_1174	0	0	47	43	12	27	10	12	23	14
gene_1175	0	0	5	4	4	5	5	1	5	4
gene_1176	0	0	2	1	5	17	0	11	9	1
gene_1177	0	0	31	40	12	38	9	8	17	20
gene_1178	0	0	15	17	13	24	14	8	9	15
gene_1179	0	0	2	1	0	6	0	0	1	2
gene_118	0	0	9	1	0	0	3	0	6	1
gene_1180	0	0	15	34	19	34	10	9	12	23
gene_1181	0	0	30	17	34	87	36	15	50	41
gene_1182	0	0	5	8	1	19	6	2	11	3
gene_1183	0	0	28	28	18	23	16	6	10	22
gene_1184	0	0	8	7	8	20	13	9	23	7
gene_1185	0	0	4	2	30	58	38	6	22	22
gene_1186	0	0	3	8	2	14	2	0	3	4
gene_1187	0	0	35	14	21	47	45	17	163	20
gene_1188	0	0	13	12	3	20	8	1	4	11
gene_1189	0	0	24	13	9	35	21	7	19	21
gene_119	0	0	23	23	8	24	15	6	6	6
gene_1190	0	0	3	6	8	18	8	1	17	11
gene_1191	0	0	14	15	14	40	13	4	21	18
gene_1192	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	12	5	4	5	2	3	3	8
gene_1194	0	0	18	25	14	51	17	9	32	23
gene_1195	0	0	0	0	0	0	0	0	0	1
gene_1196	0	0	14	18	15	23	8	7	8	33
gene_1197	0	0	61	49	33	75	40	20	60	31
gene_1198	0	0	24	23	21	38	36	14	35	27
gene_1199	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	30	22	7	31	12	6	18	12
gene_120	0	0	1	1	1	3	1	1	1	1
gene_1200	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	4	3	6	4	5	3	0	4
gene_1202	0	0	0	0	1	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	2	4	1	11	1	0	0	4
gene_1205	0	0	2	4	0	0	1	0	1	0
gene_1206	0	0	4	6	7	22	9	7	5	13
gene_1207	0	0	1	0	1	6	1	0	0	1
gene_1208	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	287	315	90	263	122	50	136	206
gene_121	0	0	16	26	10	21	21	6	19	15
gene_1210	0	0	92	62	74	182	89	29	84	78
gene_1211	0	0	117	92	35	83	53	24	59	44
gene_1212	0	0	21	10	4	4	7	4	13	1
gene_1213	0	0	15	17	0	4	4	3	7	2
gene_1214	0	0	4	4	12	19	19	1	8	12
gene_1215	0	0	10	6	9	14	10	7	7	19
gene_1216	0	0	35	33	11	21	17	6	4	15
gene_1217	0	0	11	10	13	22	7	1	7	12
gene_1218	0	0	0	0	0	1	0	1	0	1
gene_1219	0	0	4	7	8	9	1	2	1	4
gene_122	0	0	33	43	7	19	10	1	10	9
gene_1220	0	0	34	38	18	35	12	3	15	21
gene_1221	0	0	5	13	3	21	3	2	4	7
gene_1222	0	0	12	16	8	9	6	0	5	7
gene_1223	0	0	3	10	3	12	8	4	7	5
gene_1224	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	327	297	161	375	162	100	182	241
gene_1226	0	0	84	25	18	29	37	21	48	26
gene_1227	0	0	36	42	27	30	23	6	20	29
gene_1228	0	0	3	3	0	6	4	0	5	5
gene_1229	0	0	6	20	12	19	4	6	13	15
gene_123	0	0	9	5	2	7	4	1	6	3
gene_1230	0	0	16	14	6	8	7	4	7	8
gene_1231	0	0	22	33	6	19	4	8	28	21
gene_1232	0	0	3	3	3	7	8	1	2	4
gene_1233	0	0	5	5	5	17	8	1	5	5
gene_1234	0	0	15	13	6	33	11	2	10	11
gene_1235	0	0	20	29	20	50	25	18	28	26
gene_1236	0	0	89	119	55	161	50	32	69	63
gene_1237	0	0	23	31	4	11	8	3	8	9
gene_1238	0	0	5	11	13	15	8	5	11	21
gene_1239	0	0	15	14	11	17	11	3	4	20
gene_124	0	0	24	29	11	35	7	3	13	9
gene_1240	0	0	80	44	32	65	52	29	150	51
gene_1241	0	0	2	7	0	1	1	0	1	2
gene_1242	0	0	81	69	39	127	35	33	64	67
gene_1243	0	0	78	57	51	108	45	17	62	60
gene_1244	0	0	2	4	2	6	3	0	4	4
gene_1245	0	0	2	1	1	3	0	0	0	1
gene_1246	0	0	23	19	10	24	12	3	18	2
gene_1247	0	0	34	31	31	55	36	14	40	37
gene_1248	0	0	0	5	2	0	0	0	3	1
gene_1249	0	0	0	0	0	0	1	0	0	0
gene_125	0	0	14	15	10	23	8	4	10	22
gene_1250	0	0	1	4	0	1	4	1	1	6
gene_1251	0	0	7	9	6	9	8	2	8	12
gene_1252	0	0	43	41	14	67	19	11	31	16
gene_1253	0	0	0	0	1	0	1	0	0	0
gene_1254	0	0	11	19	16	29	11	7	15	12
gene_1255	0	0	7	12	6	25	15	5	4	9
gene_1256	0	0	14	22	10	26	12	4	12	21
gene_1257	0	0	13	31	26	104	24	16	36	36
gene_1258	0	0	36	42	28	55	31	12	17	41
gene_1259	0	0	0	0	1	6	0	10	132	1
gene_126	0	0	2	8	3	1	0	2	6	1
gene_1260	0	0	0	0	0	0	0	0	0	0
gene_1261	0	0	14	4	9	21	6	10	18	9
gene_1262	0	0	19	21	12	24	6	5	9	8
gene_1263	0	0	63	72	58	109	64	30	79	75
gene_1264	0	0	250	263	114	306	124	69	138	182
gene_1265	0	0	3	1	1	5	1	3	2	1
gene_1266	0	0	8	9	2	11	6	0	11	8
gene_1267	0	0	12	16	3	13	10	8	4	12
gene_1268	0	0	22	21	10	37	10	2	19	12
gene_1269	0	0	3	2	9	19	6	4	7	6
gene_127	0	0	0	0	0	0	0	0	0	0
