GeneID	GCWZY	GCWZZ	GCXAA	GCXAB	GCXAC	GCXAG	GCXAH	GCXAN	GCXAO	GCXAP	GCXAS	GCXAT
gene_1	0	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	0	41	18	7	47	79	37	20	21	28
gene_1000	0	0	0	73	89	126	57	81	49	30	29	50
gene_10000	0	0	0	5	6	7	6	7	2	2	2	1
gene_10001	0	0	0	0	0	0	1	0	0	0	0	0
gene_10002	0	0	0	2	2	0	1	2	1	0	0	3
gene_10003	0	0	0	1	0	0	1	8	1	2	1	1
gene_10004	0	0	0	124	144	94	30	68	44	28	21	38
gene_10005	0	0	0	6	6	1	2	4	10	2	5	4
gene_10006	0	0	0	34	25	9	18	33	23	15	14	22
gene_10007	0	0	0	0	0	0	0	0	0	0	0	0
gene_10008	0	0	0	63	70	81	27	57	36	28	32	38
gene_10009	0	0	0	2	1	2	0	2	2	0	0	0
gene_1001	0	0	0	5	2	4	1	2	0	0	3	1
gene_10010	0	0	0	1	0	1	0	3	1	0	0	0
gene_10011	0	0	0	5	9	18	2	9	1	7	6	6
gene_10012	0	0	0	1	0	1	0	3	3	3	2	0
gene_10013	0	0	0	3	10	1	2	13	3	3	1	7
gene_10014	0	0	0	4	8	8	17	22	18	5	8	9
gene_10015	0	0	0	0	0	0	1	1	0	1	0	2
gene_10016	0	0	0	11	14	12	9	2	6	1	3	7
gene_10017	0	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	1	0	0	0	0	1	0	0	3
gene_1002	0	0	0	7	8	7	4	8	2	4	4	12
gene_10020	0	0	0	0	0	0	0	0	0	0	0	0
gene_10021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	0	6	7	3	3	6	4	1	3	3
gene_10025	0	0	0	1	1	3	0	2	1	1	1	2
gene_10026	0	0	0	13	18	24	3	11	12	1	5	3
gene_10027	0	0	0	0	0	0	0	0	0	0	0	0
gene_10028	0	0	0	16	19	20	16	27	12	9	4	14
gene_10029	0	0	0	13	17	22	5	19	7	4	5	7
gene_1003	0	0	0	7	8	2	2	11	7	1	1	2
gene_10030	0	0	0	4	3	1	0	1	1	0	1	1
gene_10031	0	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	0	1	0	4	1	2	2	0	3	0
gene_10033	0	0	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	0	0	0	3	0	0	0	0	0	0
gene_10035	0	0	0	0	1	0	0	1	1	0	1	1
gene_10036	0	0	0	67	69	57	36	56	28	9	16	29
gene_10037	0	0	0	11	10	6	0	3	4	0	1	1
gene_10038	0	0	0	23	18	13	11	27	12	6	5	9
gene_10039	0	0	0	46	64	64	23	36	14	17	9	20
gene_1004	0	0	0	29	19	23	17	37	27	11	17	22
gene_10040	0	0	0	1	2	1	0	0	0	1	0	0
gene_10041	0	0	0	0	1	0	1	0	0	0	0	1
gene_10042	0	0	0	0	0	0	0	0	0	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	0	5	3	3	2	4	1	0	0	2
gene_10045	0	0	0	241	180	207	71	150	75	105	61	116
gene_10046	0	0	0	6	18	17	3	4	4	4	4	4
gene_10047	0	0	0	0	0	1	0	0	0	0	0	0
gene_10048	0	0	0	27	23	14	6	12	10	7	12	10
gene_10049	0	0	0	1	3	0	0	0	0	0	0	0
gene_1005	0	0	0	9	11	41	15	20	6	6	4	7
gene_10050	0	0	0	45	77	105	165	186	291	86	131	210
gene_10051	0	0	0	2	1	0	1	3	1	0	0	1
gene_10052	0	0	0	6	11	7	6	14	8	15	2	3
gene_10053	0	0	0	9	4	13	5	4	4	6	0	1
gene_10054	0	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	0	0	0	0	1	0	0
gene_10056	0	0	0	12	0	4	7	9	12	4	4	15
gene_10057	0	0	0	18	15	40	14	8	11	6	9	10
gene_10058	0	0	0	15	18	17	3	12	7	4	3	6
gene_10059	0	0	0	0	0	0	0	0	0	0	0	0
gene_1006	0	0	0	18	21	37	4	16	13	8	10	7
gene_10060	0	0	0	21	14	49	12	12	15	15	10	9
gene_10061	0	0	0	6	6	8	2	8	5	4	5	0
gene_10062	0	0	0	113	84	64	39	114	55	22	24	37
gene_10063	0	0	0	0	0	0	0	0	0	0	0	0
gene_10064	0	0	0	1	1	2	0	4	1	1	0	4
gene_10065	0	0	0	121	126	141	53	105	42	36	24	41
gene_10066	0	0	0	1	3	1	1	4	1	0	1	1
gene_10067	0	0	0	1	0	0	0	2	2	0	0	0
gene_10068	0	0	0	24	39	35	6	14	20	8	9	10
gene_10069	0	0	0	8	10	7	2	5	3	2	4	3
gene_1007	0	0	0	8	14	9	9	18	7	7	2	5
gene_10070	0	0	0	5	2	2	1	3	0	0	0	1
gene_10071	0	0	0	13	8	6	4	21	7	2	4	5
gene_10072	0	0	0	63	82	90	29	83	30	21	21	23
gene_10073	0	0	0	0	1	0	0	0	0	0	3	0
gene_10074	0	0	0	0	0	0	0	0	0	1	0	0
gene_10075	0	0	0	96	135	191	53	123	64	48	50	54
gene_10076	0	0	0	85	93	127	37	82	48	23	25	43
gene_10077	0	0	0	30	37	29	9	24	7	7	4	4
gene_10078	0	0	0	9	19	8	8	11	3	1	0	1
gene_10079	0	0	0	8	7	8	2	3	10	0	5	3
gene_1008	0	0	0	0	0	0	0	0	0	0	0	0
gene_10080	0	0	0	0	0	0	0	0	0	0	0	0
gene_10081	0	0	0	5	4	6	1	4	1	0	1	0
gene_10082	0	0	0	13	42	111	25	34	46	4	12	14
gene_10083	0	0	0	51	71	53	30	57	29	19	22	26
gene_10084	0	0	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	0	0	2	0	1	0	0	1
gene_10086	0	0	0	1	0	0	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	0	0	0	3	0	1	0	0	0	2
gene_1009	0	0	0	1	1	0	0	0	0	0	0	0
gene_10090	0	0	0	28	26	38	34	32	28	11	15	17
gene_10091	0	0	0	144	107	121	63	164	94	40	48	44
gene_10092	0	0	0	11	19	22	4	21	6	5	2	2
gene_10093	0	0	0	35	39	50	20	39	33	11	14	28
gene_10094	0	0	0	49	50	31	10	30	17	2	6	10
gene_10095	0	0	0	16	14	6	4	9	4	1	2	3
gene_10096	0	0	0	16	19	12	1	8	5	1	3	1
gene_10097	0	0	0	9	15	9	4	3	3	1	3	0
gene_10098	0	0	0	0	0	0	0	0	0	0	0	0
gene_10099	0	0	0	0	0	0	0	0	0	0	0	0
gene_101	0	0	0	5	2	2	7	2	2	6	0	0
gene_1010	0	0	0	43	53	33	20	36	34	19	17	17
gene_10100	0	0	0	2	1	9	1	2	1	1	1	2
gene_10101	0	0	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	0	2	4	1	1	0	0	0	0
gene_10104	0	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	1	0	0	4	1	0	0	1	2
gene_10106	0	0	0	1	3	0	0	2	0	0	0	3
gene_10107	0	0	0	15	20	38	11	26	14	9	5	19
gene_10108	0	0	0	0	0	0	0	0	0	0	0	0
gene_10109	0	0	0	1	0	0	0	0	0	0	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	2	2	3	0	0	0	0	1	0
gene_10111	0	0	0	0	0	1	0	1	1	0	0	0
gene_10112	0	0	0	13	9	16	6	10	6	2	1	8
gene_10113	0	0	0	2	3	6	3	2	2	3	0	4
gene_10114	0	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	3	1	1	1	2	0	0	3	5
gene_10116	0	0	0	11	8	6	0	4	7	1	1	2
gene_10117	0	0	0	2	2	1	0	1	1	0	0	0
gene_10118	0	0	0	10	13	18	5	10	4	5	5	3
gene_10119	0	0	0	22	39	30	6	20	15	5	6	14
gene_1012	0	0	0	54	62	62	15	44	24	21	10	23
gene_10120	0	0	0	2	1	1	0	8	0	0	0	0
gene_10121	0	0	0	2	2	0	1	9	5	0	2	2
gene_10122	0	0	0	77	206	164	38	66	32	27	29	39
gene_10123	0	0	0	3	6	25	5	12	8	4	4	11
gene_10124	0	0	0	2	8	3	0	8	2	4	1	3
gene_10125	0	0	0	80	60	55	32	62	43	36	24	36
gene_10126	0	0	0	7	22	16	3	10	5	4	4	4
gene_10127	0	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	0	30	17	17	30	42	14	17	8	18
gene_10129	0	0	0	1	2	1	0	0	0	1	0	1
gene_1013	0	0	0	10	4	8	5	17	5	2	3	6
gene_10130	0	0	0	0	1	1	0	2	0	0	0	0
gene_10131	1	0	0	77	88	89	28	71	36	13	18	40
gene_10132	0	0	0	6	22	16	20	14	13	14	10	11
gene_10133	0	0	0	10	40	22	29	21	12	29	19	19
gene_10134	0	0	0	2	6	2	5	10	8	3	3	2
gene_10135	0	0	0	3	2	7	5	4	3	0	2	0
gene_10136	0	0	0	2	8	3	3	1	2	0	5	3
gene_10137	1	0	0	16	20	9	3	6	6	7	3	8
gene_10138	0	0	0	131	83	80	29	86	44	27	16	41
gene_10139	0	0	0	30	47	36	6	21	16	13	10	7
gene_1014	0	0	0	11	15	27	13	18	11	9	13	14
gene_10140	0	0	0	13	7	10	6	5	6	2	0	1
gene_10141	0	0	0	0	2	0	0	7	2	0	3	3
gene_10142	0	0	0	21	30	38	7	25	19	11	6	12
gene_10143	0	0	0	5	11	10	5	7	6	3	1	3
gene_10144	0	0	0	10	9	9	5	7	3	2	1	5
gene_10145	0	0	0	2	1	0	7	2	6	5	2	3
gene_10146	0	0	0	1	1	0	0	0	0	0	0	0
gene_10147	0	0	0	13	20	8	2	12	4	2	3	5
gene_10148	0	0	0	1	0	0	0	0	0	0	0	0
gene_10149	0	0	0	2	0	3	0	2	1	1	0	2
gene_1015	0	0	0	20	38	31	8	19	14	7	4	12
gene_10150	0	0	0	14	18	20	6	6	9	2	3	5
gene_10151	0	0	0	14	12	21	7	16	6	5	5	6
gene_10152	0	0	0	3	7	5	5	7	8	1	0	8
gene_10153	0	0	0	15	108	66	1	5	3	5	1	9
gene_10154	0	0	0	0	0	2	0	0	0	0	0	0
gene_10155	0	0	0	14	12	10	3	16	3	1	2	6
gene_10156	0	0	0	7	11	13	6	5	4	5	2	2
gene_10157	0	0	0	10	8	13	6	10	5	1	4	2
gene_10158	0	0	0	5	9	8	6	8	2	0	3	4
gene_10159	0	0	0	4	1	0	0	1	0	0	0	0
gene_1016	0	0	0	5	9	14	8	8	10	4	2	5
gene_10160	0	0	0	0	0	1	0	0	0	0	0	0
gene_10161	0	0	0	0	1	0	0	2	2	0	0	0
gene_10162	0	0	0	8	11	13	6	16	11	2	5	3
gene_10163	0	0	0	1	2	2	1	3	0	1	0	3
gene_10164	0	0	0	11	4	3	1	6	4	3	3	2
gene_10165	0	0	0	0	0	0	0	0	0	0	0	0
gene_10166	0	0	0	4	6	4	0	4	2	4	0	2
gene_10167	0	0	0	21	20	18	13	27	13	7	12	15
gene_10168	0	0	0	1	8	6	10	19	25	7	9	38
gene_10169	0	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	11	18	30	7	16	12	3	4	10
gene_10170	0	0	0	1	1	2	0	4	4	1	5	11
gene_10171	0	0	0	14	23	16	20	17	16	16	10	14
gene_10172	0	0	0	1	0	0	0	0	0	1	0	0
gene_10173	0	0	0	1	0	2	0	1	1	0	0	2
gene_10174	0	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	1	3	4	0	3	2	0	1	0
gene_10176	0	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	2	5	9	2	9	5	4	1	7
gene_10180	0	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	28	24	9	2	9	4	10	1	6
gene_10185	0	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	0	16	6	8	3	6	2	4	3	7
gene_10188	0	0	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	0	0	4	18	8	3	3	5	6	0
gene_10190	0	0	0	0	0	0	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	0	3	3	1	3	1	1	0	1
gene_10200	0	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	0	3	1	0	0	0	0	0	1
gene_10209	2	0	0	518	497	379	457	987	1474	502	1106	1583
gene_1021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	6	4	3	0	3	1	0	0	0
gene_10220	0	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	0	1	0	0	0	1	0	0	1
gene_10224	0	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	2	0	0	0	0	0	0	0	0
gene_10226	0	0	0	0	1	2	0	0	1	0	0	1
gene_10227	0	0	0	0	0	0	1	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	1	3	5	1	2	0	0	0	2
gene_10231	0	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0	1
gene_10233	0	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	0	109	137	121	69	151	78	50	42	75
gene_1025	0	0	0	73	85	125	54	110	54	45	25	36
gene_1026	0	0	0	0	0	0	0	0	1	1	0	0
gene_1027	0	0	0	14	25	18	5	17	19	6	9	9
gene_1028	0	0	0	73	73	77	57	81	38	53	23	50
gene_1029	0	0	0	0	0	1	0	2	0	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	27	44	51	13	20	18	6	8	19
gene_1031	0	0	0	39	46	51	81	181	176	56	88	164
gene_1032	0	0	0	6	4	7	6	13	5	3	4	5
gene_1033	0	0	0	0	0	0	1	4	0	0	0	0
gene_1034	0	0	0	22	31	45	11	8	6	10	6	12
gene_1035	0	0	0	98	156	245	78	121	59	54	45	82
gene_1036	0	0	0	24	17	28	6	11	8	2	9	7
gene_1037	0	0	0	195	204	299	83	178	90	43	75	114
gene_1038	0	0	0	29	24	28	7	26	15	11	8	17
gene_1039	0	0	0	13	24	8	1	37	15	3	10	10
gene_104	0	0	0	1	0	0	0	0	0	0	0	0
gene_1040	0	0	0	80	86	87	33	109	77	21	29	41
gene_1041	0	0	0	32	40	33	14	33	24	7	7	13
gene_1042	0	0	0	19	16	26	11	19	4	5	9	6
gene_1043	0	0	0	20	26	20	3	25	10	6	10	16
gene_1044	1	0	0	84	91	79	35	78	51	33	35	51
gene_1045	0	0	0	4	12	10	8	10	11	8	4	10
gene_1046	0	0	0	0	0	0	0	1	3	0	0	0
gene_1047	0	0	0	0	0	0	0	0	0	0	0	0
gene_1048	0	0	0	8	1	2	1	2	3	1	3	0
gene_1049	0	0	0	14	15	21	5	7	8	4	2	3
gene_105	0	0	0	10	4	4	1	6	0	2	0	4
gene_1050	0	0	0	4	15	12	5	14	8	11	1	3
gene_1051	0	0	0	3	4	0	3	2	3	0	2	3
gene_1052	0	0	0	7	5	9	3	4	3	5	0	1
gene_1053	0	0	0	10	21	37	9	22	14	7	7	10
gene_1054	0	0	0	14	12	17	9	17	11	4	4	5
gene_1055	0	0	0	3	5	9	4	6	5	2	4	6
gene_1056	0	0	0	5	8	17	10	17	6	3	7	3
gene_1057	0	0	0	0	0	0	1	1	2	0	0	1
gene_1058	0	0	0	10	26	20	3	7	2	3	4	4
gene_1059	0	0	0	143	186	188	68	99	70	62	27	46
gene_106	0	0	0	13	17	28	4	11	4	5	6	6
gene_1060	0	0	0	57	73	77	14	44	17	13	15	12
gene_1061	0	0	0	4	3	8	3	1	1	0	1	2
gene_1062	0	0	0	6	5	3	3	2	2	3	0	5
gene_1063	1	0	0	2	4	4	7	5	4	1	1	1
gene_1064	0	0	0	8	12	7	2	11	8	0	9	2
gene_1065	0	0	0	16	22	31	16	24	17	8	4	8
gene_1066	0	0	0	213	217	203	90	196	93	40	41	47
gene_1067	0	0	0	43	58	58	20	48	32	18	22	17
gene_1068	0	0	0	29	39	41	4	21	11	5	7	12
gene_1069	0	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	26	60	85	15	50	24	13	20	25
gene_1070	0	0	0	0	0	0	0	0	0	0	0	0
gene_1071	0	0	0	1	4	3	1	2	4	1	0	1
gene_1072	0	0	0	4	2	5	4	7	6	2	0	0
gene_1073	0	0	0	0	0	0	0	1	2	0	1	0
gene_1074	0	0	0	9	6	5	3	4	4	7	4	6
gene_1075	0	0	0	39	39	36	10	20	21	7	8	9
gene_1076	0	0	0	137	74	68	61	159	74	43	38	73
gene_1077	0	0	0	11	16	11	3	7	6	3	3	5
gene_1078	0	0	0	27	26	26	7	19	6	3	6	7
gene_1079	0	0	0	28	44	43	16	36	16	18	16	18
gene_108	0	0	0	16	26	34	13	17	12	6	6	10
gene_1080	0	0	0	15	22	16	22	27	32	15	7	20
gene_1081	0	0	0	2	3	1	0	0	0	0	0	0
gene_1082	0	0	0	5	9	15	5	4	3	3	5	4
gene_1083	0	0	0	1	1	0	0	0	1	0	0	0
gene_1084	0	0	0	34	44	33	6	18	15	6	5	10
gene_1085	0	0	0	13	9	14	7	6	10	11	3	5
gene_1086	0	0	0	5	2	8	2	6	1	1	3	0
gene_1087	0	0	0	3	3	4	0	4	0	0	0	5
gene_1088	0	0	0	32	41	58	6	29	19	16	11	21
gene_1089	0	0	0	6	15	11	5	14	3	0	2	2
gene_109	0	0	0	26	29	33	14	16	11	10	6	5
gene_1090	0	0	0	32	33	27	10	30	14	14	4	14
gene_1091	0	0	0	17	30	44	26	26	28	13	18	13
gene_1092	0	0	0	18	17	17	10	9	6	4	5	6
gene_1093	0	0	0	25	23	29	5	21	10	13	3	7
gene_1094	0	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	6	4	5	1	10	8	1	0	1
gene_1096	0	0	0	7	5	5	3	5	3	5	3	6
gene_1097	0	0	0	4	4	10	1	3	4	1	0	0
gene_1098	0	0	0	26	32	29	4	10	14	10	1	11
gene_1099	0	0	0	146	149	189	75	171	72	47	44	78
gene_11	0	0	0	19	21	31	10	15	17	14	12	4
gene_110	0	0	0	4	15	8	2	18	5	2	2	6
gene_1100	0	0	0	25	44	57	9	24	13	8	5	26
gene_1101	0	0	0	105	218	292	86	126	69	36	30	45
gene_1102	0	0	0	0	4	0	0	0	0	2	0	0
gene_1103	0	0	0	19	59	67	10	8	8	10	3	5
gene_1104	0	0	0	7	2	1	1	2	1	0	0	3
gene_1105	0	0	0	16	12	17	8	10	3	1	3	7
gene_1106	0	0	0	15	39	64	18	21	16	15	8	12
gene_1107	0	0	0	6	11	14	6	6	2	2	3	4
gene_1108	0	0	0	12	11	9	10	9	8	9	4	10
gene_1109	0	0	0	42	45	58	22	39	31	20	13	31
gene_111	0	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	0	0	3	0	0	1	0	0	1
gene_1111	0	0	0	14	8	9	6	5	4	5	3	5
gene_1112	0	0	0	0	0	0	1	0	0	0	0	0
gene_1113	0	0	0	67	72	70	19	51	25	19	18	36
gene_1114	0	0	0	1	1	0	3	2	0	0	0	0
gene_1115	0	0	0	51	88	123	31	54	39	29	19	31
gene_1116	0	0	0	6	9	15	1	13	5	2	2	5
gene_1117	0	0	0	0	1	7	3	7	2	2	1	8
gene_1118	0	0	0	73	24	21	11	22	23	5	10	17
gene_1119	0	0	0	40	46	43	13	35	21	9	11	18
gene_112	0	0	0	0	0	0	0	0	0	0	0	0
gene_1120	0	0	0	69	90	62	22	67	45	32	20	37
gene_1121	0	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	47	61	58	33	82	38	19	33	35
gene_1124	0	0	0	9	10	6	2	9	8	2	3	5
gene_1125	0	0	0	11	13	17	2	7	3	2	2	2
gene_1126	0	0	0	6	7	13	1	10	5	7	4	7
gene_1127	0	0	0	14	9	7	8	7	11	3	3	2
gene_1128	0	0	0	58	76	41	18	47	14	9	12	19
gene_1129	0	0	0	0	0	0	0	5	8	4	4	31
gene_113	0	0	0	3	1	4	0	1	0	0	0	0
gene_1130	0	0	0	4	1	5	4	6	6	0	1	0
gene_1131	0	0	0	114	842	637	27	41	41	28	45	26
gene_1132	0	0	0	17	28	33	2	9	4	4	3	7
gene_1133	0	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	11	24	21	4	8	4	3	2	4
gene_1135	0	0	0	9	14	21	6	13	6	6	2	8
gene_1136	0	0	0	24	26	38	7	29	10	3	7	14
gene_1137	0	0	0	2	8	10	4	2	2	6	0	0
gene_1138	0	0	0	8	14	26	1	5	2	6	1	1
gene_1139	0	0	0	0	2	1	3	2	1	0	0	0
gene_114	0	0	0	76	107	85	14	60	28	12	13	29
gene_1140	0	0	0	2	1	3	2	1	2	1	0	2
gene_1141	0	0	0	22	12	22	5	18	3	7	10	10
gene_1142	0	0	0	6	15	41	12	21	12	10	6	7
gene_1143	0	0	0	13	11	18	9	15	14	12	7	14
gene_1144	0	0	0	6	10	8	12	11	12	4	5	10
gene_1145	0	0	0	0	0	0	0	0	0	0	0	0
gene_1146	0	0	0	1	2	2	3	1	0	0	1	0
gene_1147	0	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	36	26	34	9	15	15	10	4	7
gene_115	0	0	0	20	8	15	3	14	3	1	3	3
gene_1150	0	0	0	8	8	7	2	4	4	0	1	2
gene_1151	0	0	0	7	12	23	7	9	9	1	5	5
gene_1152	0	0	0	1	5	6	1	8	5	5	1	4
gene_1153	0	0	0	3	3	8	0	0	1	0	2	0
gene_1154	0	0	0	9	3	6	1	4	2	2	0	2
gene_1155	0	0	0	31	38	37	7	15	10	7	5	8
gene_1156	0	0	0	0	0	0	0	0	0	0	0	0
gene_1157	0	0	0	197	562	353	44	109	86	20	33	30
gene_1158	0	0	0	10	30	27	6	26	7	10	2	2
gene_1159	0	0	0	18	30	30	35	26	25	16	14	29
gene_116	0	0	0	0	0	0	0	0	0	0	0	0
gene_1160	0	0	0	47	112	109	21	66	38	14	20	25
gene_1161	0	0	0	14	27	22	2	10	4	6	3	3
gene_1162	0	0	0	10	25	19	1	8	7	4	2	3
gene_1163	0	0	0	12	12	27	4	11	7	5	2	1
gene_1164	0	0	0	15	10	16	3	11	3	2	4	10
gene_1165	2	0	0	551	539	801	688	1011	580	425	407	655
gene_1166	0	0	0	1	1	1	0	2	0	0	0	0
gene_1167	0	0	0	2	8	11	1	10	5	4	2	5
gene_1168	0	0	0	5	2	3	5	7	5	2	9	1
gene_1169	0	0	0	15	7	7	14	19	9	4	5	4
gene_117	0	0	0	21	8	22	11	10	10	13	8	16
gene_1170	0	0	0	7	12	13	4	15	15	1	3	6
gene_1171	0	0	0	7	4	3	1	8	4	2	0	3
gene_1172	0	0	0	2	15	10	2	5	1	3	2	0
gene_1173	0	0	0	1	1	2	1	6	1	0	0	1
gene_1174	0	0	0	19	31	38	10	18	22	5	4	7
gene_1175	0	0	0	4	2	7	2	3	0	0	0	2
gene_1176	0	0	0	0	0	0	1	1	0	31	0	0
gene_1177	0	0	0	25	31	26	7	16	11	12	6	12
gene_1178	0	0	0	10	29	29	4	18	7	7	6	13
gene_1179	0	0	0	2	1	3	2	2	1	2	0	0
gene_118	0	0	0	1	3	2	0	1	0	1	0	2
gene_1180	0	0	0	27	27	30	8	18	10	10	5	3
gene_1181	0	0	0	35	19	19	17	52	16	15	10	11
gene_1182	0	0	0	7	15	9	2	4	3	1	0	4
gene_1183	0	0	0	17	22	22	5	19	6	7	3	3
gene_1184	0	0	0	13	5	10	4	15	4	8	4	3
gene_1185	0	0	0	6	5	2	35	22	29	10	10	22
gene_1186	0	0	0	3	8	7	0	2	4	2	1	4
gene_1187	0	0	0	32	35	40	24	39	31	23	37	43
gene_1188	0	0	0	8	15	14	6	3	3	4	1	3
gene_1189	0	0	0	27	20	12	7	16	12	1	5	5
gene_119	0	0	0	12	27	25	7	14	14	7	4	4
gene_1190	0	0	0	10	4	4	3	16	6	4	4	4
gene_1191	0	0	0	14	10	18	7	18	7	8	5	10
gene_1192	0	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	11	7	11	0	9	2	3	2	1
gene_1194	0	0	0	32	31	21	10	24	13	9	5	23
gene_1195	0	0	0	1	0	2	0	0	1	0	0	0
gene_1196	0	0	0	15	24	8	8	16	5	6	3	4
gene_1197	0	0	0	83	36	46	20	56	20	26	22	27
gene_1198	0	0	0	35	14	17	17	28	23	13	9	31
gene_1199	0	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	0	24	25	14	8	18	14	9	6	10
gene_120	0	0	0	3	2	0	0	0	2	0	0	0
gene_1200	0	0	0	0	0	0	0	2	0	0	0	0
gene_1201	0	0	0	3	2	3	2	3	0	0	0	0
gene_1202	0	0	0	0	0	1	0	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	5	4	4	3	1	0	0	1	0
