GeneID	GCWZY	GCWZZ	GCXAA	GCXAB	GCXAC	GCXAG	GCXAH	GCXAN	GCXAO	GCXAP	GCXAS	GCXAT
gene_8863	0	0	0	68	66	67	24	60	30	14	13	24
gene_8864	0	0	0	1	3	5	2	0	2	0	0	1
gene_8865	0	0	0	12	5	8	4	8	5	2	4	2
gene_8866	0	0	0	2	1	4	1	2	0	0	1	0
gene_8867	0	0	0	47	85	96	24	74	36	24	25	38
gene_8868	0	0	0	22	27	40	12	38	20	11	10	15
gene_8869	0	0	0	47	33	26	12	20	19	8	7	21
gene_887	0	0	0	29	55	149	30	35	23	28	21	42
gene_8870	0	0	0	22	11	2	6	13	7	1	3	6
gene_8871	0	0	0	8	0	1	2	3	0	9	2	5
gene_8872	0	0	0	15	15	33	5	14	9	13	0	4
gene_8873	0	0	0	0	0	0	0	0	0	0	0	0
gene_8874	0	0	0	0	0	0	0	0	0	0	0	0
gene_8875	0	0	0	17	32	36	4	14	10	5	9	6
gene_8876	0	0	0	6	8	10	14	22	15	12	7	9
gene_8877	0	0	0	32	22	22	14	19	7	5	4	16
gene_8878	0	0	0	2	5	0	3	7	2	0	1	1
gene_8879	0	0	0	7	15	43	14	15	10	4	2	11
gene_888	0	0	0	6	7	29	10	10	8	0	2	13
gene_8880	0	0	0	3	4	6	1	1	2	0	3	3
gene_8881	0	0	0	7	11	12	2	5	13	6	4	8
gene_8882	0	0	0	255	173	126	84	205	65	70	36	72
gene_8883	0	0	0	0	2	1	0	7	3	7	0	1
gene_8884	0	0	0	0	2	0	0	2	2	0	0	2
gene_8885	0	0	0	24	63	51	9	25	18	8	5	13
gene_8886	0	0	0	77	78	48	24	73	60	37	27	48
gene_8887	0	0	0	6	15	19	4	6	7	4	3	9
gene_8888	0	0	0	9	9	7	1	4	3	1	0	5
gene_8889	0	0	0	10	9	9	7	6	14	2	3	5
gene_889	0	0	0	20	10	21	12	21	16	15	4	7
gene_8890	0	0	0	9	4	0	3	6	0	1	0	1
gene_8891	0	0	0	0	0	0	0	0	0	0	0	0
gene_8892	0	0	0	41	71	63	18	36	24	12	12	18
gene_8893	0	0	0	3	3	5	0	2	3	0	0	3
gene_8894	0	0	0	7	11	10	5	6	4	1	3	12
gene_8895	0	0	0	2	0	6	1	1	0	0	1	0
gene_8896	0	0	0	19	15	20	11	13	3	2	4	9
gene_8897	0	0	0	0	3	3	1	2	1	1	0	2
gene_8898	0	0	0	55	70	82	36	68	26	22	29	29
gene_8899	0	0	0	22	20	15	12	25	9	5	7	8
gene_89	0	0	0	9	8	13	6	15	4	5	4	11
gene_890	0	0	0	22	25	29	9	16	9	9	2	8
gene_8900	0	0	0	1	1	1	3	1	0	2	2	1
gene_8901	0	0	0	0	0	0	0	0	0	0	0	0
gene_8902	0	0	0	0	0	0	0	0	0	0	0	0
gene_8903	0	0	0	0	1	1	2	1	0	0	4	2
gene_8904	0	0	0	9	15	25	9	32	8	10	18	12
gene_8905	0	0	0	2	1	1	0	1	0	1	1	1
gene_8906	0	0	0	10	12	27	9	14	12	3	2	7
gene_8907	0	0	0	0	1	4	0	0	0	0	1	0
gene_8908	0	0	0	7	19	8	6	3	1	1	1	4
gene_8909	0	0	0	16	35	35	4	13	6	0	6	8
gene_891	0	0	0	29	25	36	10	26	18	13	8	8
gene_8910	0	0	0	24	26	16	7	14	6	6	4	8
gene_8911	0	0	0	0	0	0	0	0	0	0	0	0
gene_8912	0	0	0	0	0	0	0	0	0	0	0	0
gene_8913	0	0	0	0	1	0	2	0	0	0	1	2
gene_8914	0	0	0	104	94	48	15	68	28	10	22	28
gene_8915	0	0	0	23	32	30	14	39	13	11	5	10
gene_8916	0	0	0	25	13	25	6	17	7	6	1	9
gene_8917	0	0	0	52	85	63	16	65	32	9	8	17
gene_8918	0	0	0	2	6	5	0	3	0	0	1	1
gene_8919	0	0	0	1	0	0	0	0	0	0	0	0
gene_892	0	0	0	16	23	48	10	25	15	11	8	14
gene_8920	0	0	0	5	3	2	1	0	1	1	0	0
gene_8921	0	0	0	21	20	30	9	14	5	7	8	3
gene_8922	0	0	0	7	9	2	3	12	4	2	1	1
gene_8923	0	0	0	0	1	1	1	0	0	0	1	3
gene_8924	0	0	0	6	30	22	6	9	5	2	6	2
gene_8925	0	0	0	0	0	0	0	0	0	0	0	0
gene_8926	0	0	0	3	6	7	0	4	0	0	0	0
gene_8927	0	0	0	4	5	9	0	2	3	0	1	0
gene_8928	0	0	0	0	0	0	0	0	0	0	1	0
gene_8929	0	0	0	0	0	0	0	0	0	0	0	0
gene_893	0	0	0	4	3	3	8	7	14	2	1	2
gene_8930	0	0	0	0	0	0	0	0	0	0	0	0
gene_8931	0	0	0	11	17	16	5	10	7	5	11	7
gene_8932	0	0	0	5	8	10	3	3	1	1	5	1
gene_8933	0	0	0	44	78	102	27	76	34	24	15	23
gene_8934	0	0	0	21	18	29	5	17	6	5	5	8
gene_8935	0	0	0	32	44	49	11	33	19	12	12	12
gene_8936	0	0	0	0	0	0	0	0	0	0	0	0
gene_8937	0	0	0	0	0	0	0	0	0	0	0	0
gene_8938	0	0	0	58	90	70	14	32	26	12	12	14
gene_8939	0	0	0	15	18	22	10	18	15	7	1	10
gene_894	0	0	0	42	43	53	27	70	44	19	16	23
gene_8940	0	0	0	0	0	0	0	0	0	0	0	0
gene_8941	0	0	0	21	11	19	7	19	18	3	4	6
gene_8942	0	0	0	120	252	226	72	160	85	33	49	48
gene_8943	0	0	0	41	31	44	12	26	14	16	7	14
gene_8944	0	0	0	14	13	37	13	16	16	13	8	14
gene_8945	0	0	0	4	1	7	1	5	4	1	2	3
gene_8946	0	0	0	0	1	1	0	1	1	0	0	0
gene_8947	0	0	0	22	20	7	3	11	8	0	4	4
gene_8948	0	0	0	2	5	7	2	8	3	3	2	6
gene_8949	0	0	0	0	2	1	0	1	0	0	0	0
gene_895	0	0	0	91	128	114	37	88	58	30	26	43
gene_8950	0	0	0	83	120	142	30	70	36	22	18	24
gene_8951	0	0	0	6	7	0	4	2	2	2	2	1
gene_8952	0	0	0	33	33	33	12	26	14	4	9	17
gene_8953	0	0	0	46	26	45	19	58	16	11	10	24
gene_8954	0	0	0	15	11	24	55	30	47	39	40	72
gene_8955	0	0	0	19	17	14	4	15	14	7	3	3
gene_8956	0	0	0	0	0	0	0	0	0	0	0	0
gene_8957	0	0	0	33	33	30	13	30	17	8	6	6
gene_8958	0	0	0	6	6	0	1	3	2	0	1	1
gene_8959	0	0	0	5	0	3	2	4	0	1	2	3
gene_896	0	0	0	17	9	12	8	21	26	7	3	17
gene_8960	0	0	0	7	7	5	5	14	8	1	2	5
gene_8961	0	0	0	0	0	0	0	0	0	0	0	0
gene_8962	0	0	0	6	4	12	1	2	1	3	0	3
gene_8963	0	0	0	1	5	9	0	3	2	4	0	0
gene_8964	0	0	0	19	22	5	11	21	7	3	1	8
gene_8965	0	0	0	0	0	0	0	0	0	0	0	0
gene_8966	0	0	0	0	0	0	0	0	0	0	0	0
gene_8967	0	0	0	1	1	0	0	0	0	0	0	0
gene_8968	0	0	0	2	1	3	0	0	1	0	0	1
gene_8969	0	0	0	30	53	61	18	28	13	12	8	11
gene_897	0	0	0	52	31	27	11	36	23	13	7	24
gene_8970	0	0	0	31	23	23	20	37	18	15	9	18
gene_8971	0	0	0	6	6	4	5	3	3	1	0	3
gene_8972	0	0	0	2	1	1	4	6	2	2	5	2
gene_8973	0	0	0	9	7	4	7	20	10	2	3	5
gene_8974	0	0	0	0	0	1	0	0	0	0	0	0
gene_8975	0	0	0	4	2	0	4	0	2	1	0	4
gene_8976	0	0	0	30	21	31	16	25	13	7	5	6
gene_8977	0	0	0	4	12	17	2	2	4	1	1	5
gene_8978	0	0	0	22	21	25	8	22	14	10	6	7
gene_8979	0	0	0	3	2	7	0	3	1	1	0	1
gene_898	0	0	0	1	1	1	0	0	0	0	0	3
gene_8980	0	0	0	25	150	101	11	23	10	4	7	7
gene_8981	0	0	0	0	0	0	0	0	0	0	0	0
gene_8982	0	0	0	0	1	0	1	4	1	1	2	3
gene_8983	0	0	0	0	0	0	0	0	0	0	0	0
gene_8984	0	0	0	6	5	2	1	5	5	2	1	0
gene_8985	0	0	0	0	0	0	0	0	0	0	0	0
gene_8986	0	0	0	1	2	1	0	1	0	0	0	0
gene_8987	0	0	0	3	2	2	2	4	0	1	1	0
gene_8988	0	0	0	0	0	0	0	0	0	0	0	0
gene_8989	0	0	0	42	47	48	12	46	17	13	10	21
gene_899	0	0	0	151	377	344	52	107	97	49	51	80
gene_8990	0	0	0	0	1	0	0	0	0	0	0	0
gene_8991	0	0	0	1	11	1	24	4	7	9	5	5
gene_8992	0	0	0	0	0	0	0	0	0	0	0	0
gene_8993	0	0	0	0	0	0	0	0	0	0	0	0
gene_8994	0	0	0	0	0	0	0	0	0	0	0	0
gene_8995	0	0	0	0	0	0	0	0	0	0	0	0
gene_8996	0	0	0	0	0	0	0	0	0	0	0	0
gene_8997	0	0	0	0	0	0	0	0	0	0	0	0
gene_8998	0	0	0	0	1	2	0	0	2	0	1	0
gene_8999	0	0	0	0	0	0	0	0	0	0	0	1
gene_9	0	0	0	3	0	0	2	1	2	1	0	1
gene_90	0	0	0	18	27	30	20	17	13	7	4	23
gene_900	0	0	0	15	16	63	25	29	29	21	17	26
gene_9000	0	0	0	1	2	0	1	3	2	0	1	0
gene_9001	0	0	0	5	24	15	12	15	12	4	1	6
gene_9002	0	0	0	4	21	10	5	11	9	1	0	8
gene_9003	0	0	0	2	0	3	2	2	1	1	3	0
gene_9004	0	0	0	8	7	10	3	1	1	2	3	4
gene_9005	0	0	0	3	3	4	1	5	5	0	0	4
gene_9006	0	0	0	8	8	14	3	4	5	3	1	3
gene_9007	0	0	0	0	0	0	0	0	0	0	0	0
gene_9008	0	0	0	0	0	0	0	0	0	0	0	0
gene_9009	0	0	0	6	3	2	0	1	1	0	1	5
gene_901	0	0	0	5	14	8	2	6	3	0	2	2
gene_9010	0	0	0	0	0	0	0	0	0	0	0	0
gene_9011	0	0	0	0	0	0	0	0	0	0	0	0
gene_9012	0	0	0	0	0	0	0	0	0	0	0	0
gene_9013	0	0	0	2	13	5	1	10	5	4	0	3
gene_9014	0	0	0	1	2	3	2	2	2	1	1	2
gene_9015	0	0	0	97	99	112	76	115	88	82	51	124
gene_9016	0	0	0	10	12	8	1	9	3	0	1	0
gene_9017	0	0	0	26	33	26	11	33	13	6	10	12
gene_9018	0	0	0	3	3	8	0	1	1	0	1	1
gene_9019	0	0	0	17	37	38	4	25	12	7	6	10
gene_902	0	0	0	18	25	57	9	24	18	9	15	16
gene_9020	0	0	0	0	5	2	2	0	1	0	0	1
gene_9021	0	0	0	13	17	20	9	13	7	2	5	3
gene_9022	0	0	0	0	8	6	2	6	2	1	1	4
gene_9023	0	0	0	13	21	33	8	10	13	3	17	12
gene_9024	0	0	0	0	1	2	0	0	0	2	0	1
gene_9025	0	0	0	0	0	0	0	0	0	0	0	0
gene_9026	0	0	0	0	1	1	0	0	1	0	0	0
gene_9027	0	0	0	0	0	0	0	0	0	0	0	0
gene_9028	0	0	0	0	0	0	0	0	0	0	0	0
gene_9029	0	0	0	21	14	27	4	12	9	5	4	7
gene_903	0	0	0	3	2	8	4	6	3	1	1	2
gene_9030	0	0	0	23	8	8	3	14	7	7	3	2
gene_9031	0	0	0	0	3	0	0	1	0	0	0	0
gene_9032	0	0	0	1	10	7	7	10	8	5	1	2
gene_9033	0	0	0	0	0	0	0	0	0	0	0	0
gene_9034	0	0	0	15	19	26	7	8	8	3	1	6
gene_9035	0	0	0	10	7	12	5	13	3	4	5	12
gene_9036	0	0	0	24	60	50	34	51	21	32	14	27
gene_9037	0	0	0	0	0	0	0	0	0	0	0	0
gene_9038	0	0	0	0	0	0	0	0	0	0	0	0
gene_9039	0	0	0	12	4	8	7	11	4	4	3	4
gene_904	0	0	0	0	1	4	1	8	4	4	5	4
gene_9040	0	0	0	0	0	1	0	0	0	0	0	0
gene_9041	0	0	0	1	4	10	4	1	2	6	0	6
gene_9042	0	0	0	0	0	0	0	0	0	0	0	0
gene_9043	0	0	0	17	29	34	15	11	4	5	4	13
gene_9044	0	0	0	0	0	0	0	0	2	0	0	0
gene_9045	0	0	0	14	14	8	5	11	6	8	7	4
gene_9046	0	0	0	4	12	13	5	4	6	0	3	2
gene_9047	0	0	0	1	7	7	3	4	3	2	4	1
gene_9048	0	0	0	0	0	0	0	0	0	0	0	0
gene_9049	0	0	0	59	52	68	20	39	29	18	11	29
gene_905	0	0	0	7	5	7	3	12	4	4	4	5
gene_9050	0	0	0	23	19	37	16	14	10	6	2	4
gene_9051	0	0	0	33	34	37	11	29	12	6	5	21
gene_9052	0	0	0	0	0	0	0	0	0	0	0	0
gene_9053	0	0	0	2	12	10	5	7	4	0	6	3
gene_9054	0	0	0	33	50	45	15	28	11	11	5	17
gene_9055	0	0	0	6	11	9	1	8	5	2	2	1
gene_9056	0	0	0	0	0	0	0	0	0	0	0	0
gene_9057	0	0	0	2	1	2	0	1	1	0	0	0
gene_9058	0	0	0	3	3	1	0	1	1	0	0	1
gene_9059	0	0	0	32	22	26	9	13	12	9	7	10
gene_906	0	0	0	2	6	7	2	4	1	5	5	5
gene_9060	0	0	0	43	74	65	13	40	15	14	17	21
gene_9061	0	0	0	13	32	20	8	13	13	9	3	13
gene_9062	0	0	0	0	0	0	0	0	0	0	0	0
gene_9063	0	0	0	2	1	1	3	5	1	0	1	0
gene_9064	0	0	0	17	41	41	10	25	14	8	10	15
gene_9065	0	0	0	1	7	6	2	1	4	1	1	0
gene_9066	0	0	0	7	4	7	2	11	3	0	3	4
gene_9067	0	0	0	18	23	29	18	27	13	9	6	14
gene_9068	0	0	0	0	1	1	1	0	0	0	0	2
gene_9069	0	0	0	28	37	32	9	26	12	7	6	7
gene_907	0	0	0	0	0	0	0	0	0	0	0	0
gene_9070	0	0	0	34	72	63	4	11	1	5	14	19
gene_9071	0	0	0	0	1	1	0	0	0	0	0	0
gene_9072	0	0	0	0	2	2	1	4	0	2	1	2
gene_9073	0	0	0	1	0	0	0	0	0	0	0	0
gene_9074	0	0	0	17	32	29	1	9	12	7	12	9
gene_9075	0	0	0	2	2	1	0	1	0	1	2	1
gene_9076	0	0	0	16	33	24	0	7	2	1	4	3
gene_9077	0	0	0	4	8	12	2	8	5	1	3	2
gene_9078	0	0	0	16	23	21	6	23	16	7	9	10
gene_9079	0	0	0	0	0	0	0	0	0	0	0	0
gene_908	0	0	0	5	18	19	3	13	8	1	7	15
gene_9080	0	0	0	112	137	115	28	75	41	24	33	45
gene_9081	0	0	0	10	10	9	5	15	8	0	0	5
gene_9082	0	0	0	0	0	0	0	0	0	0	0	0
gene_9083	0	0	0	0	0	0	0	0	0	0	0	0
gene_9084	0	0	0	13	1	2	2	6	5	0	4	3
gene_9085	0	0	0	2	21	18	4	7	6	5	2	3
gene_9086	0	0	0	0	1	0	0	1	0	0	0	0
gene_9087	0	0	0	4	10	35	7	15	5	8	4	7
gene_9088	0	0	0	3	5	6	0	2	2	0	0	2
gene_9089	0	0	0	3	1	2	0	2	0	0	1	1
gene_909	0	0	0	76	71	24	23	46	28	17	25	31
gene_9090	0	0	0	3	20	9	1	1	3	4	5	2
gene_9091	0	0	0	20	16	15	14	30	13	10	13	14
gene_9092	0	0	0	873	822	629	189	653	258	126	156	209
gene_9093	0	0	0	0	0	0	0	2	0	0	0	0
gene_9094	0	0	0	15	33	28	7	23	12	9	7	7
gene_9095	0	0	0	2	10	22	0	2	0	1	1	0
gene_9096	0	0	0	16	8	8	9	17	9	12	9	10
gene_9097	0	0	0	7	6	1	6	6	2	1	0	0
gene_9098	0	0	0	17	27	28	12	17	16	10	7	13
gene_9099	0	0	0	0	0	3	4	2	1	4	0	1
gene_91	0	0	0	1	2	1	3	8	0	2	5	3
gene_910	0	0	0	26	67	107	34	40	17	17	13	23
gene_9100	0	0	0	20	35	20	9	31	23	6	7	11
gene_9101	0	0	0	16	18	10	1	25	13	6	7	9
gene_9102	0	0	0	3	4	6	0	2	0	1	0	0
gene_9103	0	0	0	146	235	282	161	418	55	41	15	31
gene_9104	0	0	0	23	23	32	12	16	8	3	7	5
gene_9105	0	0	0	16	59	54	14	25	17	4	5	12
gene_9106	0	0	0	0	0	0	0	0	0	0	0	0
gene_9107	0	0	0	0	0	3	0	0	0	0	1	0
gene_9108	0	0	0	75	98	158	51	103	46	32	29	50
gene_9109	0	0	0	144	151	170	75	134	124	91	69	126
gene_911	0	0	0	0	0	0	0	0	0	0	0	0
gene_9110	0	0	0	11	14	34	4	8	6	4	5	14
gene_9111	0	0	0	3	5	2	3	8	2	4	0	4
gene_9112	0	0	0	9	5	5	3	6	5	1	1	5
gene_9113	0	0	0	22	24	14	12	15	4	9	6	8
gene_9114	0	0	0	6	5	5	4	1	2	2	2	2
gene_9115	0	0	0	0	0	0	0	0	1	0	0	0
gene_9116	0	0	0	19	46	67	8	18	14	6	1	17
gene_9117	0	0	0	24	44	56	4	26	17	14	7	13
gene_9118	0	0	0	7	5	4	1	5	7	0	2	0
gene_9119	0	0	0	15	15	11	8	6	5	2	3	10
gene_912	0	0	0	0	0	0	0	0	0	0	0	0
gene_9120	0	0	0	41	48	32	13	34	18	6	5	15
gene_9121	0	0	0	42	82	94	20	43	25	11	12	16
gene_9122	0	0	0	10	5	4	4	4	2	1	0	3
gene_9123	0	0	0	4	6	0	5	8	1	2	2	3
gene_9124	0	0	0	38	50	40	14	19	18	13	5	11
gene_9125	0	0	0	0	0	0	0	0	0	0	0	0
gene_9126	0	0	0	46	56	81	32	68	53	16	18	34
gene_9127	0	0	0	2	8	4	3	8	4	3	1	3
gene_9128	0	0	0	5	12	14	1	5	2	0	0	5
gene_9129	1	0	0	70	107	90	25	53	27	24	15	20
gene_913	0	0	0	5	9	12	2	8	1	2	3	6
gene_9130	0	0	0	0	2	2	0	1	0	0	0	0
gene_9131	0	0	0	31	34	43	23	50	26	13	18	22
gene_9132	0	0	0	8	11	8	5	5	9	0	2	2
gene_9133	0	0	0	0	0	0	0	0	0	0	0	1
gene_9134	0	0	0	6	9	6	5	7	8	0	4	1
gene_9135	0	0	0	56	43	62	25	46	26	21	11	32
gene_9136	0	0	0	0	1	0	0	0	0	0	0	0
gene_9137	0	0	0	2	1	1	1	1	0	1	1	1
gene_9138	0	0	0	8	4	13	2	3	4	5	1	7
gene_9139	0	0	0	113	90	124	51	110	57	40	23	42
gene_914	0	0	0	24	21	31	7	22	10	4	6	7
gene_9140	0	0	0	22	29	27	8	19	18	4	5	11
gene_9141	0	0	0	92	146	110	42	69	52	29	25	30
gene_9142	0	0	0	14	19	18	1	7	8	7	5	6
gene_9143	0	0	0	6	10	16	4	10	1	1	2	6
gene_9144	0	0	0	17	32	27	7	7	4	8	4	4
gene_9145	0	0	0	7	20	9	0	5	3	2	1	4
gene_9146	0	0	0	37	61	80	10	38	25	7	11	22
gene_9147	0	0	0	83	102	68	38	86	38	23	25	33
gene_9148	0	0	0	20	19	12	6	18	13	9	5	11
gene_9149	0	0	0	84	109	170	63	95	66	46	39	65
gene_915	0	0	0	7	6	11	14	12	8	8	6	9
gene_9150	0	0	0	40	37	20	10	22	8	8	4	17
gene_9151	0	0	0	7	5	5	31	59	37	22	11	15
gene_9152	0	0	0	56	32	37	6	20	16	14	13	10
gene_9153	0	0	0	3	6	11	2	5	1	4	5	15
gene_9154	0	0	0	3	12	4	4	5	1	3	1	3
gene_9155	0	0	0	30	40	41	15	28	20	11	4	17
gene_9156	0	0	0	3	0	0	0	0	0	0	0	1
gene_9157	0	0	0	7	9	14	7	21	7	14	5	6
gene_9158	0	0	0	18	28	34	5	12	4	4	4	4
gene_9159	0	0	0	17	20	28	16	15	4	3	7	7
gene_916	0	0	0	25	9	6	8	22	16	11	19	23
gene_9160	0	0	0	122	123	107	47	123	79	30	33	59
gene_9161	0	0	0	5	6	2	1	5	3	1	1	0
gene_9162	0	0	0	13	12	21	7	18	10	4	8	7
gene_9163	0	0	0	13	20	40	12	11	3	3	3	13
gene_9164	0	0	0	11	16	39	5	7	12	5	3	7
gene_9165	0	0	0	6	4	7	6	1	4	0	1	0
gene_9166	0	0	0	10	21	12	9	11	8	7	5	4
gene_9167	0	0	0	4	4	0	3	2	1	0	1	2
gene_9168	0	0	0	9	12	26	7	7	10	6	1	6
gene_9169	0	0	0	22	31	32	12	36	11	4	5	12
gene_917	0	0	0	54	39	70	13	28	22	16	12	14
gene_9170	0	0	0	0	3	0	3	2	1	1	0	0
gene_9171	0	0	0	2	9	7	3	8	1	3	2	4
gene_9172	0	0	0	98	128	174	49	118	67	32	38	48
gene_9173	0	0	0	5	5	9	2	2	3	1	1	4
gene_9174	0	0	0	0	0	0	0	0	0	0	0	0
gene_9175	0	0	0	0	0	0	6	4	5	0	0	3
gene_9176	0	0	0	3	5	3	25	32	42	22	6	26
gene_9177	0	0	0	0	0	2	3	5	12	1	7	14
gene_9178	0	0	0	3	9	2	1	3	0	1	4	1
gene_9179	0	0	0	18	25	17	4	25	16	5	11	11
gene_918	0	0	0	19	17	12	4	12	7	1	7	3
gene_9180	0	0	0	9	9	8	8	9	6	7	5	9
gene_9181	0	0	0	30	17	21	6	18	15	4	5	11
gene_9182	0	0	0	5	3	2	0	5	1	1	2	4
gene_9183	0	0	0	59	63	58	41	63	46	24	20	28
gene_9184	0	0	0	7	16	16	1	11	8	0	2	2
gene_9185	0	0	0	28	31	17	15	25	15	8	13	6
gene_9186	0	0	0	65	65	70	22	48	24	21	23	28
gene_9187	0	0	0	15	24	23	2	15	5	2	7	11
gene_9188	0	0	0	19	15	10	4	14	7	3	2	12
gene_9189	0	0	0	4	2	2	0	2	3	4	2	0
gene_919	0	0	0	0	1	0	0	0	0	0	0	0
gene_9190	0	0	0	0	1	0	2	2	0	1	0	1
gene_9191	0	0	0	13	9	10	5	8	6	4	5	23
gene_9192	0	0	0	13	19	18	5	14	7	1	1	3
gene_9193	0	0	0	0	0	0	0	0	0	0	0	0
gene_9194	0	0	0	56	28	36	27	69	44	11	22	26
gene_9195	0	0	0	117	64	39	36	82	34	22	31	31
gene_9196	0	0	0	3	4	4	8	5	1	3	2	3
gene_9197	0	0	0	2	2	1	1	1	1	2	1	1
gene_9198	0	0	0	26	17	20	5	26	11	6	2	12
gene_9199	0	0	0	3	4	2	1	4	2	2	1	1
gene_92	0	0	0	6	5	16	9	12	6	2	1	6
gene_920	0	0	0	4	9	15	11	18	12	10	3	14
gene_9200	0	0	0	2	5	0	0	0	0	0	0	0
gene_9201	0	0	0	15	11	20	19	24	24	15	8	12
gene_9202	0	0	0	7	11	11	2	2	3	2	1	3
gene_9203	0	0	0	22	31	38	10	29	13	11	8	13
gene_9204	0	0	0	1	0	0	0	0	0	0	0	0
gene_9205	0	0	0	0	0	0	0	0	0	0	0	0
gene_9206	0	0	0	16	22	8	5	18	3	2	7	5
gene_9207	0	0	0	23	22	10	4	16	3	1	3	2
gene_9208	0	0	0	0	0	0	0	0	0	0	0	0
gene_9209	0	0	0	16	21	22	15	24	23	5	8	13
gene_921	0	0	0	6	7	14	3	11	2	2	2	4
gene_9210	0	0	0	1	1	1	21	38	23	10	8	14
gene_9211	0	0	0	21	11	15	14	16	21	3	8	22
gene_9212	0	0	0	3	2	0	2	7	9	2	3	6
gene_9213	0	0	0	3	5	2	4	3	2	8	6	7
gene_9214	0	0	0	26	26	26	7	25	13	17	8	20
gene_9215	0	0	0	2	6	1	1	3	4	2	1	1
gene_9216	0	0	0	0	8	11	1	5	1	8	1	3
gene_9217	0	0	0	23	27	20	4	25	5	0	6	5
gene_9218	0	0	0	2	5	3	1	5	2	0	2	2
gene_9219	0	0	0	6	9	6	14	13	4	2	6	9
gene_922	0	0	0	8	5	9	2	6	1	1	1	9
gene_9220	0	0	0	2	1	6	4	2	5	6	0	7
gene_9221	2	0	0	96	70	88	617	1270	492	579	582	815
gene_9222	0	0	0	7	5	2	3	10	2	4	8	6
gene_9223	0	0	0	16	35	38	15	29	11	8	5	13
gene_9224	0	0	0	0	1	0	0	1	0	0	0	0
gene_9225	0	0	0	18	4	23	14	20	13	13	6	9
gene_9226	0	0	0	11	15	17	1	4	3	3	4	3
gene_9227	0	0	0	2	0	1	0	0	0	0	0	1
gene_9228	0	0	0	0	1	0	0	0	0	1	0	0
gene_9229	0	0	0	2	4	3	2	2	1	0	1	1
gene_923	0	0	0	10	12	10	5	17	3	2	1	6
gene_9230	0	0	0	6	5	7	2	9	8	1	0	2
gene_9231	0	0	0	31	21	39	21	27	10	12	12	27
gene_9232	0	0	0	8	15	20	3	4	7	2	2	5
gene_9233	0	0	0	0	0	1	0	0	0	0	0	0
gene_9234	0	0	0	8	10	10	2	8	4	3	0	5
gene_9235	0	0	0	0	2	0	0	2	0	0	1	1
gene_9236	0	0	0	0	0	0	0	0	0	0	0	0
gene_9237	0	0	0	12	8	20	11	14	5	3	3	6
gene_9238	0	0	0	51	86	66	25	44	35	17	13	30
gene_9239	0	0	0	0	0	0	0	0	0	0	0	0
gene_924	0	0	0	105	67	84	12	58	26	20	18	22
gene_9240	0	0	0	0	0	0	0	0	0	0	0	0
gene_9241	0	0	0	1	2	1	2	1	1	0	0	0
gene_9242	0	0	0	22	9	14	5	20	10	7	9	9
gene_9243	0	0	0	3	7	1	1	1	0	2	2	0
gene_9244	0	0	0	12	19	22	8	20	10	3	1	2
gene_9245	0	0	0	49	57	50	5	41	14	5	23	13
gene_9246	0	0	0	2	0	0	1	2	0	0	0	0
gene_9247	0	0	0	71	92	78	23	59	33	19	16	25
gene_9248	0	0	0	10	10	3	4	4	2	3	0	2
gene_9249	1	0	0	3	4	3	2	8	10	5	1	5
gene_925	0	0	0	7	24	15	5	12	8	4	6	9
gene_9250	0	0	0	0	0	0	0	0	0	0	0	0
gene_9251	0	0	0	4	5	6	0	0	1	2	0	0
gene_9252	0	0	0	58	38	67	26	36	41	6	13	23
gene_9253	0	0	0	0	0	0	0	0	0	0	0	0
gene_9254	0	0	0	8	6	6	2	11	6	2	3	3
gene_9255	0	0	0	8	12	6	3	9	0	3	5	3
gene_9256	0	0	0	0	2	6	0	2	0	0	0	1
gene_9257	0	0	0	1	0	0	2	1	1	0	1	1
gene_9258	0	0	0	0	0	0	0	1	1	0	1	2
gene_9259	0	0	0	7	28	35	1	9	6	0	3	3
gene_926	0	0	0	99	86	49	88	145	81	53	68	68
gene_9260	0	0	0	12	24	21	11	9	9	8	4	3
gene_9261	0	0	0	3	0	7	1	1	3	0	2	1
gene_9262	0	0	0	2	6	1	2	3	2	1	2	2
gene_9263	0	0	0	11	36	43	6	15	7	0	4	10
gene_9264	0	0	0	2	5	1	1	4	3	0	1	0
gene_9265	0	0	0	0	4	0	2	1	1	0	0	2
gene_9266	0	0	0	7	1	10	5	4	6	5	1	2
gene_9267	0	0	0	36	41	43	5	28	12	8	9	11
gene_9268	0	0	0	0	0	0	0	0	0	0	0	0
gene_9269	0	0	0	16	33	17	5	13	11	2	4	3
gene_927	0	0	0	34	48	31	28	64	30	28	24	15
gene_9270	0	0	0	38	23	23	14	46	33	19	19	33
gene_9271	0	0	0	445	499	536	237	472	244	187	129	184
gene_9272	0	0	0	129	142	154	96	235	110	62	57	92
gene_9273	0	0	0	0	0	1	0	0	1	1	0	1
gene_9274	0	0	0	12	25	22	32	42	46	24	13	30
gene_9275	0	0	0	42	106	117	17	33	41	25	15	24
gene_9276	0	0	0	22	13	10	13	21	14	14	1	20
gene_9277	0	0	0	9	8	9	3	20	8	2	2	3
gene_9278	0	0	0	3	2	8	15	17	11	10	3	9
gene_9279	0	0	0	7	21	10	0	5	3	2	0	2
gene_928	0	0	0	0	2	3	2	0	2	1	0	2
gene_9280	0	0	0	2	7	8	2	5	2	0	2	3
