GeneID	GCUYS	GCUYT	GCUYU	GCUYW	GCUYX	GCUYY	GCUYZ	GCUZA	GCUZB	GCUYN	GCUYO
gene_1	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	0	36	20	106	336	44	21	58	129
gene_1000	0	0	0	88	142	105	212	49	30	57	125
gene_10000	0	0	0	9	15	10	25	13	2	3	5
gene_10001	0	0	0	0	1	0	1	0	1	0	2
gene_10002	0	0	0	2	2	4	8	2	3	2	5
gene_10003	0	0	0	3	2	3	7	1	0	0	0
gene_10004	0	0	0	148	199	56	209	55	27	39	147
gene_10005	0	0	0	6	7	8	41	7	1	10	23
gene_10006	0	0	0	35	24	38	97	25	13	23	68
gene_10007	0	0	0	0	0	0	3	0	0	0	0
gene_10008	0	0	0	121	121	81	214	54	29	45	123
gene_10009	0	0	0	2	4	2	3	0	1	1	2
gene_1001	0	0	0	6	9	2	15	1	2	3	2
gene_10010	0	0	0	0	3	0	2	0	0	0	0
gene_10011	0	0	0	5	24	10	29	8	3	7	20
gene_10012	0	0	0	2	0	2	4	1	1	1	1
gene_10013	0	0	0	4	4	13	21	16	3	5	20
gene_10014	0	0	0	10	6	27	75	10	3	10	36
gene_10015	0	0	0	0	9	6	8	0	0	2	4
gene_10016	0	0	0	19	11	22	25	6	2	7	10
gene_10017	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	0	2	3	6	3	0	0	1
gene_1002	0	0	0	24	5	8	19	6	6	8	26
gene_10020	0	0	0	0	0	0	0	0	0	0	0
gene_10021	0	0	0	0	1	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	0	8	9	2	19	2	3	3	9
gene_10025	0	0	0	0	0	0	5	1	0	0	1
gene_10026	0	0	0	11	46	10	16	12	6	6	9
gene_10027	0	0	0	0	1	0	1	0	0	0	0
gene_10028	0	0	0	18	33	29	53	15	6	11	19
gene_10029	0	0	0	30	19	21	49	17	6	19	36
gene_1003	0	0	0	9	12	13	22	7	7	4	15
gene_10030	0	0	0	15	8	6	7	2	2	2	4
gene_10031	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	0	2	2	1	8	2	0	2	2
gene_10033	0	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	0	0	5	0	1	0	0	0	0
gene_10035	0	0	0	3	1	2	6	2	0	1	1
gene_10036	0	0	0	87	107	68	179	54	16	32	94
gene_10037	0	0	0	18	6	4	22	3	1	4	18
gene_10038	0	0	0	19	29	14	87	20	8	19	33
gene_10039	0	0	0	74	91	42	128	34	14	30	72
gene_1004	0	0	0	40	30	29	80	28	9	26	33
gene_10040	0	0	0	3	3	2	3	0	0	1	1
gene_10041	0	0	0	0	2	0	0	0	0	0	2
gene_10042	0	0	0	0	0	0	1	0	0	0	0
gene_10043	0	0	0	0	1	0	1	0	0	0	0
gene_10044	0	0	0	1	6	1	5	2	0	3	6
gene_10045	0	0	0	332	348	193	489	129	109	127	307
gene_10046	0	0	0	17	23	5	19	4	3	7	12
gene_10047	0	0	0	0	0	0	0	0	0	0	0
gene_10048	0	0	0	31	35	25	53	7	3	16	32
gene_10049	0	0	0	1	0	0	1	0	0	0	0
gene_1005	0	0	0	29	38	23	48	11	4	13	31
gene_10050	0	0	0	70	78	224	860	119	116	316	518
gene_10051	0	0	0	0	3	0	3	0	0	1	0
gene_10052	0	0	0	16	10	21	53	5	18	7	28
gene_10053	0	0	0	5	1	9	25	4	3	2	6
gene_10054	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	0	4	0	0	0	0
gene_10056	0	0	0	5	10	21	28	6	4	15	29
gene_10057	0	0	0	35	35	26	57	10	8	25	41
gene_10058	0	0	0	15	23	7	42	8	3	13	36
gene_10059	0	0	0	0	0	2	3	0	0	0	0
gene_1006	0	0	0	46	53	20	39	12	4	12	23
gene_10060	0	0	0	19	41	34	65	19	9	11	40
gene_10061	0	0	0	10	7	5	24	6	1	2	15
gene_10062	0	0	0	121	90	99	223	59	31	60	116
gene_10063	0	0	0	0	0	0	0	0	0	0	0
gene_10064	0	0	0	0	1	2	3	0	4	2	5
gene_10065	0	0	0	128	153	109	310	59	26	64	175
gene_10066	0	0	0	2	6	1	3	2	0	0	3
gene_10067	0	0	0	0	0	0	5	0	0	0	0
gene_10068	0	0	0	43	36	29	72	15	15	24	39
gene_10069	0	0	0	7	17	9	18	4	4	8	11
gene_1007	0	0	0	9	17	22	23	15	3	17	16
gene_10070	0	0	0	1	1	0	8	0	0	0	2
gene_10071	0	0	0	17	20	24	34	15	3	10	26
gene_10072	0	0	0	113	115	77	183	41	23	40	90
gene_10073	0	0	0	2	1	1	7	1	0	0	7
gene_10074	0	0	0	0	0	0	0	0	0	0	0
gene_10075	0	0	0	118	184	124	326	95	54	91	181
gene_10076	0	0	0	145	135	95	260	71	43	82	143
gene_10077	0	0	0	35	49	11	44	20	4	12	33
gene_10078	0	0	0	16	13	8	16	5	2	4	19
gene_10079	0	0	0	13	13	7	21	3	0	4	8
gene_1008	0	0	0	2	0	1	0	2	0	0	0
gene_10080	0	0	0	0	0	0	0	0	0	0	0
gene_10081	0	0	0	5	8	1	13	2	4	0	5
gene_10082	0	0	0	11	56	65	98	46	14	17	37
gene_10083	0	0	0	76	99	78	192	46	18	46	123
gene_10084	0	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	2	1	2	0	0	0	0
gene_10086	0	0	0	0	0	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	0	3	2	0	3	1	1	0	5
gene_1009	0	0	0	2	0	0	3	1	0	1	2
gene_10090	0	0	0	26	37	50	91	15	23	28	49
gene_10091	0	0	0	181	199	176	473	127	48	94	219
gene_10092	0	0	0	22	34	20	11	3	6	12	21
gene_10093	0	0	0	45	48	61	97	24	27	31	55
gene_10094	0	0	0	62	72	21	66	19	5	15	22
gene_10095	0	0	0	20	13	7	12	4	0	5	14
gene_10096	0	0	0	16	16	11	13	3	1	2	9
gene_10097	0	0	0	16	8	6	13	8	0	4	7
gene_10098	0	0	0	0	0	0	0	0	0	0	1
gene_10099	0	0	0	0	0	0	1	0	0	0	1
gene_101	0	0	0	1	6	8	26	2	1	4	6
gene_1010	0	0	0	60	45	33	94	28	8	32	79
gene_10100	0	0	0	1	2	3	5	4	0	2	2
gene_10101	0	0	0	0	0	0	0	0	0	0	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	0	2	0	1	0	0	0	0
gene_10104	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	0	2	15	0	2	0	2
gene_10106	0	0	0	0	0	0	1	0	0	0	0
gene_10107	0	0	0	19	30	48	78	20	19	19	25
gene_10108	0	0	0	0	0	0	0	0	1	0	0
gene_10109	0	0	0	0	1	0	1	0	1	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	0	1	1	3	0	1	1	4
gene_10111	0	0	0	0	1	1	0	0	0	1	1
gene_10112	0	0	0	10	30	7	16	10	3	2	9
gene_10113	0	0	0	7	5	6	12	0	1	2	8
gene_10114	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	2	3	4	5	2	2	1	2
gene_10116	0	0	0	9	14	10	13	4	4	1	9
gene_10117	0	0	0	0	3	0	3	3	0	2	3
gene_10118	0	0	0	10	27	9	29	8	5	4	19
gene_10119	0	0	0	29	34	22	89	16	5	15	46
gene_1012	0	0	0	77	81	49	149	33	17	24	96
gene_10120	0	0	0	0	4	0	5	2	0	0	4
gene_10121	0	0	0	5	7	6	8	1	1	2	1
gene_10122	0	0	0	217	209	47	304	34	28	41	97
gene_10123	0	0	0	24	9	32	42	9	9	4	40
gene_10124	0	0	0	5	8	6	16	4	3	6	3
gene_10125	0	0	0	126	92	65	203	46	25	42	113
gene_10126	0	0	0	21	18	14	56	5	1	4	24
gene_10127	0	0	0	0	0	0	0	0	0	0	0
gene_10128	0	0	0	27	21	37	195	17	24	17	67
gene_10129	0	0	0	5	2	0	3	1	1	0	2
gene_1013	0	0	0	14	26	11	41	13	2	8	9
gene_10130	0	0	0	0	0	0	1	2	1	0	2
gene_10131	0	0	0	114	136	80	236	39	24	35	132
gene_10132	0	0	0	10	14	45	125	10	7	19	58
gene_10133	0	0	0	14	19	37	226	9	40	55	102
gene_10134	0	0	0	6	5	13	66	5	3	4	14
gene_10135	0	0	0	2	6	7	7	4	4	6	4
gene_10136	0	0	0	3	2	9	10	2	1	6	15
gene_10137	0	0	0	32	10	17	88	8	3	7	28
gene_10138	0	0	0	181	109	85	231	62	24	47	111
gene_10139	0	0	0	50	35	16	70	11	13	12	38
gene_1014	0	0	0	26	37	29	46	12	9	16	20
gene_10140	0	0	0	9	12	11	32	10	3	6	8
gene_10141	0	0	0	4	2	1	15	5	0	1	6
gene_10142	0	0	0	38	44	29	86	17	9	17	54
gene_10143	0	0	0	8	21	7	22	8	2	4	10
gene_10144	0	0	0	8	17	9	25	6	1	6	10
gene_10145	0	0	0	4	5	3	14	4	1	3	9
gene_10146	0	0	0	0	1	1	3	0	0	1	1
gene_10147	0	0	0	33	19	11	37	3	2	8	25
gene_10148	0	0	0	1	1	0	3	0	0	1	0
gene_10149	0	0	0	2	3	1	3	0	0	1	2
gene_1015	0	0	0	43	42	34	77	13	6	26	41
gene_10150	0	0	0	12	12	19	33	5	2	4	19
gene_10151	0	0	0	32	32	18	78	18	3	7	33
gene_10152	0	0	0	3	3	11	38	5	1	6	4
gene_10153	0	0	0	42	53	6	30	6	3	4	16
gene_10154	0	0	0	0	0	0	0	0	0	0	0
gene_10155	0	0	0	22	40	14	27	11	4	4	12
gene_10156	0	0	0	14	21	5	17	5	0	10	16
gene_10157	0	0	0	9	15	11	29	3	2	6	9
gene_10158	0	0	0	6	14	8	15	5	1	5	3
gene_10159	0	0	0	2	0	0	6	3	0	1	2
gene_1016	0	0	0	8	27	13	40	6	3	9	29
gene_10160	0	0	0	0	1	0	1	2	0	0	0
gene_10161	0	0	0	0	0	0	4	0	0	1	0
gene_10162	0	0	0	14	33	13	42	12	4	18	24
gene_10163	0	0	0	2	1	3	5	2	1	1	0
gene_10164	0	0	0	10	12	5	16	1	8	6	9
gene_10165	0	0	0	0	0	0	0	0	0	0	0
gene_10166	0	0	0	1	5	11	20	7	1	1	2
gene_10167	0	0	0	29	27	36	86	23	8	20	47
gene_10168	0	0	0	7	16	23	55	8	8	41	32
gene_10169	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	27	32	13	52	9	5	18	23
gene_10170	0	0	0	0	0	2	5	0	0	3	3
gene_10171	0	0	0	17	32	24	85	14	12	21	42
gene_10172	0	0	0	1	1	0	1	0	0	1	1
gene_10173	0	0	0	5	8	6	7	2	0	0	0
gene_10174	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	2	4	1	14	2	0	3	5
gene_10176	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	6	10	10	25	7	1	5	13
gene_10180	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	34	11	9	31	8	3	4	16
gene_10185	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	0	15	11	12	21	6	8	11	8
gene_10188	0	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	0	8	13	6	30	5	7	7	10
gene_10190	0	0	0	0	1	0	0	0	0	0	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	0	4	0	7	0	0	1	3
gene_10200	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	2	0	0	0	0	1	0	1
gene_10209	0	0	0	584	694	1068	4144	803	438	1682	4371
gene_1021	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	6	9	6	13	2	2	3	5
gene_10220	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	0	0	0	3	0	0	1	0
gene_10224	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	4	3	0	5	2	0	1	3
gene_10227	0	0	0	0	0	0	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	6	7	1	9	0	3	3	6
gene_10231	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	0	150	149	161	340	84	51	94	227
gene_1025	0	0	0	118	115	118	333	56	60	57	188
gene_1026	0	0	0	1	1	1	0	0	0	1	0
gene_1027	0	0	0	23	42	21	53	18	9	15	25
gene_1028	0	0	0	117	92	119	382	43	47	75	229
gene_1029	0	0	0	0	0	1	0	0	0	0	0
gene_103	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	30	58	47	95	18	18	17	40
gene_1031	0	0	0	55	109	173	557	116	57	144	437
gene_1032	0	0	0	8	8	12	37	8	6	12	21
gene_1033	0	0	0	0	0	0	0	0	0	1	0
gene_1034	0	0	0	26	44	20	39	10	9	13	33
gene_1035	0	0	0	133	286	168	318	101	64	120	206
gene_1036	0	0	0	20	18	20	39	7	8	14	23
gene_1037	0	0	0	174	301	159	370	146	54	121	263
gene_1038	0	0	0	57	31	22	77	18	7	11	23
gene_1039	0	0	0	19	31	23	29	24	8	10	31
gene_104	0	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	0	50	143	147	81	159	27	80	145
gene_1041	0	0	0	45	83	36	90	43	8	26	59
gene_1042	0	0	0	26	24	13	47	11	4	9	25
gene_1043	0	0	0	43	30	9	51	5	3	15	37
gene_1044	0	0	0	125	136	105	264	80	40	88	159
gene_1045	0	0	0	10	14	16	50	11	2	9	22
gene_1046	0	0	0	2	0	1	1	1	0	0	1
gene_1047	0	0	0	0	0	0	0	0	0	0	0
gene_1048	0	0	0	5	8	2	13	5	1	5	9
gene_1049	0	0	0	15	35	10	25	4	1	6	17
gene_105	0	0	0	3	8	4	8	0	1	4	10
gene_1050	0	0	0	12	22	11	41	6	8	3	13
gene_1051	0	0	0	4	5	11	8	3	2	2	7
gene_1052	0	0	0	4	13	1	18	0	3	1	1
gene_1053	0	0	0	15	46	28	67	23	6	17	27
gene_1054	0	0	0	16	25	10	54	9	5	4	28
gene_1055	0	0	0	5	11	11	18	7	2	9	10
gene_1056	0	0	0	10	18	19	32	3	5	19	26
gene_1057	0	0	0	0	0	1	3	1	0	0	4
gene_1058	0	0	0	9	23	10	20	4	0	6	10
gene_1059	0	0	0	173	264	95	354	87	42	58	210
gene_106	0	0	0	16	15	17	19	7	3	3	15
gene_1060	0	0	0	105	109	35	135	42	19	28	83
gene_1061	0	0	0	5	11	3	11	1	0	2	3
gene_1062	0	0	0	10	10	8	17	5	5	5	6
gene_1063	0	0	0	5	9	5	20	4	0	4	6
gene_1064	0	0	0	8	14	9	19	3	2	2	14
gene_1065	0	0	0	23	21	28	42	18	9	10	27
gene_1066	0	0	0	302	193	136	524	89	47	75	196
gene_1067	0	0	0	60	72	52	155	27	31	34	92
gene_1068	0	0	0	39	45	28	46	20	10	17	27
gene_1069	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	41	78	56	97	38	22	47	80
gene_1070	0	0	0	0	0	0	1	0	0	1	0
gene_1071	0	0	0	3	6	2	17	2	1	3	10
gene_1072	0	0	0	9	4	6	15	3	0	3	6
gene_1073	0	0	0	0	0	2	6	1	0	0	2
gene_1074	0	0	0	8	6	6	10	3	1	1	6
gene_1075	0	0	0	53	52	26	73	17	7	17	45
gene_1076	0	0	0	107	67	134	342	86	48	108	223
gene_1077	0	0	0	8	17	5	26	1	4	7	17
gene_1078	0	0	0	13	33	12	34	8	2	10	22
gene_1079	0	0	0	51	77	53	109	33	12	18	60
gene_108	0	0	0	24	40	36	37	7	10	19	31
gene_1080	0	0	0	14	21	48	72	19	12	38	51
gene_1081	0	0	0	1	0	1	0	1	1	0	0
gene_1082	0	0	0	8	8	11	22	5	4	6	6
gene_1083	0	0	0	0	1	0	4	3	1	1	2
gene_1084	0	0	0	38	43	29	59	11	1	7	15
gene_1085	0	0	0	21	25	17	35	10	7	7	30
gene_1086	0	0	0	3	4	3	14	5	2	3	11
gene_1087	0	0	0	0	3	6	7	4	1	1	1
gene_1088	0	0	0	39	78	28	40	12	11	25	38
gene_1089	0	0	0	9	14	10	15	8	3	8	7
gene_109	0	0	0	43	32	25	44	11	3	11	40
gene_1090	0	0	0	37	42	26	62	14	8	5	38
gene_1091	0	0	0	26	45	41	120	35	13	31	44
gene_1092	0	0	0	21	29	17	43	8	8	11	24
gene_1093	0	0	0	26	46	21	42	11	9	15	24
gene_1094	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	5	5	2	11	5	0	2	3
gene_1096	0	0	0	6	10	9	18	5	5	4	8
gene_1097	0	0	0	4	9	2	13	0	0	3	7
gene_1098	0	0	0	24	24	9	66	14	6	14	34
gene_1099	0	0	0	199	218	148	374	116	58	93	268
gene_11	0	0	0	27	29	35	71	21	3	15	45
gene_110	0	0	0	12	18	6	34	8	3	6	17
gene_1100	0	0	0	58	81	40	81	18	13	20	29
gene_1101	0	0	0	134	337	161	301	82	47	97	165
gene_1102	0	0	0	0	0	1	2	0	0	0	3
gene_1103	0	0	0	39	72	8	83	8	6	13	40
gene_1104	0	0	0	5	6	1	13	3	2	5	9
gene_1105	0	0	0	19	15	9	37	14	6	8	19
gene_1106	0	0	0	19	46	41	55	21	11	19	53
gene_1107	0	0	0	17	26	9	19	2	3	3	12
gene_1108	0	0	0	9	29	22	50	15	2	9	23
gene_1109	0	0	0	41	66	47	88	32	23	25	76
gene_111	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	1	0	1	1	1	0	0	1
gene_1111	0	0	0	10	12	10	22	7	9	6	9
gene_1112	0	0	0	0	0	1	0	1	0	0	0
gene_1113	0	0	0	107	100	34	142	47	19	27	82
gene_1114	0	0	0	1	2	1	4	1	0	0	2
gene_1115	0	0	0	68	125	57	163	51	26	39	123
gene_1116	0	0	0	10	25	9	29	10	7	4	14
gene_1117	0	0	0	2	5	20	17	4	2	7	11
gene_1118	0	0	0	89	52	23	60	16	13	19	37
gene_1119	0	0	0	40	61	31	104	32	11	24	54
gene_112	0	0	0	0	0	0	1	0	0	0	0
gene_1120	0	0	0	122	103	61	238	52	27	57	120
gene_1121	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	96	88	79	195	47	21	48	104
gene_1124	0	0	0	6	19	7	23	7	1	1	13
gene_1125	0	0	0	9	19	14	33	4	1	5	11
gene_1126	0	0	0	8	21	6	14	5	2	6	8
gene_1127	0	0	0	12	23	10	23	4	5	8	16
gene_1128	0	0	0	71	56	34	169	18	8	21	81
gene_1129	0	0	0	4	1	1	19	2	1	8	39
gene_113	0	0	0	1	0	1	2	0	1	0	0
gene_1130	0	0	0	2	4	7	6	3	3	1	5
gene_1131	0	0	0	588	346	68	585	24	18	93	189
gene_1132	0	0	0	47	16	8	51	2	3	6	17
gene_1133	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	8	19	6	16	2	3	1	2
gene_1135	0	0	0	16	21	26	29	8	5	12	22
gene_1136	0	0	0	39	49	23	61	11	8	14	28
gene_1137	0	0	0	5	11	7	10	4	0	3	4
gene_1138	0	0	0	20	24	11	27	10	3	4	12
gene_1139	0	0	0	2	3	6	3	0	0	1	6
gene_114	0	0	0	131	100	42	128	32	14	32	77
gene_1140	0	0	0	4	1	3	7	5	1	2	5
gene_1141	0	0	0	33	22	27	55	16	7	9	31
gene_1142	0	0	0	8	19	15	41	4	6	11	15
gene_1143	0	0	0	23	16	29	47	14	20	15	33
gene_1144	0	0	0	9	18	31	74	11	8	18	18
gene_1145	0	0	0	0	0	0	0	0	0	0	0
gene_1146	0	0	0	1	4	3	9	0	0	0	6
gene_1147	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	25	51	18	57	8	5	10	23
gene_115	0	0	0	12	17	14	42	6	3	5	24
gene_1150	0	0	0	4	9	7	6	0	2	4	6
gene_1151	0	0	0	25	26	10	40	9	3	6	22
gene_1152	0	0	0	14	6	28	36	4	12	9	30
gene_1153	0	0	0	3	8	0	0	0	3	0	1
gene_1154	0	0	0	7	5	3	9	5	1	5	9
gene_1155	0	0	0	54	44	14	51	13	1	2	24
gene_1156	0	0	0	0	0	0	0	0	0	0	0
gene_1157	0	0	0	318	515	112	320	61	33	33	140
gene_1158	0	0	0	7	25	23	65	13	3	5	22
gene_1159	0	0	0	25	50	38	124	20	15	14	37
gene_116	0	0	0	0	1	0	0	0	0	0	0
gene_1160	0	0	0	81	129	73	156	52	11	40	92
gene_1161	0	0	0	22	35	11	30	9	3	8	16
gene_1162	0	0	0	23	22	9	23	4	2	6	13
gene_1163	0	0	0	13	16	8	31	4	7	14	24
gene_1164	0	0	0	18	26	8	27	7	5	15	14
gene_1165	0	1	1	740	1333	1653	3604	897	489	1073	2129
gene_1166	0	0	0	2	6	1	3	1	1	0	3
gene_1167	0	0	0	7	11	14	24	5	6	7	18
gene_1168	0	0	0	6	4	12	25	20	2	6	19
gene_1169	0	0	0	43	17	22	98	7	7	16	57
gene_117	0	0	0	3	62	23	43	18	14	12	20
gene_1170	0	0	0	19	12	11	43	4	2	9	13
gene_1171	0	0	0	3	6	8	19	3	3	0	14
gene_1172	0	0	0	15	11	4	13	2	2	3	6
gene_1173	0	0	0	6	2	8	3	0	0	3	10
gene_1174	0	0	0	30	43	21	58	11	6	9	38
gene_1175	0	0	0	6	0	7	8	4	1	0	2
gene_1176	0	0	0	0	1	24	7	1	25	11	4
gene_1177	0	0	0	39	46	20	50	13	9	16	28
gene_1178	0	0	0	31	33	15	35	8	5	5	21
gene_1179	0	0	0	0	3	3	5	1	0	2	3
gene_118	0	0	0	0	7	1	8	2	1	0	5
gene_1180	0	0	0	34	41	22	43	9	7	8	32
gene_1181	0	0	0	47	49	25	147	20	12	14	76
gene_1182	0	0	0	9	6	2	14	2	5	8	9
gene_1183	0	0	0	21	37	13	38	20	5	8	22
gene_1184	0	0	0	24	12	11	37	4	1	8	36
gene_1185	0	0	0	11	1	84	83	20	14	23	47
gene_1186	0	0	0	9	6	3	12	1	1	4	1
gene_1187	0	0	0	14	53	66	71	83	30	44	98
gene_1188	0	0	0	10	22	7	16	5	0	1	13
gene_1189	0	0	0	28	28	14	38	7	6	9	35
gene_119	0	0	0	25	32	13	34	10	3	6	17
gene_1190	0	0	0	16	7	8	36	7	2	9	23
gene_1191	0	0	0	17	15	20	73	7	7	14	18
gene_1192	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	8	10	11	17	2	3	0	9
gene_1194	0	0	0	27	45	21	71	15	9	15	17
gene_1195	0	0	0	1	0	2	0	0	0	0	1
gene_1196	0	0	0	24	19	7	26	17	2	9	36
gene_1197	0	0	0	114	75	76	115	33	27	31	68
gene_1198	0	0	0	48	37	29	69	34	27	28	62
gene_1199	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	0	26	41	12	65	16	3	11	20
gene_120	0	0	0	3	9	2	5	0	1	0	3
gene_1200	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	0	2	5	1	14	0	0	0	1
gene_1202	0	0	0	1	2	0	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	3	5	0	8	0	1	0	0
gene_1205	0	0	0	3	2	3	5	0	0	0	5
gene_1206	0	0	0	14	17	17	44	5	4	9	11
gene_1207	0	0	0	0	5	1	0	0	1	0	2
gene_1208	0	0	0	0	0	0	0	0	0	0	0
gene_1209	0	0	0	234	335	145	345	122	58	111	291
gene_121	0	0	0	21	39	34	48	16	6	10	32
gene_1210	0	0	0	141	129	73	227	61	44	61	130
gene_1211	0	0	0	248	144	52	159	37	24	50	88
gene_1212	0	0	0	7	7	1	11	1	2	3	6
gene_1213	0	0	0	8	14	0	4	4	1	2	0
gene_1214	0	0	0	14	12	6	33	8	3	11	14
gene_1215	0	0	0	7	5	6	31	13	1	11	19
gene_1216	0	0	0	27	35	14	48	11	3	6	20
gene_1217	0	0	0	34	22	12	33	9	3	6	15
gene_1218	0	0	0	0	0	2	1	0	0	0	3
gene_1219	0	0	0	2	3	2	10	0	1	5	2
gene_122	0	0	0	14	33	10	26	4	4	8	11
gene_1220	0	0	0	35	31	14	59	15	2	8	34
gene_1221	0	0	0	11	13	4	17	13	1	4	8
gene_1222	0	0	0	13	29	8	25	5	5	1	7
gene_1223	0	0	0	13	5	6	12	4	0	3	11
gene_1224	0	0	0	0	0	0	0	0	0	0	0
gene_1225	0	0	0	300	432	275	533	174	78	183	448
gene_1226	0	0	0	127	183	57	49	30	15	23	44
gene_1227	0	0	0	24	72	18	64	17	8	14	37
gene_1228	0	0	0	8	8	0	11	3	0	0	9
gene_1229	0	0	0	17	20	11	32	8	3	2	20
gene_123	0	0	0	12	8	4	10	5	2	4	4
gene_1230	0	0	0	9	8	9	15	9	1	7	8
gene_1231	0	0	0	14	35	19	29	8	3	13	27
gene_1232	0	0	0	5	13	4	11	6	0	2	4
gene_1233	0	0	0	11	17	17	25	12	0	4	12
gene_1234	0	0	0	16	13	18	32	11	4	9	28
gene_1235	0	0	0	43	28	25	80	35	16	19	36
