GeneID	GGHNG	GGHNH	GGHNN	GGHNO	GGHNP	GGHNS	GGHNT	GGHNU	GGHNW	GGAZP	GGAZS	GGHNX
gene_1	0	0	0	0	0	0	0	0	0	0	0	0
gene_10	0	0	0	0	0	0	0	0	0	0	0	0
gene_100	0	0	0	28	27	9	70	142	97	24	112	29
gene_1000	0	0	0	97	82	58	85	97	101	45	200	54
gene_10000	0	0	0	11	5	5	11	8	14	3	11	1
gene_10001	0	0	0	0	0	0	0	0	1	0	1	1
gene_10002	0	0	0	2	2	3	0	0	7	1	6	1
gene_10003	0	0	0	2	1	1	4	6	0	1	7	0
gene_10004	0	0	0	113	99	68	50	113	113	24	183	26
gene_10005	0	0	0	5	2	3	4	8	21	9	20	2
gene_10006	0	0	0	14	13	7	40	52	66	9	89	10
gene_10007	0	0	0	0	0	0	2	0	2	1	0	0
gene_10008	0	0	0	100	93	35	74	87	111	39	170	43
gene_10009	0	0	0	0	0	0	1	1	0	0	0	1
gene_1001	0	0	0	4	3	4	3	8	2	2	12	2
gene_10010	0	0	0	1	0	2	0	0	4	0	0	0
gene_10011	0	0	0	24	20	13	11	10	18	4	39	4
gene_10012	0	0	0	1	0	0	1	3	2	1	2	0
gene_10013	0	0	0	5	5	2	7	9	19	6	14	2
gene_10014	0	0	0	3	4	5	41	31	40	8	46	5
gene_10015	0	0	0	0	2	1	2	5	4	1	4	1
gene_10016	0	0	0	20	20	4	8	15	6	3	23	4
gene_10017	0	0	0	0	0	0	0	0	0	0	0	0
gene_10018	0	0	0	0	0	0	0	0	0	0	0	0
gene_10019	0	0	0	2	0	0	0	1	4	1	1	1
gene_1002	0	0	0	11	6	3	13	23	15	4	13	4
gene_10020	0	0	0	0	0	0	0	0	0	0	0	0
gene_10021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10022	0	0	0	0	0	0	0	0	0	0	0	0
gene_10023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10024	0	0	0	9	2	2	6	13	9	3	18	1
gene_10025	0	0	0	1	1	1	0	0	2	0	2	0
gene_10026	0	0	0	26	26	16	6	17	15	7	15	3
gene_10027	0	0	0	1	3	0	0	0	0	0	0	0
gene_10028	0	0	0	28	21	8	21	35	31	8	55	14
gene_10029	0	0	0	21	27	8	15	29	21	7	52	13
gene_1003	0	0	0	10	9	8	5	10	11	3	11	1
gene_10030	0	0	0	2	1	1	0	11	3	2	5	0
gene_10031	0	0	0	0	0	0	0	0	0	0	0	0
gene_10032	0	0	0	3	4	1	3	5	0	3	1	0
gene_10033	0	0	0	0	0	0	0	0	0	0	0	0
gene_10034	0	0	0	5	0	0	0	1	1	0	0	0
gene_10035	0	0	0	0	0	0	1	9	7	0	5	1
gene_10036	0	0	0	83	71	59	56	86	82	25	117	37
gene_10037	0	0	0	4	2	4	6	10	10	2	9	0
gene_10038	0	0	0	23	20	19	8	25	35	12	28	17
gene_10039	0	0	0	60	65	41	29	82	78	23	89	28
gene_1004	0	0	0	18	14	26	16	44	37	15	55	18
gene_10040	0	0	0	1	3	0	0	1	1	0	1	0
gene_10041	0	0	0	0	0	1	1	1	1	0	4	0
gene_10042	0	0	0	0	0	0	1	0	2	0	0	0
gene_10043	0	0	0	0	0	0	0	0	0	0	0	0
gene_10044	0	0	0	5	1	5	1	1	3	0	4	1
gene_10045	0	0	0	199	177	166	108	240	250	130	428	121
gene_10046	0	0	0	8	20	13	3	9	10	3	22	6
gene_10047	0	0	0	0	0	0	0	0	0	0	0	0
gene_10048	0	0	0	24	19	16	13	23	22	5	40	5
gene_10049	0	0	0	1	1	0	0	0	0	0	0	0
gene_1005	0	0	0	27	36	9	18	36	27	12	29	10
gene_10050	0	0	0	70	70	38	125	187	397	70	649	88
gene_10051	0	0	0	0	1	0	0	2	1	0	1	1
gene_10052	0	0	0	2	2	3	8	8	19	17	35	5
gene_10053	0	0	0	4	4	6	5	5	1	0	6	2
gene_10054	0	0	0	0	0	0	0	0	0	0	0	0
gene_10055	0	0	0	0	0	1	0	0	0	0	1	0
gene_10056	0	0	0	5	6	2	16	25	28	5	24	9
gene_10057	0	0	0	33	36	26	20	24	29	7	47	6
gene_10058	0	0	0	21	14	19	6	14	27	2	20	3
gene_10059	0	0	0	1	0	0	1	1	2	0	0	0
gene_1006	0	0	0	22	18	21	9	27	32	6	37	13
gene_10060	0	0	0	22	29	29	13	33	31	13	53	19
gene_10061	0	0	0	4	5	3	1	9	8	11	12	4
gene_10062	0	0	0	95	80	45	92	138	107	29	173	38
gene_10063	0	0	0	0	0	0	0	0	0	0	0	0
gene_10064	0	0	0	1	1	1	3	3	4	0	9	4
gene_10065	0	0	0	144	104	89	78	102	96	26	208	43
gene_10066	0	0	0	3	1	0	4	3	4	0	8	0
gene_10067	0	0	0	0	0	0	0	0	0	1	1	1
gene_10068	0	0	0	34	41	34	18	55	34	12	80	20
gene_10069	0	0	0	6	3	2	1	4	15	5	10	4
gene_1007	0	0	0	6	8	7	4	17	16	11	26	10
gene_10070	0	0	0	1	1	0	0	1	1	0	3	0
gene_10071	0	0	0	3	10	6	19	26	13	8	29	4
gene_10072	0	0	0	61	62	45	53	70	67	15	114	38
gene_10073	0	0	0	3	2	2	1	2	1	0	2	1
gene_10074	0	0	0	0	0	0	0	0	0	0	0	0
gene_10075	0	0	0	191	170	106	107	183	140	41	299	88
gene_10076	0	0	0	103	138	68	82	128	121	39	247	50
gene_10077	0	0	0	42	35	23	20	31	33	7	35	18
gene_10078	0	0	0	8	9	6	7	7	12	10	16	3
gene_10079	0	0	0	10	13	8	2	11	16	3	9	1
gene_1008	0	0	0	0	0	0	0	0	0	0	0	0
gene_10080	0	0	0	0	0	0	0	0	1	0	0	0
gene_10081	0	0	0	4	7	5	4	7	9	1	16	1
gene_10082	0	0	0	119	17	46	24	63	84	4	98	34
gene_10083	0	0	0	59	58	24	47	79	106	21	147	32
gene_10084	0	0	0	0	0	0	0	0	0	0	0	0
gene_10085	0	0	0	0	1	0	1	0	0	0	1	1
gene_10086	0	0	0	1	3	1	0	0	0	0	0	0
gene_10087	0	0	0	0	0	0	0	0	0	0	0	0
gene_10088	0	0	0	0	0	0	0	0	0	0	0	0
gene_10089	0	0	0	5	0	1	1	6	1	2	0	0
gene_1009	0	0	0	1	2	0	1	1	1	0	0	1
gene_10090	0	0	0	28	24	18	34	51	45	14	72	21
gene_10091	0	0	0	98	108	73	118	243	238	68	290	75
gene_10092	0	0	0	24	18	8	6	16	16	8	23	4
gene_10093	0	0	0	34	25	28	48	76	55	22	59	39
gene_10094	0	0	0	40	47	21	17	38	39	11	39	4
gene_10095	0	0	0	7	20	7	4	14	20	3	31	4
gene_10096	0	0	0	8	9	5	2	5	8	0	10	3
gene_10097	0	0	0	7	15	9	2	12	8	1	7	3
gene_10098	0	0	0	0	0	0	0	0	0	0	0	0
gene_10099	0	0	0	0	1	0	0	0	0	0	0	0
gene_101	0	0	0	1	1	0	3	5	5	1	9	3
gene_1010	0	0	0	50	53	23	23	49	41	8	78	27
gene_10100	0	0	0	3	5	2	1	2	4	1	4	1
gene_10101	0	0	0	0	0	0	0	0	0	0	1	0
gene_10102	0	0	0	0	0	0	0	0	0	0	0	0
gene_10103	0	0	0	1	0	0	0	1	1	0	1	0
gene_10104	0	0	0	0	0	0	0	0	0	0	0	0
gene_10105	0	0	0	0	1	0	2	0	0	1	1	0
gene_10106	0	0	0	0	0	0	1	1	0	0	6	0
gene_10107	0	0	0	33	32	16	24	45	36	21	57	21
gene_10108	0	0	0	0	0	0	0	0	0	0	0	0
gene_10109	0	0	0	0	4	0	0	1	3	0	0	0
gene_1011	0	0	0	0	0	0	0	0	0	0	0	0
gene_10110	0	0	0	2	1	2	1	0	1	1	1	0
gene_10111	0	0	0	1	0	0	0	1	0	2	1	0
gene_10112	0	0	0	16	12	12	9	17	8	2	16	9
gene_10113	0	0	0	9	11	5	0	7	4	2	8	6
gene_10114	0	0	0	0	0	0	0	0	0	0	0	0
gene_10115	0	0	0	3	1	0	0	1	1	0	2	0
gene_10116	0	0	0	10	8	4	10	5	3	2	12	2
gene_10117	0	0	0	2	2	1	2	2	2	0	0	1
gene_10118	0	0	0	12	21	8	8	14	11	8	19	4
gene_10119	0	0	0	27	31	19	22	19	23	12	74	8
gene_1012	0	0	0	65	85	35	33	76	76	23	119	37
gene_10120	0	0	0	1	0	0	0	5	4	1	8	0
gene_10121	0	0	0	5	3	2	5	5	10	0	14	2
gene_10122	0	0	0	206	165	86	70	85	110	23	143	28
gene_10123	0	0	0	18	16	10	15	25	24	12	33	4
gene_10124	0	0	0	1	4	2	4	7	7	4	11	2
gene_10125	0	0	0	82	55	41	57	108	118	30	157	33
gene_10126	0	0	0	17	12	12	5	19	16	6	25	4
gene_10127	0	0	0	0	0	0	0	1	0	0	0	0
gene_10128	0	0	0	24	8	5	73	64	50	23	108	11
gene_10129	0	0	0	1	4	0	0	2	3	0	1	0
gene_1013	0	0	0	14	13	5	5	10	22	3	15	3
gene_10130	0	0	0	0	0	0	0	0	1	0	1	0
gene_10131	0	0	0	71	48	52	60	86	85	46	120	24
gene_10132	0	0	0	11	6	5	19	22	20	10	96	7
gene_10133	0	0	0	21	26	13	35	26	38	39	106	19
gene_10134	0	0	0	2	1	2	7	9	11	0	20	3
gene_10135	0	0	0	4	0	6	3	3	9	1	0	1
gene_10136	0	0	0	4	2	0	9	5	12	3	18	5
gene_10137	0	0	0	13	14	6	7	7	17	6	29	5
gene_10138	0	0	0	69	72	32	69	108	125	33	155	29
gene_10139	0	0	0	35	30	18	19	35	38	9	50	4
gene_1014	0	0	0	22	27	14	14	42	38	13	42	13
gene_10140	0	0	0	13	10	5	12	9	10	1	22	5
gene_10141	0	0	0	0	1	0	3	1	5	0	9	1
gene_10142	0	0	0	44	42	31	29	49	38	12	56	14
gene_10143	0	0	0	6	14	8	3	25	15	3	10	3
gene_10144	0	0	0	6	11	8	6	14	3	4	8	1
gene_10145	0	0	0	1	4	0	7	9	6	0	10	1
gene_10146	0	0	0	0	0	0	0	2	0	1	0	0
gene_10147	0	0	0	14	18	13	9	20	9	4	28	4
gene_10148	0	0	0	1	0	3	0	0	1	0	1	3
gene_10149	0	0	0	3	1	0	0	4	1	2	0	0
gene_1015	0	0	0	43	34	17	19	45	43	3	62	14
gene_10150	0	0	0	6	9	9	12	19	14	4	22	9
gene_10151	0	0	0	23	20	13	20	27	29	7	43	8
gene_10152	0	0	0	4	3	3	3	9	15	0	13	6
gene_10153	0	0	0	67	59	42	5	9	15	4	19	2
gene_10154	0	0	0	1	1	0	0	1	0	0	2	0
gene_10155	0	0	0	7	14	10	11	13	17	2	27	3
gene_10156	0	0	0	15	5	4	8	10	18	6	16	5
gene_10157	0	0	0	14	23	4	6	6	7	4	23	3
gene_10158	0	0	0	7	12	3	5	11	11	2	10	4
gene_10159	0	0	0	0	0	1	0	1	0	1	3	0
gene_1016	0	0	0	19	20	10	12	19	19	4	26	8
gene_10160	0	0	0	0	1	0	3	1	5	0	2	0
gene_10161	0	0	0	1	0	1	0	0	0	2	2	1
gene_10162	0	0	0	12	16	10	10	22	24	4	34	11
gene_10163	0	0	0	3	2	0	0	0	3	0	1	1
gene_10164	0	0	0	6	6	9	10	9	14	0	16	3
gene_10165	0	0	0	0	0	0	0	0	0	0	0	1
gene_10166	0	0	0	4	3	3	7	10	13	3	14	2
gene_10167	0	0	0	17	17	12	18	27	24	11	46	11
gene_10168	0	0	0	6	5	5	7	39	27	19	132	19
gene_10169	0	0	0	0	0	0	0	0	0	0	0	0
gene_1017	0	0	0	25	22	16	13	19	31	9	38	4
gene_10170	0	0	0	1	1	0	0	2	6	1	6	0
gene_10171	0	0	0	19	23	4	17	26	35	9	73	9
gene_10172	0	0	0	0	0	0	0	0	1	0	0	0
gene_10173	0	0	0	1	0	2	0	5	3	1	2	0
gene_10174	0	0	0	0	0	0	0	0	0	0	0	0
gene_10175	0	0	0	7	1	1	4	2	9	1	8	5
gene_10176	0	0	0	0	0	0	0	0	0	0	0	0
gene_10177	0	0	0	0	0	0	0	0	0	0	0	0
gene_10178	0	0	0	0	0	0	0	0	0	0	0	0
gene_10179	0	0	0	0	0	0	0	0	0	0	0	0
gene_1018	0	0	0	5	5	9	6	10	10	1	10	7
gene_10180	0	0	0	0	0	0	0	0	0	0	0	0
gene_10181	0	0	0	0	0	0	0	0	0	0	0	0
gene_10182	0	0	0	0	0	0	0	0	0	0	0	0
gene_10183	0	0	0	0	0	0	0	0	0	0	0	0
gene_10184	0	0	0	12	10	2	9	13	19	2	8	6
gene_10185	0	0	0	0	0	0	0	0	0	0	0	0
gene_10186	0	0	0	0	0	0	0	0	0	0	0	0
gene_10187	0	0	0	5	3	0	5	5	3	2	10	1
gene_10188	0	0	0	0	0	0	0	0	0	0	0	0
gene_10189	0	0	0	0	0	0	0	0	0	0	0	0
gene_1019	0	0	0	22	14	5	8	9	10	3	15	4
gene_10190	0	0	0	0	0	0	0	0	0	0	1	0
gene_10191	0	0	0	0	0	0	0	0	0	0	0	0
gene_10192	0	0	0	0	0	0	0	0	0	0	0	0
gene_10193	0	0	0	0	0	0	0	0	0	0	0	0
gene_10194	0	0	0	0	0	0	0	0	0	0	0	0
gene_10195	0	0	0	0	0	0	0	0	0	0	0	0
gene_10196	0	0	0	0	0	0	0	0	0	0	0	0
gene_10197	0	0	0	0	0	0	0	0	0	0	0	0
gene_10198	0	0	0	0	0	0	0	0	0	0	0	0
gene_10199	0	0	0	0	0	0	0	0	0	0	0	0
gene_102	0	0	0	0	0	0	0	0	0	0	0	0
gene_1020	0	0	0	0	1	1	2	5	2	2	2	0
gene_10200	0	0	0	0	0	0	0	0	0	0	0	0
gene_10201	0	0	0	0	0	0	0	0	0	0	0	0
gene_10202	0	0	0	0	0	0	0	0	0	0	0	0
gene_10203	0	0	0	0	0	0	0	0	0	0	0	0
gene_10204	0	0	0	0	0	0	0	0	0	0	0	0
gene_10205	0	0	0	0	0	0	0	0	0	0	0	0
gene_10206	0	0	0	0	0	0	0	0	0	0	0	0
gene_10207	0	0	0	0	0	0	0	0	0	0	0	0
gene_10208	0	0	0	1	1	0	1	0	1	0	2	0
gene_10209	0	0	0	507	499	330	566	1701	2223	343	4010	566
gene_1021	0	0	0	0	0	0	0	0	0	0	0	0
gene_10210	0	0	0	0	0	0	0	0	0	0	0	0
gene_10211	0	0	0	0	0	0	0	0	0	0	0	0
gene_10212	0	0	0	0	0	0	0	0	0	0	0	0
gene_10213	0	0	0	0	0	0	0	0	0	0	0	0
gene_10214	0	0	0	0	0	0	0	0	0	0	0	0
gene_10215	0	0	0	0	0	0	0	0	0	0	0	0
gene_10216	0	0	0	0	0	0	0	0	0	0	0	0
gene_10217	0	0	0	0	0	0	0	0	0	0	0	0
gene_10218	0	0	0	0	0	0	0	0	0	0	0	0
gene_10219	0	0	0	0	0	0	0	0	0	0	0	0
gene_1022	0	0	0	4	4	2	2	2	5	3	7	1
gene_10220	0	0	0	0	0	0	0	0	0	0	0	0
gene_10221	0	0	0	0	0	0	0	0	0	0	0	0
gene_10222	0	0	0	0	0	0	0	0	0	0	0	0
gene_10223	0	0	0	0	0	0	1	0	2	0	1	0
gene_10224	0	0	0	0	0	0	0	0	0	0	0	0
gene_10225	0	0	0	0	0	0	0	0	0	0	0	0
gene_10226	0	0	0	1	1	1	2	1	1	1	3	0
gene_10227	0	0	0	0	0	0	0	0	0	0	0	0
gene_10228	0	0	0	0	0	0	0	0	0	0	0	0
gene_10229	0	0	0	0	0	0	0	0	0	0	0	0
gene_1023	0	0	0	0	0	0	0	0	0	0	0	0
gene_10230	0	0	0	3	3	6	0	6	9	0	3	0
gene_10231	0	0	0	0	0	0	0	0	0	0	0	0
gene_10232	0	0	0	0	0	0	0	0	0	0	1	0
gene_10233	0	0	0	0	0	0	0	0	0	0	0	0
gene_1024	0	0	0	94	107	56	117	167	133	69	274	38
gene_1025	0	0	0	110	101	69	91	127	112	43	242	45
gene_1026	0	0	0	0	0	0	0	0	0	0	0	0
gene_1027	0	0	0	16	32	16	7	15	32	9	46	12
gene_1028	0	0	0	56	74	27	108	149	78	43	314	46
gene_1029	0	0	0	0	0	0	0	0	0	0	0	1
gene_103	0	0	0	0	0	0	0	0	0	0	0	0
gene_1030	0	0	0	50	57	28	20	47	23	19	55	18
gene_1031	0	0	0	59	48	37	86	162	283	50	377	61
gene_1032	0	0	0	7	12	9	9	10	19	5	27	3
gene_1033	0	0	0	0	1	0	0	3	0	0	1	0
gene_1034	0	0	0	47	39	19	19	34	29	11	45	17
gene_1035	0	0	0	200	179	132	141	206	179	69	338	126
gene_1036	0	0	0	21	23	13	9	23	20	4	19	7
gene_1037	0	0	0	198	192	136	108	215	181	72	385	88
gene_1038	0	0	0	42	31	10	19	31	22	5	41	8
gene_1039	0	0	0	26	23	15	21	64	45	14	23	14
gene_104	0	0	0	0	0	0	0	0	0	0	0	0
gene_1040	0	0	0	108	36	45	106	206	195	39	183	76
gene_1041	0	0	0	53	35	32	27	41	55	13	75	14
gene_1042	0	0	0	23	34	13	2	17	24	6	40	4
gene_1043	0	0	0	20	23	13	13	32	13	4	40	11
gene_1044	0	0	0	74	91	55	58	127	145	49	207	61
gene_1045	0	0	0	19	8	10	17	11	13	12	26	7
gene_1046	0	0	0	3	1	0	0	2	0	0	1	0
gene_1047	0	0	0	0	3	0	0	0	0	0	0	0
gene_1048	0	0	0	0	1	4	5	5	10	0	15	2
gene_1049	0	0	0	18	24	11	8	20	14	4	20	5
gene_105	0	0	0	8	7	2	0	5	3	2	3	0
gene_1050	0	0	0	17	10	4	5	17	14	4	19	11
gene_1051	0	0	0	2	2	4	4	4	5	1	16	2
gene_1052	0	0	0	13	11	4	2	4	6	2	8	3
gene_1053	0	0	0	42	25	14	21	35	34	11	31	8
gene_1054	0	0	0	11	15	16	5	21	25	3	41	8
gene_1055	0	0	0	6	4	5	6	12	16	5	15	6
gene_1056	0	0	0	13	14	13	7	9	20	7	16	11
gene_1057	0	0	0	2	1	0	4	7	3	0	2	3
gene_1058	0	0	0	19	25	7	5	8	12	5	12	2
gene_1059	0	0	0	202	173	109	87	141	147	51	219	65
gene_106	0	0	0	20	30	23	8	14	8	9	17	10
gene_1060	0	0	0	71	84	35	47	78	64	18	94	36
gene_1061	0	0	0	5	4	4	0	4	5	2	5	2
gene_1062	0	0	0	2	5	2	3	4	6	1	14	3
gene_1063	0	0	0	5	1	4	5	14	11	5	8	7
gene_1064	0	0	0	9	6	3	5	10	15	4	21	6
gene_1065	0	0	0	19	20	12	20	23	31	10	40	22
gene_1066	0	0	0	256	189	98	179	199	230	74	195	39
gene_1067	0	0	0	57	52	35	41	107	63	24	94	40
gene_1068	0	0	0	39	27	9	10	29	25	7	38	8
gene_1069	0	0	0	0	0	0	0	0	0	0	0	0
gene_107	0	0	0	75	78	35	29	48	74	15	121	39
gene_1070	0	0	0	0	0	0	0	0	0	0	0	0
gene_1071	0	0	0	2	2	4	3	3	11	0	11	1
gene_1072	0	0	0	0	4	2	5	9	10	1	11	3
gene_1073	0	0	0	1	0	0	0	3	1	0	1	0
gene_1074	0	0	0	15	12	8	6	10	7	3	9	2
gene_1075	0	0	0	40	35	27	16	41	45	11	55	15
gene_1076	0	0	0	99	49	42	114	193	167	58	211	61
gene_1077	0	0	0	6	9	10	8	13	9	2	19	6
gene_1078	0	0	0	22	37	16	14	34	15	8	31	8
gene_1079	0	0	0	50	51	28	36	69	55	19	91	26
gene_108	0	0	0	38	43	25	15	33	24	9	38	13
gene_1080	0	0	0	22	26	17	34	39	45	24	72	25
gene_1081	0	0	0	3	0	3	0	0	0	0	2	0
gene_1082	0	0	0	10	15	10	5	8	15	1	21	3
gene_1083	0	0	0	0	1	1	0	1	0	0	0	0
gene_1084	0	0	0	43	35	24	18	21	20	8	30	10
gene_1085	0	0	0	4	9	4	13	17	15	5	22	4
gene_1086	0	0	0	8	4	1	5	7	6	4	13	3
gene_1087	0	0	0	2	3	6	2	0	1	1	5	1
gene_1088	0	0	0	55	65	38	20	35	32	23	58	16
gene_1089	0	0	0	22	13	19	8	19	11	1	16	3
gene_109	0	0	0	33	48	7	8	37	25	13	40	12
gene_1090	0	0	0	25	20	14	20	52	38	10	61	14
gene_1091	0	0	0	49	24	16	31	47	55	10	84	19
gene_1092	0	0	0	13	29	9	10	11	18	7	35	9
gene_1093	0	0	0	36	26	18	9	20	20	8	28	6
gene_1094	0	0	0	0	0	0	0	0	0	0	0	0
gene_1095	0	0	0	5	1	1	8	11	10	1	7	3
gene_1096	0	0	0	5	5	3	6	11	9	2	16	3
gene_1097	0	0	0	3	6	2	4	2	4	0	7	0
gene_1098	0	0	0	32	20	15	13	23	19	9	45	10
gene_1099	0	0	0	175	181	101	122	165	149	55	314	90
gene_11	0	0	0	28	48	18	20	20	50	17	58	14
gene_110	0	0	0	16	15	3	4	9	10	7	17	5
gene_1100	0	0	0	51	54	38	39	44	36	13	69	22
gene_1101	0	0	0	225	191	144	108	119	154	33	227	61
gene_1102	0	0	0	1	0	4	0	1	1	0	1	0
gene_1103	0	0	0	45	86	44	2	27	28	6	52	24
gene_1104	0	0	0	3	2	1	8	8	5	2	6	3
gene_1105	0	0	0	29	31	11	16	14	12	3	28	2
gene_1106	0	0	0	42	48	24	18	26	30	12	45	24
gene_1107	0	0	0	13	8	6	5	11	11	1	15	1
gene_1108	0	0	0	13	11	6	11	24	29	11	41	5
gene_1109	0	0	0	39	44	29	51	68	73	20	89	35
gene_111	0	0	0	0	0	0	0	0	0	0	0	0
gene_1110	0	0	0	1	0	0	0	1	1	0	2	0
gene_1111	0	0	0	8	14	17	9	11	14	2	25	3
gene_1112	0	0	0	2	0	0	0	0	2	1	0	0
gene_1113	0	0	0	81	55	39	19	74	53	23	98	31
gene_1114	0	0	0	1	1	3	0	1	1	2	2	0
gene_1115	0	0	0	85	88	83	63	77	71	26	194	55
gene_1116	0	0	0	17	17	7	8	15	11	11	30	2
gene_1117	0	0	0	1	8	5	7	14	10	2	10	2
gene_1118	0	0	0	26	10	23	12	34	38	15	34	17
gene_1119	0	0	0	39	49	21	24	47	49	21	65	18
gene_112	0	0	0	0	0	0	0	0	0	0	0	0
gene_1120	0	0	0	75	74	53	48	96	88	33	124	26
gene_1121	0	0	0	0	0	0	0	0	0	0	0	0
gene_1122	0	0	0	0	0	0	0	0	0	0	0	0
gene_1123	0	0	0	72	59	45	70	105	91	20	145	35
gene_1124	0	0	0	6	5	7	5	12	8	5	20	2
gene_1125	0	0	0	6	14	9	5	9	9	2	22	11
gene_1126	0	0	0	3	4	11	4	16	10	9	14	16
gene_1127	0	0	0	4	9	11	3	5	14	3	14	3
gene_1128	0	0	0	48	57	26	13	43	58	10	87	7
gene_1129	0	0	0	0	0	0	0	1	10	7	66	0
gene_113	0	0	0	0	1	0	0	2	3	1	2	1
gene_1130	0	0	0	3	2	0	4	6	13	1	3	1
gene_1131	0	0	0	380	392	265	24	94	107	39	295	60
gene_1132	0	0	0	24	15	22	7	22	11	2	27	8
gene_1133	0	0	0	0	0	0	0	0	0	0	0	0
gene_1134	0	0	0	11	14	14	1	10	7	0	11	1
gene_1135	0	0	0	20	14	12	17	29	21	11	36	10
gene_1136	0	0	0	26	41	13	16	45	38	7	59	9
gene_1137	0	0	0	8	9	3	2	4	8	0	9	5
gene_1138	0	0	0	25	35	15	6	10	13	2	16	4
gene_1139	0	0	0	3	1	0	3	6	1	0	2	0
gene_114	0	0	0	90	77	55	35	66	47	14	68	12
gene_1140	0	0	0	0	0	0	0	4	2	1	7	3
gene_1141	0	0	0	16	14	7	20	28	22	7	16	9
gene_1142	0	0	0	16	12	8	12	11	29	11	34	10
gene_1143	0	0	0	9	9	12	22	20	28	11	31	11
gene_1144	0	0	0	11	11	4	10	19	17	2	56	9
gene_1145	0	0	0	0	0	0	0	0	1	0	0	0
gene_1146	0	0	0	3	4	2	0	6	1	1	3	4
gene_1147	0	0	0	0	0	0	0	0	0	0	0	0
gene_1148	0	0	0	0	0	0	0	0	0	0	0	0
gene_1149	0	0	0	41	16	15	16	33	12	4	28	5
gene_115	0	0	0	15	11	6	8	20	23	4	30	11
gene_1150	0	0	0	7	10	2	5	5	3	1	11	4
gene_1151	0	0	0	21	12	10	8	20	18	4	39	6
gene_1152	0	0	0	4	4	3	17	13	14	4	11	6
gene_1153	0	0	0	8	4	3	4	1	5	1	2	0
gene_1154	0	0	0	3	2	7	5	7	3	1	4	0
gene_1155	0	0	0	30	35	21	10	13	25	8	24	5
gene_1156	0	0	0	0	0	0	0	0	2	0	0	0
gene_1157	0	0	0	364	379	258	66	124	162	39	155	33
gene_1158	0	0	0	19	14	21	14	19	25	6	32	6
gene_1159	0	0	0	34	27	18	22	33	42	17	78	22
gene_116	0	0	0	0	0	0	0	0	1	0	0	0
gene_1160	0	0	0	101	84	45	43	88	103	17	132	48
gene_1161	0	0	0	21	20	8	2	9	5	4	13	11
gene_1162	0	0	0	20	14	12	6	9	17	1	15	3
gene_1163	0	0	0	27	30	10	13	10	16	11	40	9
gene_1164	0	0	0	14	11	8	7	18	26	5	22	6
gene_1165	0	0	0	711	638	654	1139	1460	1696	582	2935	921
gene_1166	0	0	0	1	1	1	4	2	6	1	1	0
gene_1167	0	0	0	5	8	5	4	11	10	0	11	5
gene_1168	0	0	0	6	0	7	6	14	15	2	23	8
gene_1169	0	0	0	10	16	17	21	31	38	6	33	10
gene_117	0	0	0	32	9	28	12	18	23	10	40	12
gene_1170	0	0	0	14	9	5	12	26	23	2	24	5
gene_1171	0	0	0	9	10	5	5	13	9	2	15	1
gene_1172	0	0	0	4	10	7	1	11	3	0	14	7
gene_1173	0	0	0	2	5	0	3	5	4	0	6	1
gene_1174	0	0	0	33	33	20	7	23	29	14	38	11
gene_1175	0	0	0	4	1	10	2	4	8	0	12	4
gene_1176	0	0	0	0	1	4	8	0	2	9	14	1
gene_1177	0	0	0	26	24	20	15	18	39	15	32	9
gene_1178	0	0	0	26	25	17	16	27	18	9	26	6
gene_1179	0	0	0	0	3	2	5	2	0	0	2	2
gene_118	0	0	0	10	0	6	2	5	0	0	6	2
gene_1180	0	0	0	44	18	19	13	27	18	5	29	14
gene_1181	0	0	0	32	27	15	28	62	45	17	94	26
gene_1182	0	0	0	4	16	4	3	3	6	1	10	0
gene_1183	0	0	0	24	22	25	7	12	21	4	32	7
gene_1184	0	0	0	3	5	9	17	8	18	7	27	3
gene_1185	0	0	0	0	5	4	36	43	58	8	44	11
gene_1186	0	0	0	4	3	8	2	5	7	4	10	1
gene_1187	0	0	0	24	19	24	42	67	82	48	120	64
gene_1188	0	0	0	11	21	17	8	6	11	9	14	3
gene_1189	0	0	0	21	16	13	14	26	23	3	23	16
gene_119	0	0	0	22	21	16	15	6	16	12	34	13
gene_1190	0	0	0	8	4	9	12	22	17	2	23	2
gene_1191	0	0	0	19	10	9	10	15	27	8	28	13
gene_1192	0	0	0	0	0	0	0	0	0	0	0	0
gene_1193	0	0	0	14	8	4	2	12	10	2	10	3
gene_1194	0	0	0	22	26	16	21	29	42	7	39	15
gene_1195	0	0	0	0	0	0	0	1	2	1	1	0
gene_1196	0	0	0	10	18	10	7	24	22	11	19	9
gene_1197	0	0	0	47	47	27	47	67	86	28	85	32
gene_1198	0	0	0	31	21	14	19	34	46	22	57	21
gene_1199	0	0	0	0	0	0	0	0	0	0	0	0
gene_12	0	0	0	30	26	10	15	17	26	14	26	10
gene_120	0	0	0	1	5	1	1	4	2	0	7	1
gene_1200	0	0	0	0	0	0	0	0	0	0	0	0
gene_1201	0	0	0	5	11	2	4	7	4	0	4	0
gene_1202	0	0	0	0	0	0	0	0	0	0	0	0
gene_1203	0	0	0	0	0	0	0	0	0	0	0	0
gene_1204	0	0	0	0	0	1	1	7	2	1	0	0
