GeneID	GGHNG	GGHNH	GGHNN	GGHNO	GGHNP	GGHNS	GGHNT	GGHNU	GGHNW	GGAZP	GGAZS	GGHNX
gene_1850	0	0	0	12	12	11	5	25	26	6	24	5
gene_1851	0	0	0	58	46	41	32	36	31	18	74	12
gene_1852	0	0	0	18	8	7	24	18	28	7	35	7
gene_1853	0	0	0	7	3	3	4	13	9	1	8	1
gene_1854	0	0	0	23	25	14	15	24	27	8	52	11
gene_1855	0	0	0	0	3	0	0	0	0	1	0	0
gene_1856	0	0	0	5	9	2	3	2	1	3	4	4
gene_1857	0	0	0	6	6	2	1	3	1	2	5	2
gene_1858	0	0	0	19	20	14	27	34	51	16	42	7
gene_1859	0	0	0	11	8	0	22	18	16	4	30	5
gene_186	0	0	0	4	7	5	3	1	6	3	17	2
gene_1860	0	0	0	11	8	9	9	16	22	2	21	6
gene_1861	0	0	0	41	25	49	26	92	41	18	22	8
gene_1862	0	0	0	5	4	0	2	10	3	0	0	1
gene_1863	0	0	0	0	0	0	0	0	0	0	0	0
gene_1864	0	0	0	9	2	0	3	1	2	1	7	2
gene_1865	0	0	0	27	19	17	31	55	48	20	57	9
gene_1866	0	0	0	10	17	3	18	25	24	7	53	18
gene_1867	0	0	0	11	23	12	16	12	20	7	38	10
gene_1868	0	0	0	0	0	2	0	4	8	3	8	0
gene_1869	0	0	0	61	57	36	46	70	113	18	142	22
gene_187	0	0	0	19	2	17	5	14	15	8	12	4
gene_1870	0	0	0	12	12	17	8	18	23	4	19	0
gene_1871	0	0	0	0	2	2	3	9	9	1	6	2
gene_1872	0	0	0	6	3	18	5	11	12	3	13	4
gene_1873	0	0	0	31	40	23	29	40	45	13	45	12
gene_1874	0	0	0	29	14	19	30	54	63	25	58	24
gene_1875	0	0	0	0	0	0	0	0	0	0	0	0
gene_1876	0	0	0	55	48	16	20	26	45	16	64	11
gene_1877	0	0	0	72	79	29	30	21	61	15	51	10
gene_1878	0	0	0	0	0	0	0	0	0	0	0	0
gene_1879	0	0	0	1	6	5	3	7	5	2	5	0
gene_188	0	0	0	2	3	4	1	2	9	2	15	2
gene_1880	0	0	0	67	67	33	26	46	34	21	107	19
gene_1881	0	0	0	26	39	18	22	38	40	10	37	18
gene_1882	0	0	0	14	11	7	8	10	10	4	29	6
gene_1883	0	0	0	0	0	0	0	4	1	1	1	1
gene_1884	0	0	0	0	0	0	0	0	0	0	0	0
gene_1885	0	0	0	12	11	9	6	15	7	6	17	8
gene_1886	0	0	0	19	30	8	8	10	9	2	15	2
gene_1887	0	0	0	1	0	1	1	4	5	0	6	3
gene_1888	0	0	0	0	0	0	0	0	0	0	0	0
gene_1889	0	0	0	480	433	250	314	556	714	133	684	147
gene_189	0	0	0	11	2	6	4	6	6	1	15	2
gene_1890	0	0	0	488	450	293	349	719	710	152	843	179
gene_1891	0	0	0	41	33	11	25	24	23	9	32	15
gene_1892	0	0	0	15	22	10	8	15	15	3	17	4
gene_1893	0	0	0	89	93	62	29	39	38	20	72	46
gene_1894	0	0	0	27	10	11	8	102	19	4	53	8
gene_1895	0	0	0	62	69	48	40	45	54	23	108	23
gene_1896	0	0	0	134	104	49	58	85	82	34	146	44
gene_1897	0	0	0	37	13	14	5	18	20	1	19	3
gene_1898	0	0	0	12	8	5	7	15	20	3	28	8
gene_1899	0	0	0	0	1	0	0	0	0	1	0	0
gene_19	0	0	0	0	0	0	0	0	0	0	0	0
gene_190	0	0	0	48	39	38	72	127	139	12	219	20
gene_1900	0	0	0	6	3	6	12	24	24	7	24	11
gene_1901	0	0	0	7	9	9	2	5	4	1	8	4
gene_1902	0	0	0	0	0	0	0	0	0	0	0	0
gene_1903	0	0	0	4	6	2	3	12	13	0	10	2
gene_1904	0	0	0	23	34	20	23	33	23	14	50	16
gene_1905	0	0	0	15	22	25	5	20	22	3	16	15
gene_1906	0	0	0	73	70	33	31	70	40	18	69	27
gene_1907	0	0	0	16	10	1	24	18	24	6	25	7
gene_1908	0	0	0	23	16	17	16	33	21	12	65	20
gene_1909	0	0	0	7	8	1	2	9	6	3	18	5
gene_191	0	0	0	4	7	3	5	4	5	1	15	2
gene_1910	0	0	0	33	24	10	16	18	23	3	44	12
gene_1911	0	0	0	5	3	2	10	22	22	4	23	14
gene_1912	0	0	0	3	0	0	2	1	2	8	7	2
gene_1913	0	0	0	73	69	38	38	70	54	18	113	22
gene_1914	0	0	0	19	16	16	10	13	18	12	19	7
gene_1915	0	0	0	12	9	11	42	61	64	25	98	27
gene_1916	0	0	0	0	0	0	0	0	0	0	0	0
gene_1917	0	0	0	0	0	0	0	0	0	0	0	0
gene_1918	0	0	0	0	0	0	0	0	0	0	0	0
gene_1919	0	0	0	1	2	0	0	7	0	0	10	2
gene_192	0	0	0	1	0	2	7	11	14	1	15	4
gene_1920	0	0	0	0	0	0	0	0	0	0	0	0
gene_1921	0	0	0	52	60	26	44	65	68	8	110	23
gene_1922	0	0	0	25	16	15	13	22	34	3	24	13
gene_1923	0	0	0	0	0	0	0	0	0	1	0	2
gene_1924	0	0	0	0	0	0	0	2	1	0	1	0
gene_1925	0	0	0	18	16	6	7	16	24	4	45	9
gene_1926	0	0	0	14	8	5	14	17	13	6	20	4
gene_1927	0	0	0	403	237	266	208	433	572	92	642	131
gene_1928	0	0	0	6	6	11	12	23	22	5	39	8
gene_1929	0	0	0	23	30	22	26	57	40	16	60	13
gene_193	0	0	0	1	0	0	5	7	6	2	9	7
gene_1930	0	0	0	1	0	0	0	2	0	0	0	0
gene_1931	0	0	0	47	48	32	14	40	47	22	76	21
gene_1932	0	0	0	8	6	7	1	5	11	0	11	2
gene_1933	0	0	0	0	1	5	2	3	5	1	4	2
gene_1934	0	0	0	6	5	6	7	9	17	4	20	5
gene_1935	0	0	0	40	31	41	23	64	41	20	68	38
gene_1936	0	0	0	38	19	19	17	28	32	7	58	9
gene_1937	0	0	0	90	72	62	31	47	45	21	66	14
gene_1938	0	0	0	14	7	15	6	18	20	3	16	3
gene_1939	0	0	0	0	0	1	0	3	1	0	4	0
gene_194	0	0	0	0	0	0	0	0	0	0	0	0
gene_1940	0	0	0	41	36	8	69	93	85	18	123	33
gene_1941	0	0	0	10	13	9	5	31	19	6	25	7
gene_1942	0	0	0	23	20	11	15	25	18	8	29	5
gene_1943	0	0	0	16	11	4	1	1	6	2	8	4
gene_1944	0	0	0	0	0	0	0	1	0	0	1	0
gene_1945	0	0	0	7	9	4	2	14	0	3	14	2
gene_1946	0	0	0	7	10	11	32	34	59	18	67	40
gene_1947	0	0	0	6	2	2	0	3	4	1	6	2
gene_1948	0	0	0	6	4	9	0	2	1	0	4	0
gene_1949	0	0	0	5	4	3	23	18	30	12	24	1
gene_195	0	0	0	0	0	0	0	0	0	0	0	0
gene_1950	0	0	0	27	20	5	6	17	15	8	36	15
gene_1951	0	0	0	0	0	0	0	0	0	0	0	0
gene_1952	0	0	0	14	14	11	6	5	20	4	15	6
gene_1953	0	0	0	0	0	0	0	1	0	0	0	0
gene_1954	0	0	0	0	0	0	0	0	0	0	0	0
gene_1955	0	0	0	0	0	0	0	0	0	0	0	0
gene_1956	0	0	0	42	41	13	9	8	8	7	39	13
gene_1957	0	0	0	28	28	15	21	45	33	13	62	16
gene_1958	0	0	0	7	7	3	20	24	39	6	51	11
gene_1959	0	0	0	39	48	25	32	45	44	17	87	28
gene_196	0	0	0	16	21	8	12	19	37	13	26	8
gene_1960	0	0	0	58	40	37	28	32	44	22	74	20
gene_1961	0	0	0	15	10	7	7	8	20	2	19	3
gene_1962	0	0	0	6	14	16	38	57	60	49	117	21
gene_1963	0	0	0	7	5	9	6	19	11	6	26	7
gene_1964	0	0	0	10	4	8	2	16	22	5	22	1
gene_1965	0	0	0	4	5	3	5	9	11	2	17	2
gene_1966	0	0	0	28	22	10	25	42	44	19	82	15
gene_1967	0	0	0	237	217	149	192	320	333	84	524	148
gene_1968	0	0	0	4	9	8	2	13	12	7	15	4
gene_1969	0	0	0	184	144	132	220	460	498	112	591	180
gene_197	0	0	0	59	69	26	38	50	68	18	92	27
gene_1970	0	0	0	0	0	0	0	0	0	0	0	0
gene_1971	0	0	0	0	0	0	0	0	0	0	0	0
gene_1972	0	0	0	0	0	1	0	0	0	0	0	1
gene_1973	0	0	0	5	2	3	4	4	6	0	10	3
gene_1974	0	0	0	49	24	22	60	53	67	26	116	31
gene_1975	0	0	0	0	1	0	0	0	0	0	0	0
gene_1976	0	0	0	12	11	10	6	6	5	2	11	5
gene_1977	0	0	0	14	21	15	32	55	69	10	85	30
gene_1978	0	0	0	19	31	13	12	23	20	8	49	10
gene_1979	0	0	0	1	1	1	1	2	2	0	4	0
gene_198	0	0	0	3	0	1	1	0	0	0	2	0
gene_1980	0	0	0	0	0	0	0	0	0	0	0	0
gene_1981	0	0	0	0	1	0	0	0	1	0	2	1
gene_1982	0	0	0	4	7	7	6	8	5	5	12	2
gene_1983	0	0	0	106	95	74	42	52	47	20	87	13
gene_1984	1	0	0	196	176	108	93	144	129	53	291	71
gene_1985	0	0	0	0	0	0	0	0	0	0	0	0
gene_1986	0	0	0	1	5	2	13	11	5	8	48	2
gene_1987	0	0	0	19	8	13	7	11	20	9	32	6
gene_1988	0	0	0	9	6	4	5	16	17	7	21	1
gene_1989	0	0	0	4	4	3	6	5	13	2	7	3
gene_199	0	0	0	36	40	24	34	47	24	7	61	14
gene_1990	0	0	0	29	18	4	9	11	10	3	6	3
gene_1991	0	0	0	50	45	28	40	61	60	16	62	15
gene_1992	0	0	0	47	57	37	37	50	62	26	110	20
gene_1993	0	0	0	0	0	0	0	0	0	0	0	0
gene_1994	0	0	0	20	19	15	5	16	18	1	16	1
gene_1995	0	0	0	19	35	8	19	25	21	6	26	5
gene_1996	0	0	0	57	49	15	23	38	34	13	60	22
gene_1997	0	0	0	3	4	2	2	4	5	1	1	1
gene_1998	0	0	0	66	66	41	36	58	49	26	82	14
gene_1999	0	0	0	3	5	5	6	6	4	0	11	3
gene_2	0	0	0	0	0	0	0	0	0	0	0	0
gene_20	0	0	0	0	0	0	0	0	0	0	0	0
gene_200	0	0	0	20	12	5	15	25	20	7	40	6
gene_2000	0	0	0	0	0	3	0	6	4	1	3	0
gene_2001	0	0	0	35	36	29	76	125	115	21	110	12
gene_2002	0	0	0	13	10	7	6	13	3	5	4	3
gene_2003	0	0	0	6	8	2	12	7	15	8	16	8
gene_2004	0	0	0	23	15	15	12	27	22	11	31	8
gene_2005	0	0	0	0	0	0	0	0	0	0	0	0
gene_2006	0	0	0	2	6	0	0	1	7	0	7	2
gene_2007	0	0	0	1	0	0	0	0	1	0	0	3
gene_2008	0	0	0	23	28	17	28	40	60	16	46	7
gene_2009	0	0	0	6	19	8	9	10	20	8	32	3
gene_201	0	0	0	1	3	4	13	17	15	1	19	9
gene_2010	0	0	0	1	7	1	4	11	7	1	15	8
gene_2011	0	0	0	30	25	20	17	26	20	11	26	5
gene_2012	0	0	0	37	29	16	31	39	37	8	58	11
gene_2013	0	0	0	31	24	19	11	15	28	10	47	7
gene_2014	0	0	0	0	0	0	0	0	0	0	0	0
gene_2015	0	0	0	30	24	15	3	8	7	1	25	7
gene_2016	0	0	0	1	3	3	2	3	0	0	1	0
gene_2017	0	0	0	1	2	5	5	6	7	2	17	4
gene_2018	0	0	0	0	0	2	0	1	1	0	1	0
gene_2019	0	0	0	0	0	0	0	0	0	0	0	0
gene_202	0	0	0	2	4	15	2	3	2	0	3	0
gene_2020	0	0	0	24	27	10	8	14	15	11	32	11
gene_2021	0	0	0	9	17	1	3	6	2	1	6	4
gene_2022	0	0	0	70	79	48	52	71	70	20	140	25
gene_2023	0	0	0	22	37	14	17	24	28	6	41	4
gene_2024	0	0	0	42	21	11	7	23	11	3	25	4
gene_2025	0	0	0	98	68	37	80	106	98	55	240	40
gene_2026	0	0	0	12	17	6	9	7	6	2	15	1
gene_2027	0	0	0	57	40	34	40	40	51	15	76	10
gene_2028	0	0	0	0	1	1	2	2	3	1	2	2
gene_2029	0	0	0	0	1	2	1	1	0	2	2	0
gene_203	0	0	0	0	0	0	0	0	0	0	0	0
gene_2030	0	0	0	1	1	0	1	0	0	0	1	1
gene_2031	0	0	0	127	129	70	113	163	150	46	237	67
gene_2032	0	0	0	0	1	1	5	5	3	0	4	0
gene_2033	0	0	0	18	19	6	7	5	4	3	11	5
gene_2034	0	0	0	118	120	92	77	150	131	48	245	69
gene_2035	0	0	0	22	18	7	12	45	48	7	50	8
gene_2036	0	0	0	12	16	7	5	12	14	5	10	2
gene_2037	0	0	0	21	23	8	10	19	11	4	41	10
gene_2038	0	0	0	12	6	4	8	6	9	2	21	4
gene_2039	0	0	0	20	26	20	14	30	25	6	57	6
gene_204	0	0	0	3	6	7	8	11	15	2	14	1
gene_2040	0	0	0	26	43	16	16	20	12	12	20	3
gene_2041	0	0	0	79	61	35	150	166	193	61	255	88
gene_2042	0	0	0	51	62	20	46	57	63	19	90	10
gene_2043	0	0	0	22	27	11	16	25	17	5	31	5
gene_2044	0	0	0	25	20	11	16	32	33	14	42	12
gene_2045	0	0	0	16	11	11	11	19	22	6	32	6
gene_2046	0	0	0	1	6	0	0	4	2	1	0	0
gene_2047	0	0	0	21	13	15	69	67	65	32	99	35
gene_2048	0	0	0	72	70	32	10	24	14	11	52	13
gene_2049	0	0	0	17	27	23	10	25	31	13	50	20
gene_205	0	0	0	5	7	5	4	6	3	3	4	2
gene_2050	0	0	0	77	72	43	36	61	64	26	106	30
gene_2051	0	0	0	129	100	182	158	295	464	84	368	195
gene_2052	0	0	0	59	87	12	68	122	60	21	180	37
gene_2053	0	0	0	0	0	0	0	4	1	0	5	1
gene_2054	0	0	0	8	10	2	4	15	7	1	15	1
gene_2055	0	0	0	206	100	64	117	204	233	60	261	53
gene_2056	0	0	0	3	4	1	0	0	0	0	3	1
gene_2057	0	0	0	9	9	9	7	10	9	4	32	5
gene_2058	0	0	0	230	312	237	275	417	526	142	720	134
gene_2059	0	0	0	18	29	13	17	5	20	4	28	6
gene_206	0	0	0	7	3	1	2	3	4	1	8	1
gene_2060	0	0	0	12	10	11	5	12	8	4	11	3
gene_2061	0	0	0	0	0	0	0	0	0	0	0	0
gene_2062	0	0	0	3	1	3	1	7	8	1	0	0
gene_2063	0	0	0	24	6	8	10	12	14	6	8	3
gene_2064	0	0	0	65	49	63	45	70	74	18	118	30
gene_2065	0	0	0	0	1	0	0	0	0	0	0	0
gene_2066	0	0	0	3	2	2	0	7	12	3	5	1
gene_2067	0	0	0	2	1	0	1	3	1	0	1	0
gene_2068	0	0	0	0	0	0	0	0	0	0	0	0
gene_2069	0	0	0	17	12	6	20	24	28	9	41	4
gene_207	0	0	0	1	2	0	1	2	4	3	2	2
gene_2070	0	0	0	12	7	9	21	19	21	6	39	9
gene_2071	0	0	0	34	21	21	14	32	42	11	38	9
gene_2072	0	0	0	0	0	0	0	0	1	0	0	0
gene_2073	0	0	0	76	90	51	65	105	84	37	104	28
gene_2074	0	0	0	13	21	15	16	29	24	2	21	9
gene_2075	0	0	0	14	21	7	8	17	9	5	37	10
gene_2076	0	0	0	2	0	0	1	1	0	2	0	0
gene_2077	0	0	0	31	30	26	22	56	83	20	77	24
gene_2078	0	0	0	4	7	4	2	9	18	0	7	9
gene_2079	0	0	0	10	11	2	10	3	6	2	9	7
gene_208	0	0	0	25	19	19	16	18	25	11	49	14
gene_2080	0	0	0	0	2	2	3	2	1	0	7	1
gene_2081	0	0	0	24	34	13	8	11	10	2	15	9
gene_2082	0	0	0	0	0	0	0	0	0	0	0	0
gene_2083	0	0	0	10	9	8	12	14	20	8	33	11
gene_2084	0	0	0	0	0	0	0	2	1	0	5	1
gene_2085	0	0	0	4	1	2	2	8	10	0	5	3
gene_2086	0	0	0	0	0	0	0	0	0	0	0	0
gene_2087	0	0	0	1	0	0	0	0	0	0	0	0
gene_2088	0	0	0	12	9	3	6	11	14	3	21	3
gene_2089	0	0	0	73	77	35	46	66	97	18	143	32
gene_209	0	0	0	0	0	0	0	0	0	0	0	0
gene_2090	0	0	0	0	1	4	0	1	1	0	0	2
gene_2091	0	0	0	25	16	13	7	16	12	11	32	14
gene_2092	0	0	0	30	21	7	33	39	48	12	71	18
gene_2093	0	0	0	42	49	30	23	37	63	14	39	10
gene_2094	0	0	0	17	6	12	7	11	5	6	27	6
gene_2095	0	0	0	0	0	0	0	0	0	0	0	0
gene_2096	0	0	0	154	116	61	71	143	144	32	198	56
gene_2097	0	0	0	10	14	16	28	18	31	16	53	16
gene_2098	0	0	0	1	0	0	1	0	1	5	1	2
gene_2099	0	0	0	33	26	18	11	22	31	8	35	9
gene_21	0	0	0	0	0	0	0	0	0	0	0	0
gene_210	0	0	0	11	15	5	7	12	15	2	24	8
gene_2100	0	0	0	2	5	1	0	5	0	0	2	0
gene_2101	0	0	0	25	21	16	9	12	13	2	34	15
gene_2102	0	0	0	18	23	6	4	12	11	3	15	0
gene_2103	0	0	0	7	13	4	4	2	6	1	10	5
gene_2104	0	0	0	0	0	0	0	0	1	0	0	0
gene_2105	0	0	0	5	5	4	1	6	1	0	6	1
gene_2106	0	0	0	10	18	12	14	15	12	7	15	6
gene_2107	0	0	0	48	34	35	27	57	52	11	65	27
gene_2108	0	0	0	2	5	5	6	10	14	3	14	4
gene_2109	0	0	0	15	11	2	15	24	35	3	38	3
gene_211	0	0	0	5	5	0	1	2	1	0	8	3
gene_2110	0	0	0	0	0	0	0	0	0	0	0	0
gene_2111	0	0	0	49	48	24	22	37	35	24	94	22
gene_2112	0	0	0	0	0	1	2	2	0	1	0	0
gene_2113	0	0	0	5	8	4	5	4	3	1	12	3
gene_2114	0	0	0	26	38	21	18	31	47	14	94	18
gene_2115	0	0	0	6	11	4	11	10	4	0	16	1
gene_2116	0	0	0	9	4	10	15	17	16	6	19	5
gene_2117	0	0	0	160	72	100	97	176	125	32	288	38
gene_2118	0	0	0	52	45	42	72	84	78	17	157	29
gene_2119	0	0	0	25	18	17	23	31	46	11	29	9
gene_212	0	0	0	203	170	92	104	155	197	62	294	67
gene_2120	0	0	0	16	13	15	14	23	12	7	31	5
gene_2121	0	0	0	65	34	30	29	43	66	18	85	14
gene_2122	0	0	0	5	7	2	1	12	4	2	13	6
gene_2123	0	0	0	41	31	22	21	34	37	13	57	11
gene_2124	0	0	0	31	26	25	7	27	18	5	31	6
gene_2125	0	0	0	60	44	26	27	57	50	18	91	8
gene_2126	0	0	0	18	14	12	8	20	25	4	36	9
gene_2127	0	0	0	47	42	16	27	55	91	6	71	18
gene_2128	0	0	0	34	31	15	27	42	49	16	74	11
gene_2129	0	0	0	13	10	8	5	16	18	5	38	4
gene_213	0	0	0	6	9	10	12	13	10	2	23	3
gene_2130	0	0	0	6	9	8	28	26	22	8	33	13
gene_2131	0	0	0	8	5	2	2	0	6	0	5	0
gene_2132	0	0	0	118	110	67	61	123	105	40	197	41
gene_2133	0	0	0	0	0	0	0	0	0	0	0	0
gene_2134	0	0	0	50	55	22	33	74	50	20	83	20
gene_2135	0	0	0	17	20	13	12	34	38	9	35	13
gene_2136	0	0	0	14	9	9	8	17	23	8	31	6
gene_2137	0	0	0	1	4	7	8	6	8	3	12	3
gene_2138	0	0	0	2	3	3	0	0	4	0	5	5
gene_2139	0	0	0	12	4	8	11	8	19	2	20	4
gene_214	0	0	0	34	22	14	15	17	32	16	61	19
gene_2140	0	0	0	11	1	5	10	11	14	4	18	8
gene_2141	0	0	0	4	9	0	1	3	7	2	7	2
gene_2142	0	0	0	29	36	14	27	30	54	7	58	17
gene_2143	0	0	0	0	0	2	4	0	5	0	5	0
gene_2144	0	0	0	0	0	0	0	0	0	0	0	0
gene_2145	0	0	0	0	0	2	1	2	0	0	3	0
gene_2146	0	0	0	8	10	4	0	8	10	0	6	0
gene_2147	0	0	0	0	0	0	3	5	1	0	1	2
gene_2148	0	0	0	10	26	10	7	11	6	2	7	3
gene_2149	0	0	0	17	13	4	6	11	16	4	22	8
gene_215	0	0	0	7	2	7	9	8	11	3	18	4
gene_2150	0	0	0	0	0	0	0	0	0	0	0	0
gene_2151	0	0	0	1	1	0	0	0	2	0	0	0
gene_2152	0	0	0	3	0	0	0	0	1	0	0	0
gene_2153	0	0	0	4	2	3	6	14	8	3	12	2
gene_2154	0	0	0	12	12	12	17	31	34	7	53	12
gene_2155	0	0	0	5	4	4	5	9	5	0	9	3
gene_2156	0	0	0	29	28	17	34	36	36	12	86	14
gene_2157	0	0	0	0	3	1	4	5	5	1	8	2
gene_2158	0	0	0	21	16	17	17	22	9	7	21	4
gene_2159	0	0	0	0	0	0	0	0	0	0	0	0
gene_216	0	0	0	28	42	16	12	31	27	4	52	14
gene_2160	0	0	0	61	41	24	15	27	26	17	28	6
gene_2161	0	0	0	21	18	21	17	29	30	10	55	18
gene_2162	0	0	0	186	128	105	130	184	234	61	402	80
gene_2163	0	0	0	20	24	7	6	8	5	6	28	7
gene_2164	0	0	0	11	16	4	6	17	13	6	24	11
gene_2165	0	0	0	9	5	4	2	11	9	3	21	7
gene_2166	0	0	0	24	35	8	6	13	7	3	23	3
gene_2167	0	0	0	23	18	7	8	22	17	7	17	5
gene_2168	0	0	0	23	16	8	5	11	8	5	10	2
gene_2169	0	0	0	3	4	3	6	3	10	0	6	1
gene_217	0	0	0	0	5	3	4	17	5	1	5	3
gene_2170	0	0	0	79	76	36	26	65	71	20	127	20
gene_2171	0	0	0	62	66	56	36	69	68	23	94	23
gene_2172	0	0	0	9	5	3	14	14	10	3	13	4
gene_2173	0	0	0	0	0	0	0	0	0	0	0	0
gene_2174	0	0	0	0	2	0	0	0	1	1	2	0
gene_2175	0	0	0	16	12	13	15	26	22	6	41	12
gene_2176	0	0	0	56	51	32	36	58	67	19	125	27
gene_2177	0	0	0	32	39	15	26	28	17	13	30	22
gene_2178	0	0	0	62	29	16	26	71	106	22	78	13
gene_2179	0	0	0	9	4	4	24	30	28	9	48	17
gene_218	0	0	0	55	31	20	5	23	27	7	35	4
gene_2180	0	0	0	1	0	1	4	2	1	1	3	1
gene_2181	0	0	0	0	0	0	0	0	0	0	0	0
gene_2182	0	0	0	0	2	3	0	1	2	0	3	1
gene_2183	0	0	0	0	0	0	0	0	0	0	0	0
gene_2184	0	0	0	6	7	2	2	4	2	1	6	1
gene_2185	0	0	0	20	19	7	3	13	17	5	31	7
gene_2186	0	0	0	15	4	9	3	6	11	1	12	1
gene_2187	0	0	0	1	0	2	0	1	4	0	1	0
gene_2188	0	0	0	7	8	6	1	5	8	1	13	0
gene_2189	0	0	0	21	13	8	29	32	34	10	60	15
gene_219	0	0	0	3	2	0	1	0	0	0	2	0
gene_2190	0	0	0	4	4	1	2	3	4	1	7	6
gene_2191	0	0	0	1	3	2	4	5	2	0	4	1
gene_2192	0	0	0	8	16	8	9	19	17	3	28	6
gene_2193	0	0	0	24	13	20	22	21	22	5	39	8
gene_2194	0	0	0	4	6	4	6	4	9	0	11	3
gene_2195	0	0	0	30	20	23	24	29	25	5	53	10
gene_2196	0	0	0	1	0	0	0	0	1	0	0	0
gene_2197	0	0	0	0	0	0	0	0	0	0	0	0
gene_2198	0	0	0	0	0	0	0	0	0	0	0	0
gene_2199	0	0	0	0	0	0	0	0	0	0	0	0
gene_22	0	0	0	22	11	17	11	14	12	4	20	6
gene_220	0	0	0	0	0	0	0	0	0	0	0	0
gene_2200	0	0	0	0	0	0	0	0	0	0	0	0
gene_2201	0	0	0	5	1	2	3	8	9	1	6	2
gene_2202	0	0	0	2	3	1	5	11	22	0	25	2
gene_2203	0	0	0	111	120	55	75	101	124	40	160	34
gene_2204	0	0	0	2	6	4	14	25	21	2	46	14
gene_2205	0	0	0	2	5	2	3	2	6	6	20	2
gene_2206	0	0	0	19	14	13	32	64	52	15	123	24
gene_2207	0	0	0	41	67	40	9	12	13	0	8	3
gene_2208	0	0	0	511	438	375	17	55	61	27	68	15
gene_2209	0	0	0	19	22	11	6	8	6	0	8	2
gene_221	0	0	0	27	18	13	7	15	22	8	30	13
gene_2210	0	0	0	45	42	21	25	42	40	21	57	11
gene_2211	0	0	0	7	7	9	6	5	13	6	9	6
gene_2212	0	0	0	43	37	26	27	34	39	18	69	13
gene_2213	0	0	0	4	3	4	5	7	5	0	9	0
gene_2214	0	0	0	3	5	5	3	5	5	0	13	1
gene_2215	0	0	0	10	7	4	4	0	3	0	4	4
gene_2216	0	0	0	17	14	10	5	18	15	8	29	3
gene_2217	0	0	0	1	1	1	0	4	2	4	5	2
gene_2218	0	0	0	0	0	0	0	0	0	0	0	0
gene_2219	0	0	0	0	0	0	0	0	0	0	0	0
gene_222	0	0	0	4	7	6	6	7	11	2	26	4
gene_2220	0	0	0	169	161	99	87	214	187	62	366	52
gene_2221	0	0	0	7	18	6	7	13	17	4	29	8
gene_2222	0	0	0	47	46	24	30	54	31	14	41	12
gene_2223	0	0	0	55	63	35	26	83	81	29	98	22
gene_2224	0	0	0	1	1	0	0	0	1	0	0	0
gene_2225	0	0	0	19	17	11	12	15	26	11	44	12
gene_2226	0	0	0	24	21	18	9	31	27	4	34	4
gene_2227	0	0	0	31	35	20	34	37	49	14	52	25
gene_2228	0	0	0	0	0	1	0	1	0	0	0	0
gene_2229	0	0	0	77	97	70	68	138	99	44	175	72
gene_223	0	0	0	13	10	6	6	11	12	3	22	5
gene_2230	0	0	0	22	19	3	4	14	9	3	20	8
gene_2231	0	0	0	0	0	0	2	2	3	0	9	0
gene_2232	0	0	0	4	16	6	5	2	9	2	11	0
gene_2233	0	0	0	17	16	15	19	37	31	15	67	29
gene_2234	0	0	0	108	84	51	62	81	53	39	107	28
gene_2235	0	0	0	116	137	78	73	105	96	34	111	28
gene_2236	0	0	0	48	58	41	24	50	51	14	63	19
gene_2237	0	0	0	9	10	5	4	6	8	3	6	1
gene_2238	0	0	0	2	2	0	0	6	2	2	13	5
gene_2239	0	0	0	76	87	34	30	64	53	28	64	10
gene_224	0	0	0	0	3	4	3	3	10	4	13	0
gene_2240	0	0	0	7	8	1	3	3	1	0	2	1
gene_2241	0	0	0	3	0	0	1	3	3	0	3	3
gene_2242	0	0	0	8	9	5	4	10	9	0	10	8
gene_2243	0	0	0	20	15	15	14	20	13	8	37	3
gene_2244	0	0	0	2	3	1	1	7	4	1	5	2
gene_2245	0	0	0	45	30	28	22	42	49	18	57	27
gene_2246	0	0	0	1	3	3	1	1	2	1	0	0
gene_2247	0	0	0	14	18	21	12	20	30	10	41	10
gene_2248	0	0	0	2	3	2	1	1	2	0	2	2
gene_2249	0	0	0	2	0	2	1	2	5	0	9	3
gene_225	0	0	0	20	10	3	9	15	8	7	31	0
gene_2250	0	0	0	15	11	7	5	7	13	3	17	4
gene_2251	0	0	0	6	6	2	10	12	7	6	10	3
gene_2252	0	0	0	5	3	9	5	12	19	3	10	2
gene_2253	0	0	0	28	28	16	23	23	36	6	46	25
gene_2254	0	0	0	34	38	19	32	39	42	7	73	15
gene_2255	0	0	0	0	2	2	3	8	4	3	5	1
gene_2256	0	0	0	0	0	0	0	3	0	0	2	0
gene_2257	0	0	0	5	5	2	7	17	8	5	11	2
gene_2258	0	0	0	58	78	44	145	170	290	70	348	65
gene_2259	0	0	0	2	2	3	3	2	10	2	5	5
gene_226	0	0	0	13	3	6	8	22	17	1	26	6
gene_2260	0	0	0	3	2	2	3	6	8	3	12	4
gene_2261	0	0	0	44	46	23	37	46	35	12	81	17
gene_2262	0	0	0	0	0	1	0	0	1	0	0	0
gene_2263	0	0	0	0	0	0	0	0	0	0	1	0
gene_2264	0	0	0	13	18	6	7	20	19	3	24	5
gene_2265	0	0	0	4	10	5	4	8	9	6	16	7
gene_2266	0	0	0	3	7	4	5	31	18	2	31	2
gene_2267	0	0	0	0	0	0	0	13	1	0	18	0
gene_2268	0	0	0	19	16	12	7	24	25	3	34	4
