GeneID	GGAAT	GGAAU	GGAAW	GGAAX	GGAAY	GGAAZ	GGABA	GGABB	GGABC	GCYUP	GCYUS	GCYUT
gene_2071	0	0	0	10	41	76	5	6	10	24	13	8
gene_2072	0	0	0	0	0	0	0	0	0	0	1	0
gene_2073	0	0	0	20	73	83	49	45	67	85	57	25
gene_2074	0	0	0	13	20	41	5	9	25	4	5	3
gene_2075	0	0	0	5	11	14	6	4	12	15	17	8
gene_2076	0	0	0	0	1	2	0	0	1	0	0	1
gene_2077	0	0	0	25	90	114	10	26	36	27	33	20
gene_2078	0	0	0	2	15	10	0	6	2	6	9	2
gene_2079	0	0	0	0	7	12	1	5	8	0	7	2
gene_208	0	0	0	0	21	35	5	9	16	19	12	7
gene_2080	0	0	0	0	0	4	1	1	0	3	0	0
gene_2081	0	0	0	2	8	18	7	3	4	8	10	1
gene_2082	0	0	0	0	0	0	0	0	0	0	0	0
gene_2083	0	0	0	2	16	18	9	6	13	12	9	17
gene_2084	0	0	0	0	0	2	1	0	4	15	5	0
gene_2085	0	0	0	0	8	4	0	1	4	2	2	1
gene_2086	0	0	0	0	0	0	0	0	0	0	0	0
gene_2087	0	0	0	0	0	0	0	0	0	0	0	0
gene_2088	0	0	0	1	18	24	3	6	7	9	2	3
gene_2089	0	0	0	21	51	105	16	22	32	46	48	20
gene_209	0	0	0	0	0	0	0	0	0	0	0	0
gene_2090	0	0	0	3	1	3	0	1	2	0	2	0
gene_2091	0	0	0	4	20	34	5	14	16	22	14	6
gene_2092	0	0	0	7	35	55	11	17	37	27	19	9
gene_2093	0	0	0	8	53	90	8	15	29	25	10	6
gene_2094	0	0	0	5	5	13	9	5	3	8	5	5
gene_2095	0	0	0	0	0	0	0	0	0	0	0	0
gene_2096	0	0	0	30	123	212	26	59	88	80	70	26
gene_2097	0	0	0	11	6	9	16	17	19	20	31	12
gene_2098	0	0	0	0	1	0	0	1	1	1	0	0
gene_2099	0	0	0	5	15	29	6	17	19	16	10	3
gene_21	0	0	0	0	0	0	0	0	0	0	0	0
gene_210	0	0	0	1	16	13	7	4	7	6	8	4
gene_2100	0	0	0	2	2	0	0	0	2	1	2	1
gene_2101	0	0	0	2	14	25	6	7	4	9	6	1
gene_2102	0	0	0	4	15	21	1	2	7	4	11	1
gene_2103	0	0	0	5	23	13	1	2	5	11	7	3
gene_2104	0	0	0	1	0	0	0	0	1	1	0	0
gene_2105	0	0	0	1	2	4	1	2	1	3	3	3
gene_2106	0	0	0	6	14	11	3	2	5	5	3	0
gene_2107	0	0	0	10	56	56	9	17	32	34	31	8
gene_2108	0	0	0	2	16	4	3	11	7	7	4	2
gene_2109	0	0	0	5	18	13	11	4	23	9	17	6
gene_211	0	0	0	0	1	5	1	1	1	0	0	1
gene_2110	0	0	0	0	0	0	0	0	0	1	0	0
gene_2111	0	0	0	9	30	35	18	28	29	35	19	20
gene_2112	0	0	0	0	2	1	0	0	0	0	0	0
gene_2113	0	0	0	2	13	9	1	1	4	4	3	0
gene_2114	0	0	0	3	18	34	15	13	29	51	22	18
gene_2115	0	0	0	2	15	6	2	9	4	3	1	1
gene_2116	0	0	0	2	18	27	3	6	15	4	5	3
gene_2117	0	0	0	33	199	327	37	77	45	55	84	39
gene_2118	0	0	0	4	64	83	25	41	36	47	47	17
gene_2119	0	0	0	0	25	37	8	15	12	16	9	9
gene_212	0	0	0	39	307	483	42	88	138	120	95	38
gene_2120	0	0	0	1	13	30	3	15	7	4	5	5
gene_2121	0	0	0	10	48	74	19	19	31	34	30	16
gene_2122	0	0	0	0	4	8	1	3	7	5	2	0
gene_2123	0	0	0	11	47	50	12	13	19	28	16	10
gene_2124	0	0	0	6	36	65	4	8	9	10	6	4
gene_2125	0	0	0	14	57	65	8	19	38	45	26	8
gene_2126	0	0	0	5	20	34	2	11	18	8	14	3
gene_2127	0	0	0	12	50	93	11	13	43	20	22	6
gene_2128	0	0	0	10	35	45	12	26	26	28	28	16
gene_2129	0	0	0	3	7	12	10	4	8	16	13	4
gene_213	0	0	0	3	16	18	3	10	8	15	8	6
gene_2130	0	0	0	2	8	11	13	16	13	12	16	6
gene_2131	0	0	0	1	7	10	1	3	1	3	2	0
gene_2132	0	0	0	29	117	196	26	57	114	69	54	27
gene_2133	0	0	0	0	0	0	0	0	1	0	1	0
gene_2134	0	0	0	28	70	130	7	18	47	11	32	12
gene_2135	0	0	0	3	26	34	7	18	33	28	25	10
gene_2136	0	0	0	3	10	19	1	8	11	17	8	5
gene_2137	0	0	0	0	1	1	3	5	4	4	3	2
gene_2138	0	0	0	0	2	3	0	1	1	2	1	2
gene_2139	0	0	0	2	9	7	2	7	8	8	8	3
gene_214	0	0	0	9	64	124	5	14	20	18	16	9
gene_2140	0	0	0	4	10	8	1	4	15	8	10	7
gene_2141	0	0	0	1	4	6	0	6	0	2	1	0
gene_2142	0	0	0	9	30	41	17	13	33	39	20	10
gene_2143	0	0	0	0	1	3	0	2	0	4	0	1
gene_2144	0	0	0	0	0	0	0	0	0	0	0	0
gene_2145	0	0	0	0	0	1	0	0	1	0	1	0
gene_2146	0	0	0	1	4	12	2	1	2	4	2	0
gene_2147	0	0	0	0	0	1	2	0	0	0	2	0
gene_2148	0	0	0	0	16	10	0	5	8	3	5	0
gene_2149	0	0	0	0	9	16	7	9	11	9	13	8
gene_215	0	0	0	3	15	21	0	2	9	3	3	2
gene_2150	0	0	0	0	0	1	0	0	0	0	0	0
gene_2151	0	0	0	1	1	5	0	0	1	8	0	0
gene_2152	0	0	0	0	0	1	0	0	0	1	0	0
gene_2153	0	0	0	3	4	6	4	5	3	2	3	7
gene_2154	0	0	0	5	13	22	11	13	12	20	18	8
gene_2155	0	0	0	2	5	6	1	3	2	4	5	3
gene_2156	0	0	0	8	20	40	11	7	32	29	44	7
gene_2157	0	0	0	0	9	11	0	1	2	3	4	3
gene_2158	0	0	0	7	22	42	3	6	9	16	10	6
gene_2159	0	0	0	0	0	0	0	0	0	0	0	0
gene_216	0	0	0	10	21	38	5	13	18	8	27	12
gene_2160	0	0	0	4	49	73	5	11	13	8	10	5
gene_2161	0	0	0	2	37	57	6	11	22	16	17	5
gene_2162	0	0	0	41	223	282	55	97	147	159	120	65
gene_2163	0	0	0	5	15	13	6	3	11	7	5	2
gene_2164	0	0	0	3	5	12	6	8	12	8	5	11
gene_2165	0	0	0	0	13	11	8	2	10	5	5	0
gene_2166	0	0	0	3	9	13	5	6	3	13	4	6
gene_2167	0	0	0	0	25	25	2	7	12	6	10	7
gene_2168	0	0	0	1	3	12	0	2	3	1	6	2
gene_2169	0	0	0	1	3	3	2	1	3	0	6	1
gene_217	0	0	0	4	6	7	0	1	9	3	6	1
gene_2170	0	0	0	16	73	110	15	32	52	46	44	23
gene_2171	0	0	0	12	61	91	12	15	43	39	25	13
gene_2172	0	0	0	1	10	20	0	6	11	3	10	2
gene_2173	0	0	0	0	0	0	2	0	0	0	0	0
gene_2174	0	0	0	0	2	3	0	0	0	1	0	1
gene_2175	0	0	0	7	28	39	9	5	8	17	8	8
gene_2176	0	0	0	8	58	64	10	28	59	53	36	7
gene_2177	0	0	0	6	24	26	1	8	11	22	14	11
gene_2178	0	0	0	16	100	144	10	34	62	19	38	13
gene_2179	0	0	0	5	8	13	14	20	12	40	25	6
gene_218	0	0	0	7	17	32	2	3	14	13	6	3
gene_2180	0	0	0	2	3	2	1	4	3	4	7	2
gene_2181	0	0	0	0	0	0	0	0	0	0	0	0
gene_2182	0	0	0	0	4	1	0	0	1	1	1	0
gene_2183	0	0	0	0	0	0	0	0	0	0	0	0
gene_2184	0	0	0	3	5	3	0	3	0	2	1	5
gene_2185	0	0	0	5	13	24	2	6	8	13	12	3
gene_2186	0	0	0	3	9	12	3	2	18	7	8	1
gene_2187	0	0	0	1	3	5	1	0	4	0	1	0
gene_2188	0	0	0	0	9	11	0	0	2	2	2	2
gene_2189	0	0	0	7	27	36	7	25	25	34	23	14
gene_219	0	0	0	0	2	2	0	0	1	0	0	0
gene_2190	0	0	0	0	4	0	0	4	2	0	3	0
gene_2191	0	0	0	0	0	2	0	1	4	3	10	0
gene_2192	0	0	0	2	15	6	1	8	11	3	12	3
gene_2193	0	0	0	4	27	31	4	8	21	15	11	4
gene_2194	0	0	0	3	1	9	2	1	6	4	1	2
gene_2195	0	0	0	10	26	43	8	18	38	19	18	9
gene_2196	0	0	0	0	0	1	0	0	5	0	2	0
gene_2197	0	0	0	0	0	0	0	0	0	0	0	0
gene_2198	0	0	0	0	0	0	0	0	0	0	0	0
gene_2199	0	0	0	0	0	0	0	0	0	0	0	0
gene_22	0	0	0	3	14	21	4	3	8	15	5	4
gene_220	0	0	0	0	0	0	0	0	0	0	0	0
gene_2200	0	0	0	0	0	0	0	0	0	0	0	0
gene_2201	0	0	0	4	10	10	2	3	6	1	2	4
gene_2202	0	0	0	0	3	4	6	3	5	19	4	1
gene_2203	0	0	0	42	120	234	33	50	96	54	56	27
gene_2204	0	0	0	1	5	7	4	16	24	15	30	9
gene_2205	0	0	0	2	4	8	0	3	17	8	16	3
gene_2206	0	0	0	5	22	30	12	13	56	41	50	27
gene_2207	0	0	0	7	12	28	1	7	16	7	9	0
gene_2208	0	0	0	28	351	437	9	22	62	22	22	12
gene_2209	0	0	0	2	14	26	2	2	9	6	3	5
gene_221	0	0	0	2	17	53	8	16	8	25	10	6
gene_2210	0	0	0	12	47	86	19	24	53	40	20	12
gene_2211	0	0	0	2	16	12	2	1	19	8	0	1
gene_2212	0	0	0	11	52	73	14	13	24	19	13	7
gene_2213	0	0	0	1	2	8	6	4	5	6	6	2
gene_2214	0	0	0	1	7	3	0	5	5	5	3	4
gene_2215	0	0	0	2	3	3	0	7	1	2	2	2
gene_2216	0	0	0	3	14	19	4	5	12	15	7	7
gene_2217	0	0	0	2	19	17	0	2	2	1	3	1
gene_2218	0	0	0	0	0	0	0	0	0	0	0	0
gene_2219	0	0	0	0	0	0	0	0	0	0	0	0
gene_222	0	0	0	4	16	9	2	2	11	7	6	2
gene_2220	0	0	0	47	275	454	43	65	146	106	106	43
gene_2221	0	0	0	6	22	19	1	8	9	6	10	1
gene_2222	0	0	0	8	25	23	15	9	21	28	23	6
gene_2223	0	0	0	9	94	102	18	33	28	43	33	15
gene_2224	0	0	0	3	4	4	1	0	0	0	1	0
gene_2225	0	0	0	3	21	35	10	10	13	27	23	9
gene_2226	0	0	0	5	9	12	5	12	14	12	18	4
gene_2227	0	0	0	10	40	52	14	9	32	30	19	10
gene_2228	0	0	0	0	0	0	0	0	0	0	0	0
gene_2229	0	0	0	12	59	113	21	41	55	59	66	34
gene_223	0	0	0	2	10	14	6	6	15	8	3	4
gene_2230	0	0	0	1	16	19	3	4	5	6	11	4
gene_2231	0	0	0	0	0	0	0	1	1	7	0	1
gene_2232	0	0	0	0	7	13	0	1	1	3	4	0
gene_2233	0	0	0	10	10	16	13	12	32	23	17	12
gene_2234	0	0	0	26	74	97	27	27	54	41	49	20
gene_2235	0	0	0	19	146	196	24	57	58	45	35	16
gene_2236	0	0	0	8	55	91	9	20	39	25	23	17
gene_2237	0	0	0	1	3	6	1	1	5	1	5	5
gene_2238	0	0	0	1	1	3	0	2	4	0	2	0
gene_2239	0	0	0	12	60	98	11	32	49	22	26	14
gene_224	0	0	0	0	2	14	3	2	4	2	1	1
gene_2240	0	0	0	0	6	5	0	0	1	0	3	0
gene_2241	0	0	0	2	3	10	0	2	3	4	3	0
gene_2242	0	0	0	1	2	8	4	2	6	6	2	3
gene_2243	0	0	0	3	17	29	5	6	18	11	6	0
gene_2244	0	0	0	1	4	6	0	0	2	1	0	1
gene_2245	0	0	0	5	109	131	8	21	33	39	39	21
gene_2246	0	0	0	0	0	2	1	2	1	1	0	0
gene_2247	0	0	0	0	40	60	1	9	9	14	5	11
gene_2248	0	0	0	0	0	3	2	0	0	0	0	0
gene_2249	0	0	0	0	3	4	0	2	2	3	2	0
gene_225	0	0	0	1	9	16	1	7	5	15	6	1
gene_2250	0	0	0	4	16	17	3	2	8	4	6	4
gene_2251	0	0	0	3	3	7	2	6	10	3	5	1
gene_2252	0	0	0	9	13	8	0	4	7	2	2	1
gene_2253	0	0	0	5	21	38	11	18	22	23	16	6
gene_2254	0	0	0	7	31	63	8	25	34	42	27	18
gene_2255	0	0	0	0	2	1	1	2	4	1	5	1
gene_2256	0	0	0	0	0	0	0	1	0	0	1	0
gene_2257	0	0	0	0	5	15	0	1	7	7	3	1
gene_2258	0	0	0	37	217	335	107	140	397	176	116	66
gene_2259	0	0	0	2	2	8	3	0	8	5	1	5
gene_226	0	0	0	2	4	10	3	8	9	15	11	4
gene_2260	0	0	0	1	8	4	5	1	15	2	3	1
gene_2261	0	0	0	7	34	43	11	17	40	23	16	11
gene_2262	0	0	0	0	1	0	0	0	0	3	0	1
gene_2263	0	0	0	0	0	0	0	0	0	0	0	0
gene_2264	0	0	0	2	22	40	1	5	18	11	4	4
gene_2265	0	0	0	1	11	19	4	2	5	22	3	2
gene_2266	0	0	0	3	17	27	2	9	6	7	10	2
gene_2267	0	0	0	0	3	2	0	2	0	3	1	0
gene_2268	0	0	0	0	13	45	2	8	22	10	10	4
gene_2269	0	0	0	9	35	31	9	9	12	13	15	6
gene_227	0	0	0	15	66	99	17	50	60	71	82	33
gene_2270	0	0	0	8	15	34	1	18	18	8	5	5
gene_2271	0	0	0	0	0	0	0	0	0	0	0	0
gene_2272	0	0	0	0	0	0	0	1	0	0	0	0
gene_2273	0	0	0	0	5	7	1	1	2	1	5	2
gene_2274	0	0	0	2	3	2	3	2	2	1	5	4
gene_2275	0	0	0	7	24	32	2	8	12	12	6	3
gene_2276	0	0	0	19	43	63	28	40	56	47	64	20
gene_2277	0	0	0	0	0	0	0	0	0	0	0	0
gene_2278	0	0	0	0	0	1	4	1	0	0	0	0
gene_2279	0	0	0	0	0	0	0	0	0	1	0	0
gene_228	0	0	0	0	2	5	4	12	5	2	3	2
gene_2280	0	0	0	58	70	119	115	147	167	337	260	163
gene_2281	0	0	0	2	13	10	0	3	3	0	3	1
gene_2282	0	0	0	0	2	1	0	0	1	0	1	0
gene_2283	0	0	0	9	14	33	7	32	30	39	18	15
gene_2284	0	0	0	0	0	0	0	0	0	0	1	0
gene_2285	0	0	0	0	4	5	4	3	9	7	12	2
gene_2286	0	0	0	1	12	18	0	6	13	2	8	0
gene_2287	0	0	0	1	9	9	0	1	3	2	3	1
gene_2288	0	0	0	6	11	10	7	6	6	16	15	3
gene_2289	0	0	0	4	3	7	0	2	6	9	5	3
gene_229	0	0	0	22	104	145	30	50	71	75	53	16
gene_2290	0	0	0	77	6	4	59	15	84	224	144	118
gene_2291	0	0	0	0	0	0	0	0	0	0	0	0
gene_2292	0	0	0	25	77	137	33	50	96	60	58	16
gene_2293	0	0	0	4	16	19	6	5	3	11	7	7
gene_2294	0	0	0	1	4	4	1	2	3	5	6	1
gene_2295	0	0	0	4	79	114	12	17	24	37	19	5
gene_2296	0	0	0	0	7	8	2	2	5	5	3	1
gene_2297	0	0	0	8	32	49	16	19	32	19	24	11
gene_2298	0	0	0	13	90	124	16	27	77	37	34	22
gene_2299	0	0	0	23	67	127	34	40	73	79	44	25
gene_23	0	0	0	13	85	108	31	46	59	66	77	42
gene_230	0	0	0	23	192	291	32	47	64	93	48	20
gene_2300	0	0	0	2	3	20	1	3	7	2	4	0
gene_2301	0	0	0	12	61	84	13	45	73	143	43	24
gene_2302	0	0	0	0	0	1	1	1	0	0	0	0
gene_2303	0	0	0	12	42	36	7	15	30	38	34	20
gene_2304	0	0	0	0	0	0	0	0	0	0	0	0
gene_2305	0	0	0	11	29	51	16	32	41	19	26	16
gene_2306	0	0	0	17	108	106	7	50	12	75	65	60
gene_2307	0	0	0	0	0	8	2	1	4	0	1	0
gene_2308	0	0	0	4	10	21	2	4	9	12	4	2
gene_2309	0	0	0	4	29	20	6	9	8	19	5	3
gene_231	0	0	0	3	5	6	0	0	3	1	1	1
gene_2310	0	0	0	0	9	11	1	3	3	1	5	3
gene_2311	0	0	0	1	4	12	16	1	9	8	7	1
gene_2312	0	0	0	0	0	1	0	0	1	0	1	2
gene_2313	0	0	0	7	17	13	6	18	12	10	12	3
gene_2314	0	0	0	9	28	77	9	12	37	16	13	8
gene_2315	0	0	0	0	4	4	4	3	2	4	2	5
gene_2316	0	0	0	2	2	2	2	0	0	0	2	1
gene_2317	0	0	0	0	8	9	3	1	2	1	0	0
gene_2318	0	0	0	0	6	7	1	1	1	0	1	1
gene_2319	0	0	0	8	46	55	11	24	22	38	28	10
gene_232	0	0	0	0	10	14	0	1	4	4	2	1
gene_2320	0	0	0	2	17	27	0	7	8	11	5	4
gene_2321	0	0	0	8	16	27	1	6	4	5	9	7
gene_2322	0	0	0	1	7	12	0	0	5	7	3	3
gene_2323	0	0	0	3	7	24	7	5	4	13	4	0
gene_2324	0	0	0	6	37	51	1	8	18	12	13	1
gene_2325	0	0	0	4	8	9	0	3	0	1	1	1
gene_2326	0	0	0	0	8	9	5	5	6	11	6	5
gene_2327	0	0	0	22	99	127	16	48	74	59	59	28
gene_2328	0	0	0	0	0	1	0	0	0	0	0	0
gene_2329	0	0	0	37	157	252	37	53	102	126	84	43
gene_233	0	0	0	2	5	14	2	2	7	3	2	1
gene_2330	0	0	0	0	4	5	5	1	6	2	1	4
gene_2331	0	0	0	0	0	0	0	0	0	0	0	0
gene_2332	0	0	0	6	46	51	19	19	26	23	31	10
gene_2333	0	0	0	0	6	4	8	5	8	8	4	8
gene_2334	0	0	0	0	2	7	2	0	2	5	2	0
gene_2335	0	0	0	0	1	1	0	1	1	1	0	0
gene_2336	0	0	0	0	3	0	0	1	0	1	4	2
gene_2337	0	0	0	12	34	50	10	10	15	21	20	6
gene_2338	0	0	0	0	0	0	0	0	0	0	0	0
gene_2339	0	0	0	1	3	7	5	2	9	8	2	1
gene_234	0	0	0	5	21	33	4	11	14	15	14	4
gene_2340	0	0	0	3	14	25	6	6	14	6	3	7
gene_2341	0	0	0	15	30	88	13	14	26	24	30	10
gene_2342	0	0	0	5	7	25	1	0	8	5	4	3
gene_2343	0	0	0	0	0	0	0	0	0	0	0	0
gene_2344	0	0	0	0	3	12	2	1	4	1	0	1
gene_2345	0	0	0	0	8	5	2	1	6	3	1	6
gene_2346	0	0	0	113	173	227	181	226	484	418	315	231
gene_2347	0	0	0	1	2	3	0	1	4	2	1	0
gene_2348	0	0	0	2	13	12	5	2	12	11	4	1
gene_2349	0	0	0	7	21	27	6	5	15	15	7	3
gene_235	0	0	0	1	2	3	1	1	3	4	2	4
gene_2350	0	0	0	2	6	5	0	3	5	2	6	3
gene_2351	0	0	0	23	79	127	30	35	54	48	46	17
gene_2352	0	0	0	0	4	7	1	3	1	0	5	0
gene_2353	0	0	0	24	75	150	46	74	54	151	105	51
gene_2354	0	0	0	11	58	90	8	21	28	22	10	8
gene_2355	0	0	0	26	57	82	21	51	103	69	58	28
gene_2356	0	0	0	7	11	16	3	6	14	7	7	2
gene_2357	0	0	0	4	4	14	3	1	0	0	6	4
gene_2358	0	0	0	0	7	9	1	2	4	3	3	0
gene_2359	0	0	0	0	0	0	0	0	0	0	0	0
gene_236	0	0	0	5	17	17	6	16	16	25	15	7
gene_2360	0	0	0	0	6	16	1	5	4	1	0	2
gene_2361	0	0	0	6	41	50	4	8	7	10	11	10
gene_2362	0	0	0	1	7	16	3	3	6	14	11	2
gene_2363	0	0	0	8	36	56	10	7	27	26	23	20
gene_2364	0	0	0	3	2	7	2	10	14	8	5	3
gene_2365	0	0	0	1	8	3	1	3	3	2	4	2
gene_2366	0	0	0	0	2	2	0	1	0	1	0	2
gene_2367	0	0	0	1	9	5	1	5	5	1	7	2
gene_2368	0	0	0	2	9	14	2	6	5	4	0	2
gene_2369	0	0	0	0	4	8	2	7	6	3	2	0
gene_237	0	0	0	17	51	93	14	14	33	31	17	8
gene_2370	0	0	0	3	12	23	2	6	7	10	3	2
gene_2371	0	0	0	10	38	50	12	19	31	20	21	13
gene_2372	0	0	0	41	176	286	161	214	319	514	431	369
gene_2373	0	0	0	5	20	35	6	6	19	7	2	11
gene_2374	0	0	0	0	5	12	2	0	6	3	3	0
gene_2375	0	0	0	0	0	0	0	0	0	0	0	0
gene_2376	0	0	0	20	43	57	7	6	17	13	17	5
gene_2377	0	0	0	11	31	56	9	12	19	26	27	14
gene_2378	0	0	0	19	80	125	14	25	64	54	30	22
gene_2379	0	0	0	1	7	7	2	2	16	12	6	1
gene_238	0	0	0	5	11	29	8	15	12	13	9	4
gene_2380	0	0	0	4	15	31	1	5	14	11	12	11
gene_2381	0	0	0	4	19	12	10	19	12	12	17	10
gene_2382	0	0	0	2	26	36	6	8	4	1	6	1
gene_2383	0	0	0	1	4	9	3	7	8	2	0	1
gene_2384	0	0	0	1	4	9	1	19	18	17	13	6
gene_2385	0	0	0	5	26	42	7	14	26	14	22	5
gene_2386	0	0	0	2	18	10	2	10	15	10	7	5
gene_2387	0	0	0	2	11	14	0	1	5	2	7	0
gene_2388	0	0	0	3	37	38	1	8	14	5	9	3
gene_2389	0	0	0	2	4	3	0	3	3	4	1	2
gene_239	0	0	0	2	11	14	0	6	23	6	3	5
gene_2390	0	0	0	5	12	7	8	6	15	19	10	4
gene_2391	0	0	0	1	10	23	3	13	11	6	4	7
gene_2392	0	0	0	0	0	2	0	0	3	0	0	0
gene_2393	0	0	0	31	146	193	50	97	226	78	86	36
gene_2394	0	0	0	3	12	12	8	1	11	8	8	5
gene_2395	0	0	0	2	17	28	7	13	15	15	17	12
gene_2396	0	0	0	4	15	24	0	4	6	5	8	10
gene_2397	0	0	0	4	5	16	6	9	10	16	9	8
gene_2398	0	0	0	4	10	25	2	2	7	11	6	9
gene_2399	0	0	0	12	91	137	17	35	34	40	26	26
gene_24	0	0	0	4	15	15	7	13	20	9	12	5
gene_240	0	0	0	2	1	5	0	0	0	2	1	0
gene_2400	0	0	0	0	0	0	0	0	0	0	0	0
gene_2401	0	0	0	2	18	30	5	5	14	22	19	4
gene_2402	0	0	0	5	22	29	14	20	13	52	27	17
gene_2403	0	0	0	8	34	61	13	33	38	28	28	15
gene_2404	0	0	0	11	13	14	10	18	13	15	10	4
gene_2405	0	0	0	31	137	178	27	83	131	100	116	22
gene_2406	0	0	0	7	2	12	17	11	24	51	20	7
gene_2407	0	0	0	6	7	9	2	2	12	7	6	1
gene_2408	0	0	0	10	19	32	1	5	25	10	6	6
gene_2409	0	0	0	2	30	40	4	10	16	21	14	8
gene_241	0	0	0	4	16	22	6	4	14	7	10	8
gene_2410	0	0	0	6	21	27	5	10	18	21	17	11
gene_2411	0	0	0	1	8	16	8	8	11	3	3	0
gene_2412	0	0	0	0	2	4	7	3	2	13	5	0
gene_2413	0	0	0	9	21	35	9	6	15	18	11	4
gene_2414	0	0	0	4	27	49	8	15	22	17	11	10
gene_2415	0	0	0	0	4	4	7	5	13	4	11	1
gene_2416	0	0	0	2	3	1	1	0	3	2	1	0
gene_2417	0	0	0	1	14	19	5	9	6	16	13	1
gene_2418	0	0	0	33	134	189	28	60	73	108	82	44
gene_2419	0	0	0	3	1	6	1	5	6	3	7	2
gene_242	0	0	0	21	150	146	28	51	96	64	82	44
gene_2420	0	0	0	2	2	4	0	0	0	2	2	0
gene_2421	0	0	0	0	0	0	0	0	0	0	0	0
gene_2422	0	0	0	12	19	30	9	16	18	12	15	6
gene_2423	0	0	0	2	15	34	6	2	13	8	8	1
gene_2424	0	0	0	1	0	1	0	1	2	1	3	4
gene_2425	0	0	0	1	2	1	1	3	4	0	0	0
gene_2426	0	0	0	10	17	27	6	6	13	15	12	3
gene_2427	0	0	0	5	19	12	2	1	7	2	5	4
gene_2428	0	0	0	2	1	3	0	4	5	0	6	1
gene_2429	0	0	0	0	0	1	2	0	1	3	7	2
gene_243	0	0	0	1	0	0	8	2	4	3	4	3
gene_2430	0	0	0	1	18	20	4	8	5	6	1	4
gene_2431	0	0	0	3	3	2	7	1	10	6	3	0
gene_2432	0	0	0	1	3	6	4	2	1	1	1	0
gene_2433	0	0	0	12	29	44	9	15	21	26	18	12
gene_2434	0	0	0	5	13	33	4	11	19	16	7	4
gene_2435	0	0	0	0	9	4	1	9	8	7	6	2
gene_2436	0	0	0	1	1	2	0	1	5	2	2	0
gene_2437	0	0	0	10	34	53	26	40	47	27	30	14
gene_2438	0	0	0	6	6	6	6	2	2	13	3	4
gene_2439	0	0	0	8	17	40	20	26	26	21	18	15
gene_244	0	0	0	8	3	10	17	16	30	32	27	9
gene_2440	0	0	0	10	51	53	23	28	58	27	43	16
gene_2441	0	0	0	18	51	81	13	13	25	22	25	4
gene_2442	0	0	0	2	6	6	2	4	8	3	4	2
gene_2443	0	0	0	0	3	1	0	5	0	2	0	0
gene_2444	0	0	0	10	56	87	13	16	37	37	35	18
gene_2445	0	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	0	4	1	5	1	0	2	2	3	0
gene_2447	0	0	0	1	2	2	2	3	0	4	0	1
gene_2448	0	0	0	0	0	0	0	0	0	0	0	0
gene_2449	0	0	0	0	1	4	1	1	8	3	4	1
gene_245	0	0	0	6	34	50	4	20	28	33	28	10
gene_2450	0	0	0	0	1	2	4	5	15	7	3	2
gene_2451	0	0	0	0	15	19	4	2	9	0	5	4
gene_2452	0	0	0	3	17	34	2	10	12	20	14	7
gene_2453	0	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	0	11	72	88	8	9	14	10	8	7
gene_2456	0	0	0	12	59	82	11	28	49	35	26	12
gene_2457	0	0	0	0	1	6	0	0	0	1	0	0
gene_2458	0	0	0	0	1	1	0	0	0	3	0	1
gene_2459	0	0	0	9	40	59	8	17	37	32	22	6
gene_246	0	0	0	10	39	82	8	6	32	23	31	16
gene_2460	0	0	0	0	1	5	4	1	2	3	4	1
gene_2461	0	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	1	1	0	1	0	3	4	0	0
gene_2463	0	0	0	0	1	1	0	0	1	0	1	0
gene_2464	0	0	0	5	2	2	4	7	10	43	15	8
gene_2465	0	0	0	0	1	0	0	2	0	0	0	0
gene_2466	0	0	0	7	12	20	2	4	5	2	9	3
gene_2467	0	0	0	11	28	35	13	17	17	25	22	6
gene_2468	0	0	0	0	0	0	1	0	1	0	0	0
gene_2469	0	0	0	3	12	16	5	10	8	7	5	4
gene_247	0	0	0	1	5	9	2	4	8	3	4	1
gene_2470	0	0	0	5	15	30	2	9	8	11	11	6
gene_2471	0	0	0	4	12	22	3	6	14	13	12	4
gene_2472	0	0	0	1	1	1	0	2	9	2	0	0
gene_2473	0	0	0	3	1	0	0	1	4	2	1	0
gene_2474	0	0	0	5	45	49	14	23	33	29	25	13
gene_2475	0	0	0	11	26	47	8	19	17	16	11	18
gene_2476	0	0	0	0	7	7	4	0	4	1	4	2
gene_2477	0	0	0	9	36	48	8	9	23	7	16	7
gene_2478	0	0	0	3	27	20	4	12	29	14	30	11
gene_2479	0	0	0	7	17	21	3	20	8	9	11	4
gene_248	0	0	0	3	0	0	0	0	0	1	0	0
gene_2480	0	0	0	0	4	4	3	2	2	1	3	0
gene_2481	0	0	0	9	37	60	14	25	30	25	24	9
gene_2482	0	0	0	7	15	42	7	9	46	19	17	15
gene_2483	0	0	0	4	14	19	7	14	13	23	13	6
gene_2484	0	0	0	1	17	9	1	1	3	10	6	3
gene_2485	0	0	0	6	95	153	15	19	48	28	32	20
gene_2486	0	0	0	7	21	39	16	12	26	13	13	9
gene_2487	0	0	0	33	106	140	20	52	113	68	44	21
gene_2488	0	0	0	15	55	108	35	50	102	58	78	21
gene_2489	0	0	0	4	26	24	3	4	8	11	6	6
gene_249	0	0	0	0	3	10	1	1	0	1	0	1
