GeneID	GCYPW	GCYPX	GCYPZ	GCYSA	GCYSB	GCYSC	GCYSG	GCYSH	GCYSN	GCYSO	GCYSP	GCYSS
gene_7592	0	0	0	0	0	0	0	0	0	0	0	0
gene_7593	0	0	0	2	0	0	0	0	0	0	0	0
gene_7594	0	0	0	6	8	5	1	2	8	4	2	1
gene_7595	0	0	0	2	4	2	2	0	6	2	1	3
gene_7596	0	0	0	1	3	2	1	3	3	0	3	4
gene_7597	0	0	0	3	12	9	2	4	10	7	9	11
gene_7598	0	0	0	7	11	4	2	1	8	2	1	9
gene_7599	0	0	0	0	0	0	0	0	0	0	0	0
gene_76	0	0	0	1	2	0	0	1	2	1	2	0
gene_760	0	0	0	0	0	1	0	0	3	0	1	1
gene_7600	0	0	0	0	0	0	1	2	0	0	0	2
gene_7601	0	0	0	0	0	0	0	1	0	1	0	1
gene_7602	0	0	0	10	20	7	6	7	20	3	7	4
gene_7603	0	0	0	9	11	8	9	11	16	11	13	10
gene_7604	0	0	0	0	3	0	1	2	2	0	3	0
gene_7605	0	0	0	23	41	20	23	52	75	25	67	60
gene_7606	2	0	0	15	21	4	6	9	21	8	18	13
gene_7607	0	0	0	3	11	8	2	3	12	6	11	4
gene_7608	0	0	0	2	0	0	0	0	0	0	0	0
gene_7609	0	0	0	1	1	1	0	0	2	1	0	0
gene_761	0	0	0	8	17	4	2	6	15	5	12	12
gene_7610	0	0	0	6	4	3	3	4	4	7	2	5
gene_7611	0	0	0	1	30	5	1	7	60	11	122	6
gene_7612	0	0	0	0	1	0	1	0	1	0	0	0
gene_7613	0	0	0	5	7	14	1	5	5	1	5	4
gene_7614	0	0	0	12	32	17	5	12	13	8	12	16
gene_7615	0	0	0	34	62	17	5	17	32	33	24	17
gene_7616	0	0	0	5	15	3	0	4	7	2	5	1
gene_7617	0	0	0	4	13	4	4	5	7	4	5	7
gene_7618	0	0	0	2	0	0	0	2	3	4	1	2
gene_7619	0	0	0	25	41	17	8	29	40	29	61	26
gene_762	0	0	0	0	1	0	0	0	0	0	0	0
gene_7620	0	0	0	24	36	10	4	12	28	2	10	12
gene_7621	0	0	0	7	8	4	4	6	7	2	3	6
gene_7622	0	0	0	3	5	2	7	2	4	1	9	10
gene_7623	0	0	0	0	0	0	0	0	0	0	0	0
gene_7624	0	0	0	0	0	0	0	2	0	1	0	0
gene_7625	0	0	0	4	32	14	9	12	15	8	15	8
gene_7626	0	0	0	1	3	1	0	0	1	1	0	0
gene_7627	0	0	0	6	12	4	2	3	11	10	8	6
gene_7628	0	0	0	33	59	16	11	12	44	25	41	18
gene_7629	0	0	0	0	0	0	0	0	0	0	0	0
gene_763	0	0	0	0	1	0	0	0	0	0	0	0
gene_7630	0	0	0	0	0	0	0	0	0	0	1	0
gene_7631	0	0	0	0	0	0	0	0	0	0	0	0
gene_7632	0	0	0	17	41	18	4	12	20	7	16	19
gene_7633	0	0	0	5	17	5	8	10	14	2	9	12
gene_7634	0	0	0	9	7	1	5	9	10	21	15	4
gene_7635	0	0	0	58	124	43	23	25	72	37	58	53
gene_7636	0	0	0	25	55	22	20	38	53	36	59	47
gene_7637	0	0	0	21	30	7	17	20	35	23	31	43
gene_7638	0	0	0	0	0	0	0	0	1	2	2	0
gene_7639	0	0	0	30	41	15	8	19	35	12	20	14
gene_764	0	0	0	0	2	0	0	0	0	0	0	3
gene_7640	0	0	0	125	192	41	27	42	89	44	68	79
gene_7641	0	0	0	0	0	0	2	0	3	4	2	0
gene_7642	0	0	0	12	20	5	12	6	20	13	19	12
gene_7643	0	0	0	0	0	1	0	1	2	0	1	0
gene_7644	0	0	0	0	0	0	0	0	0	1	2	0
gene_7645	0	0	0	4	5	6	0	3	4	3	3	4
gene_7646	0	0	0	14	27	19	2	10	14	9	11	7
gene_7647	0	0	0	2	6	4	1	0	4	2	4	0
gene_7648	0	0	0	0	0	0	0	0	0	0	2	0
gene_7649	0	0	0	7	20	13	4	10	7	8	8	7
gene_765	0	0	0	0	0	0	0	0	0	0	0	0
gene_7650	0	0	0	11	8	4	2	5	17	6	13	9
gene_7651	0	0	0	0	8	1	1	4	4	5	4	6
gene_7652	0	0	0	0	2	0	0	0	0	0	2	0
gene_7653	0	0	0	0	0	0	0	2	2	2	0	2
gene_7654	0	0	0	3	6	3	3	3	6	8	7	7
gene_7655	1	0	0	12	19	8	2	7	18	4	13	9
gene_7656	0	0	0	5	2	4	2	6	2	9	7	4
gene_7657	0	0	0	3	7	3	3	5	10	0	0	6
gene_7658	0	0	0	633	1621	379	35	306	467	115	298	308
gene_7659	0	0	0	0	1	1	0	0	0	0	1	1
gene_766	0	0	0	0	0	0	0	0	0	0	0	0
gene_7660	0	0	0	2	13	3	0	3	3	0	3	3
gene_7661	0	0	0	11	33	7	7	12	15	4	13	10
gene_7662	0	0	0	17	24	6	13	14	17	17	20	18
gene_7663	0	0	0	34	33	15	19	4	15	12	12	10
gene_7664	0	0	0	0	0	1	0	0	2	0	1	0
gene_7665	0	0	0	1	1	0	0	0	0	0	0	1
gene_7666	0	0	0	2	4	2	0	1	3	0	0	1
gene_7667	0	0	0	19	26	10	1	11	19	12	6	15
gene_7668	0	0	0	0	10	1	0	1	4	0	2	2
gene_7669	0	0	0	1	7	3	0	3	14	1	3	2
gene_767	0	0	0	0	0	0	0	0	0	0	0	0
gene_7670	0	0	0	1	5	1	0	1	3	0	1	1
gene_7671	0	0	0	10	25	17	6	5	20	7	8	12
gene_7672	0	0	0	56	88	72	42	172	230	74	103	116
gene_7673	0	0	0	14	31	25	11	34	58	15	31	34
gene_7674	0	0	0	25	46	14	24	63	81	49	91	49
gene_7675	0	0	0	3	5	3	3	10	14	7	15	12
gene_7676	0	0	0	19	30	10	12	22	42	18	33	23
gene_7677	0	0	0	19	33	24	8	30	35	21	25	32
gene_7678	0	0	0	10	24	7	2	7	15	1	10	6
gene_7679	0	0	0	7	25	10	4	7	10	13	12	13
gene_768	0	0	0	1	3	1	1	1	2	0	1	1
gene_7680	0	0	0	54	51	40	5	36	56	24	51	52
gene_7681	0	0	0	0	2	1	0	0	0	0	0	2
gene_7682	0	0	0	4	8	1	1	5	8	2	12	1
gene_7683	0	0	0	0	4	1	5	1	6	7	3	4
gene_7684	0	0	0	4	6	2	6	3	7	0	5	5
gene_7685	0	0	0	50	154	65	27	121	158	49	104	98
gene_7686	0	0	0	1	1	1	0	1	4	1	1	0
gene_7687	0	0	0	31	35	11	4	12	14	5	18	9
gene_7688	0	0	0	2	2	0	3	6	12	1	23	4
gene_7689	0	0	0	0	0	0	0	0	0	0	0	0
gene_769	0	0	0	0	1	2	0	4	3	0	1	0
gene_7690	0	0	0	0	4	1	0	2	4	0	1	0
gene_7691	0	0	0	0	1	1	0	0	0	0	1	0
gene_7692	0	0	0	1	0	0	0	0	2	0	2	2
gene_7693	0	0	0	5	12	3	2	3	7	3	10	3
gene_7694	0	0	0	0	0	0	0	0	0	0	0	0
gene_7695	0	0	0	0	0	0	0	0	0	0	0	0
gene_7696	0	0	0	2	10	9	4	5	8	8	12	5
gene_7697	0	0	0	0	1	0	0	0	0	1	1	0
gene_7698	0	0	0	29	57	15	2	19	37	26	21	14
gene_7699	0	0	0	3	11	2	3	3	4	4	8	4
gene_77	0	0	0	58	114	35	33	35	103	44	63	47
gene_770	0	0	0	33	59	30	17	48	58	26	39	20
gene_7700	0	0	0	0	0	0	0	0	0	0	0	0
gene_7701	0	0	0	98	149	64	40	133	190	105	110	115
gene_7702	0	0	0	2	1	3	0	11	8	0	7	4
gene_7703	0	0	0	0	0	0	0	0	0	0	0	0
gene_7704	0	0	0	131	75	74	18	38	93	83	68	35
gene_7705	0	0	0	1	1	2	0	1	0	1	1	0
gene_7706	0	0	0	0	0	0	0	0	0	0	0	0
gene_7707	0	0	0	4	9	1	1	1	5	2	6	4
gene_7708	0	0	0	6	10	2	0	4	6	6	5	4
gene_7709	0	0	0	19	25	11	4	10	14	18	15	6
gene_771	0	0	0	131	178	60	56	64	158	87	101	72
gene_7710	0	0	0	17	26	3	11	13	26	11	22	15
gene_7711	0	0	0	2	5	2	0	2	0	1	5	0
gene_7712	0	0	0	27	36	6	3	11	28	5	10	9
gene_7713	0	0	0	12	18	9	1	5	13	1	11	6
gene_7714	0	0	0	1	2	0	2	3	0	0	7	1
gene_7715	0	0	0	18	42	10	6	6	15	4	5	12
gene_7716	0	0	0	26	65	20	9	32	39	19	27	23
gene_7717	0	0	0	0	0	0	1	3	3	2	0	1
gene_7718	0	0	0	0	0	0	0	0	0	0	0	0
gene_7719	0	0	0	50	92	34	16	17	53	47	43	70
gene_772	0	0	0	42	103	24	25	34	56	27	49	30
gene_7720	0	0	0	0	0	0	0	0	0	0	0	0
gene_7721	0	0	0	0	0	0	0	0	1	0	0	0
gene_7722	0	0	0	0	0	0	0	0	0	0	0	0
gene_7723	0	0	0	0	0	0	0	0	0	0	0	0
gene_7724	1	0	0	77	117	84	30	110	151	101	106	100
gene_7725	0	0	0	1	4	1	1	6	2	3	6	1
gene_7726	0	0	0	4	11	0	4	6	9	22	14	6
gene_7727	0	0	0	0	0	0	0	0	0	0	0	0
gene_7728	0	0	0	3	24	4	2	4	20	7	20	11
gene_7729	0	0	0	3	8	4	4	10	13	2	4	7
gene_773	0	0	0	0	7	4	0	9	8	4	7	4
gene_7730	0	0	0	3	10	3	4	1	4	3	7	3
gene_7731	0	0	0	6	9	2	3	4	4	3	3	7
gene_7732	0	0	0	1	2	2	0	3	4	1	2	3
gene_7733	0	0	0	27	42	5	5	16	37	18	30	21
gene_7734	0	0	0	0	0	0	0	0	0	0	0	0
gene_7735	0	0	0	11	22	7	3	6	10	3	14	5
gene_7736	0	0	0	2	1	0	0	4	2	0	1	3
gene_7737	0	0	0	1	10	2	4	4	5	8	10	2
gene_7738	0	0	0	0	1	1	0	0	0	4	2	1
gene_7739	0	0	0	1	4	1	0	1	2	4	5	0
gene_774	0	0	0	80	136	71	42	95	111	86	100	94
gene_7740	0	0	0	0	0	0	0	4	3	0	2	0
gene_7741	0	0	0	5	14	10	4	9	14	9	20	8
gene_7742	0	0	0	6	16	11	4	6	10	10	13	4
gene_7743	0	0	0	6	11	4	30	22	28	33	49	47
gene_7744	0	0	0	136	342	69	76	202	390	130	205	449
gene_7745	0	0	0	7	18	9	10	9	12	13	13	11
gene_7746	0	0	0	23	39	24	8	22	43	16	35	18
gene_7747	0	0	0	25	80	18	12	23	40	15	59	49
gene_7748	0	0	0	5	19	5	3	10	16	6	8	9
gene_7749	0	0	0	47	59	29	28	48	83	51	62	40
gene_775	0	0	0	5	7	5	1	3	9	0	4	3
gene_7750	0	0	0	10	16	10	4	5	16	10	8	16
gene_7751	0	0	0	22	39	24	25	36	69	21	31	31
gene_7752	0	0	0	16	21	11	4	8	15	5	13	7
gene_7753	0	0	0	1	5	0	0	0	0	0	0	0
gene_7754	0	0	0	15	27	15	5	9	11	17	11	12
gene_7755	0	0	0	3	6	2	1	1	8	0	6	4
gene_7756	0	0	0	2	7	3	0	4	3	1	2	0
gene_7757	0	0	0	26	29	8	7	12	27	13	19	14
gene_7758	0	0	0	26	30	9	15	29	32	69	45	28
gene_7759	0	0	0	19	37	10	9	9	23	19	18	39
gene_776	0	0	0	1	0	0	1	2	1	0	0	0
gene_7760	0	0	0	0	0	0	0	0	0	0	0	0
gene_7761	0	0	0	0	0	0	0	0	0	0	0	0
gene_7762	0	0	0	0	0	0	0	0	0	0	0	0
gene_7763	0	0	0	0	0	0	0	0	0	0	0	0
gene_7764	0	0	0	0	0	0	0	0	0	0	0	0
gene_7765	0	0	0	1	1	0	1	0	2	0	0	2
gene_7766	0	0	0	0	0	0	0	0	0	0	0	0
gene_7767	0	0	0	0	2	0	2	1	2	0	0	2
gene_7768	0	0	0	0	0	0	0	1	1	0	1	0
gene_7769	0	0	0	0	0	0	0	0	0	0	0	0
gene_777	0	0	0	36	61	28	10	24	26	20	34	18
gene_7770	0	0	0	0	0	0	0	0	0	0	0	0
gene_7771	0	0	0	5	18	9	4	14	12	10	17	8
gene_7772	0	0	0	0	1	0	0	0	0	0	3	0
gene_7773	0	0	0	8	10	7	1	7	14	6	3	10
gene_7774	0	0	0	3	4	1	1	0	3	5	10	5
gene_7775	0	0	0	1	5	1	1	1	5	5	6	4
gene_7776	0	0	0	4	1	1	1	5	3	2	3	3
gene_7777	0	0	0	2	13	7	3	5	12	6	10	3
gene_7778	0	0	0	2	0	0	1	0	0	1	0	0
gene_7779	0	0	0	0	0	0	0	0	0	0	0	0
gene_778	0	0	0	3	1	2	0	2	1	0	0	1
gene_7780	0	0	0	0	0	0	0	0	0	0	0	0
gene_7781	0	0	0	0	0	0	0	0	0	0	0	0
gene_7782	0	0	0	89	231	77	152	249	283	292	498	222
gene_7783	0	0	0	7	18	10	8	7	22	17	17	14
gene_7784	0	0	0	101	227	93	44	67	149	63	133	121
gene_7785	0	0	0	12	27	6	6	3	10	24	66	12
gene_7786	0	0	0	2	0	0	0	0	0	1	0	0
gene_7787	0	0	0	0	7	0	0	0	1	1	3	1
gene_7788	0	0	0	8	13	6	1	4	20	8	17	10
gene_7789	0	0	0	0	0	0	0	0	0	0	0	0
gene_779	1	1	0	229	518	177	76	123	201	131	222	149
gene_7790	0	0	0	0	0	0	0	0	0	0	0	0
gene_7791	0	0	0	151	375	68	77	85	228	102	173	161
gene_7792	0	0	0	0	1	1	0	0	1	0	0	0
gene_7793	0	0	0	23	49	14	10	10	34	18	26	13
gene_7794	0	0	0	20	14	8	3	13	10	10	13	9
gene_7795	0	0	0	0	0	0	0	0	0	0	0	0
gene_7796	0	0	0	0	0	0	0	1	4	2	73	1
gene_7797	0	0	0	0	0	0	0	0	0	0	1	0
gene_7798	0	0	0	6	9	2	9	11	35	4	24	24
gene_7799	0	0	0	1	0	0	0	0	0	0	0	0
gene_78	0	0	0	19	24	10	7	9	19	13	27	15
gene_780	0	0	0	28	50	12	5	20	19	23	29	30
gene_7800	0	0	0	4	7	3	2	3	3	3	12	6
gene_7801	0	0	0	9	9	1	3	4	11	3	6	2
gene_7802	0	0	0	23	23	9	3	11	21	14	17	11
gene_7803	0	0	0	7	23	6	6	7	16	9	19	12
gene_7804	0	0	0	7	17	1	6	3	5	11	23	6
gene_7805	0	0	0	0	0	0	0	0	0	0	0	0
gene_7806	0	0	0	27	83	30	13	40	106	28	50	37
gene_7807	0	0	0	5	10	6	4	5	15	5	7	3
gene_7808	0	0	0	6	5	1	7	7	13	4	4	10
gene_7809	0	0	0	7	8	1	7	5	11	16	13	16
gene_781	0	0	0	3	13	4	0	2	8	6	6	6
gene_7810	0	0	0	0	0	0	0	0	0	0	0	0
gene_7811	0	0	0	0	0	0	0	0	0	0	0	0
gene_7812	0	0	0	0	0	0	0	4	14	3	4	3
gene_7813	0	0	0	0	1	0	0	1	6	0	1	4
gene_7814	0	0	0	8	7	6	3	4	12	8	2	5
gene_7815	0	0	0	0	5	1	1	0	3	1	2	4
gene_7816	0	0	0	13	11	6	6	4	10	6	15	3
gene_7817	0	0	0	4	5	2	0	0	6	3	3	2
gene_7818	0	0	0	3	7	5	3	12	17	9	13	15
gene_7819	0	0	0	0	0	0	0	2	0	0	0	0
gene_782	0	0	0	16	23	9	9	16	22	18	30	16
gene_7820	0	0	0	0	0	0	0	1	1	0	4	0
gene_7821	0	0	0	3	7	1	0	13	9	0	8	1
gene_7822	1	0	0	17	16	3	8	11	17	39	44	14
gene_7823	0	0	0	46	32	3	80	72	80	206	134	57
gene_7824	0	1	0	24	49	12	14	19	42	27	28	25
gene_7825	0	0	0	37	98	32	11	44	45	19	45	24
gene_7826	0	0	0	4	3	0	1	0	1	0	0	0
gene_7827	0	0	0	32	88	24	31	49	121	25	59	56
gene_7828	0	0	0	0	0	0	0	0	0	1	0	0
gene_7829	0	0	0	1	4	1	0	0	0	0	0	2
gene_783	0	0	0	2	6	1	2	2	9	1	3	6
gene_7830	0	0	0	0	0	0	0	0	0	0	0	0
gene_7831	0	0	0	0	0	0	0	0	0	0	0	0
gene_7832	0	0	0	0	0	0	0	0	0	0	0	0
gene_7833	0	0	0	3	2	2	1	0	5	3	2	1
gene_7834	0	0	0	14	27	2	6	8	9	2	7	16
gene_7835	0	0	0	0	0	0	0	0	0	0	0	0
gene_7836	0	0	0	0	1	0	0	0	0	0	1	3
gene_7837	0	0	0	1	3	0	0	2	7	7	19	6
gene_7838	0	0	3	60	62	17	13	21	16	19	11	8
gene_7839	0	0	0	110	68	37	78	71	167	261	289	146
gene_784	0	0	0	0	0	0	0	0	0	0	0	0
gene_7840	0	0	0	6	11	1	1	0	5	6	1	1
gene_7841	0	0	0	0	1	0	1	0	0	1	0	0
gene_7842	0	0	0	0	0	0	0	0	0	0	0	0
gene_7843	0	0	0	0	0	0	0	0	0	0	0	0
gene_7844	0	0	0	0	0	0	0	0	0	0	0	0
gene_7845	0	0	0	4	3	1	0	0	3	1	2	1
gene_7846	0	0	0	0	0	0	0	0	0	0	1	0
gene_7847	0	0	0	0	0	0	0	0	0	0	0	0
gene_7848	0	0	0	0	0	0	0	0	0	0	0	0
gene_7849	0	0	0	1	2	2	0	0	1	0	2	0
gene_785	0	0	0	0	0	0	0	0	0	0	0	0
gene_7850	0	0	0	0	0	0	0	0	0	0	0	0
gene_7851	0	0	0	3	9	3	1	2	4	2	0	4
gene_7852	0	0	0	1	1	0	0	0	0	0	0	0
gene_7853	0	0	0	4	4	3	1	4	21	6	15	3
gene_7854	0	0	0	4	3	4	1	1	8	3	11	2
gene_7855	0	0	0	0	0	0	0	0	0	0	0	0
gene_7856	0	0	0	51	53	24	27	45	101	43	70	70
gene_7857	0	0	0	1	3	3	0	0	2	1	1	1
gene_7858	0	0	0	1	5	5	2	6	6	6	3	4
gene_7859	0	0	0	1	8	4	4	1	8	2	7	9
gene_786	0	0	0	3	8	6	3	11	21	22	24	7
gene_7860	0	0	0	3	9	1	1	5	9	2	3	5
gene_7861	0	0	0	3	10	0	1	2	4	3	2	6
gene_7862	0	0	0	31	71	24	16	40	66	33	47	28
gene_7863	0	0	0	0	4	2	3	16	9	28	22	19
gene_7864	0	0	0	11	25	4	14	18	22	35	14	8
gene_7865	0	0	0	1	1	0	1	1	1	1	0	0
gene_7866	0	0	0	18	26	11	12	9	30	20	17	9
gene_7867	0	0	0	9	1	1	5	7	12	5	12	3
gene_7868	0	0	0	40	71	21	11	30	54	16	23	49
gene_7869	0	0	0	24	25	12	13	10	27	8	20	15
gene_787	0	0	0	11	18	5	4	4	7	13	28	13
gene_7870	0	0	0	4	1	2	4	4	10	27	30	6
gene_7871	0	0	0	41	72	24	18	36	45	22	39	19
gene_7872	0	0	0	19	25	12	7	18	30	19	24	18
gene_7873	0	0	0	0	1	0	0	0	0	0	0	0
gene_7874	0	0	0	85	167	40	42	84	154	57	110	98
gene_7875	0	0	0	41	56	44	14	24	42	14	17	13
gene_7876	0	0	0	99	130	63	43	86	94	55	81	63
gene_7877	0	0	0	7	5	0	3	7	10	9	12	5
gene_7878	0	0	0	14	19	2	7	15	20	9	28	18
gene_7879	0	0	0	16	37	13	8	7	22	22	21	10
gene_788	0	0	0	27	56	20	16	28	44	15	31	24
gene_7880	0	0	0	11	2	4	3	10	31	15	26	35
gene_7881	0	0	0	12	5	4	1	10	14	10	8	7
gene_7882	0	0	0	103	147	64	27	73	94	50	77	66
gene_7883	0	0	0	7	20	8	3	15	14	2	13	5
gene_7884	0	0	0	1	19	3	3	4	8	0	5	2
gene_7885	0	0	0	0	3	1	3	1	3	3	1	0
gene_7886	0	0	0	2	1	1	0	0	4	1	2	2
gene_7887	0	0	0	1	0	0	0	0	1	0	0	0
gene_7888	0	0	0	17	23	10	9	23	19	22	31	12
gene_7889	0	0	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	0	23	40	15	2	5	12	9	10	2
gene_7890	0	0	0	7	17	5	0	8	17	7	12	8
gene_7891	0	0	0	3	10	0	2	2	1	5	3	2
gene_7892	0	0	0	12	26	10	6	18	22	9	21	17
gene_7893	0	0	0	5	7	5	2	5	12	2	2	0
gene_7894	0	0	0	0	4	4	1	2	2	2	3	1
gene_7895	0	0	0	0	0	0	0	0	0	0	0	0
gene_7896	0	0	0	10	14	4	4	3	7	4	8	2
gene_7897	0	0	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	0	8	11	8	4	6	10	1	10	8
gene_7899	0	0	0	4	6	3	3	4	6	2	7	2
gene_79	0	0	0	17	34	8	10	12	23	9	8	15
gene_790	0	0	0	17	26	5	5	12	14	12	13	15
gene_7900	0	0	0	14	17	0	0	6	5	3	6	7
gene_7901	0	0	0	14	28	12	9	29	56	19	43	30
gene_7902	0	0	0	2	0	0	0	0	2	0	1	1
gene_7903	0	0	0	2	2	0	0	0	1	2	2	2
gene_7904	0	0	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	0	12	20	8	7	14	7	11	10	9
gene_7906	0	0	0	1	4	1	1	1	1	0	6	0
gene_7907	0	0	0	0	0	0	0	0	1	0	0	1
gene_7908	0	0	0	12	21	14	3	9	9	11	20	16
gene_7909	0	0	0	40	94	30	29	26	48	61	54	37
gene_791	2	0	0	17	46	11	8	17	38	10	28	13
gene_7910	0	0	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	0	3	0	0	0	0	0	0	2	0
gene_7913	0	0	0	26	51	18	16	13	28	12	14	23
gene_7914	0	0	0	3	3	0	3	1	2	5	3	3
gene_7915	0	0	0	24	69	25	19	31	74	41	50	29
gene_7916	0	0	0	5	20	11	0	30	52	3	17	19
gene_7917	0	0	0	3	10	1	0	0	4	13	9	3
gene_7918	0	0	0	77	124	29	32	40	85	44	94	42
gene_7919	0	0	0	0	0	0	0	0	0	0	0	0
gene_792	0	0	0	14	19	6	7	9	17	5	12	8
gene_7920	0	0	0	1	2	3	0	1	0	0	1	0
gene_7921	0	0	0	7	12	8	5	4	15	9	10	7
gene_7922	0	0	0	10	13	4	2	10	14	9	25	12
gene_7923	0	0	0	59	102	31	31	32	54	42	55	57
gene_7924	0	0	0	3	2	1	2	0	3	3	7	1
gene_7925	0	0	0	5	11	7	3	5	7	1	5	3
gene_7926	0	0	0	1	7	4	0	2	4	5	4	6
gene_7927	0	0	0	74	205	69	46	53	127	74	111	77
gene_7928	0	0	0	30	61	15	33	29	46	136	46	18
gene_7929	0	0	0	24	41	12	8	18	53	28	47	35
gene_793	0	0	0	60	67	37	15	16	58	40	39	47
gene_7930	0	0	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	0	6	19	18	3	18	36	16	17	20
gene_7932	0	0	0	5	9	5	2	18	33	15	20	15
gene_7933	0	0	0	19	48	15	16	28	48	28	33	31
gene_7934	0	0	0	7	6	1	2	5	5	0	5	0
gene_7935	0	0	0	2	17	7	2	15	9	14	13	8
gene_7936	0	0	0	5	7	0	1	2	3	7	6	2
gene_7937	0	0	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	0	0	0	0	0	0	0	0	1	1
gene_794	0	0	0	0	2	0	1	0	0	1	0	2
gene_7940	0	0	0	6	16	5	0	5	8	9	7	5
gene_7941	0	0	0	3	7	0	0	2	5	0	6	3
gene_7942	0	0	0	30	43	8	14	17	20	43	13	18
gene_7943	0	0	0	4	2	4	0	2	4	1	2	1
gene_7944	0	0	0	1	2	0	0	2	4	1	5	5
gene_7945	0	0	0	258	723	153	72	145	225	107	195	183
gene_7946	0	0	0	0	0	0	1	0	0	0	0	0
gene_7947	0	0	0	0	0	0	0	0	1	0	0	0
gene_7948	0	1	0	5	19	8	1	8	20	11	14	10
gene_7949	0	0	0	16	29	5	11	11	24	11	15	15
gene_795	0	0	0	11	9	5	2	3	6	4	9	10
gene_7950	0	0	0	2	3	2	2	1	1	2	1	2
gene_7951	0	0	0	28	70	12	8	7	41	12	11	18
gene_7952	0	0	0	1	3	3	1	3	2	0	5	1
gene_7953	0	0	0	0	0	0	0	0	0	0	0	0
gene_7954	0	0	0	17	35	11	7	10	20	12	23	15
gene_7955	0	0	0	0	0	0	0	0	0	0	0	0
gene_7956	0	0	0	0	0	0	0	0	0	0	0	0
gene_7957	0	0	0	0	0	0	0	0	0	0	0	0
gene_7958	0	0	0	17	55	15	5	5	15	3	8	8
gene_7959	0	0	0	129	178	42	28	61	125	59	53	32
gene_796	0	0	0	0	2	0	0	0	0	1	2	1
gene_7960	0	0	0	54	110	25	17	20	53	23	22	15
gene_7961	0	0	0	2	7	1	14	5	0	3	4	0
gene_7962	0	0	0	29	69	12	17	16	31	43	32	29
gene_7963	0	0	0	32	83	14	12	20	65	17	33	44
gene_7964	0	0	0	1	7	3	2	3	3	1	2	4
gene_7965	0	0	0	35	78	12	12	9	18	7	13	12
gene_7966	0	0	0	0	0	0	0	0	0	0	0	1
gene_7967	0	0	0	87	87	44	16	5	16	20	8	10
gene_7968	0	0	0	24	36	18	12	14	36	7	17	19
gene_7969	0	0	0	0	0	0	0	0	0	1	0	0
gene_797	0	0	0	1	6	2	1	3	7	1	5	3
gene_7970	0	0	0	4	2	5	1	2	2	0	4	4
gene_7971	0	0	0	10	31	4	8	10	13	7	19	20
gene_7972	0	0	0	0	1	1	0	0	1	1	1	0
gene_7973	0	0	0	2	7	2	1	1	6	2	2	1
gene_7974	0	0	0	2	13	4	0	4	5	5	4	4
gene_7975	0	0	0	4	1	0	1	2	5	2	2	2
gene_7976	0	0	0	2	4	1	0	0	0	0	2	3
gene_7977	0	0	0	3	6	2	2	0	1	1	0	2
gene_7978	0	0	0	78	158	47	19	87	142	49	94	80
gene_7979	0	0	0	11	19	1	1	4	3	1	4	3
gene_798	0	0	0	7	12	6	7	18	14	9	15	2
gene_7980	0	0	0	0	0	0	0	0	0	0	0	0
gene_7981	0	0	0	12	32	27	4	16	33	17	36	28
gene_7982	0	0	0	0	0	1	0	0	0	0	2	1
gene_7983	0	0	0	13	14	9	5	5	9	33	12	11
gene_7984	0	0	0	37	72	24	10	12	36	17	32	19
gene_7985	0	0	0	0	0	0	0	0	0	0	0	0
gene_7986	0	0	0	0	0	0	0	0	0	0	0	0
gene_7987	0	0	0	0	0	0	0	0	0	0	0	0
gene_7988	0	0	0	12	7	2	21	49	57	33	41	34
gene_7989	0	0	0	14	30	4	2	4	13	5	12	8
gene_799	0	0	0	1	3	0	1	7	2	7	4	0
gene_7990	0	0	0	1	9	1	2	0	9	3	2	3
gene_7991	0	0	0	17	26	11	12	28	32	20	54	23
gene_7992	0	0	0	4	7	3	2	5	12	2	3	12
gene_7993	0	0	0	2	1	0	0	0	3	0	3	1
gene_7994	0	0	0	18	32	16	14	28	32	23	24	27
gene_7995	0	0	0	19	36	12	5	8	14	9	11	7
gene_7996	0	0	0	11	28	14	15	7	27	8	17	19
gene_7997	0	0	0	0	1	0	0	0	1	0	2	0
gene_7998	0	0	0	6	3	1	2	2	11	4	5	2
gene_7999	0	0	0	0	0	0	0	0	0	0	0	0
gene_8	0	0	0	0	0	0	0	0	2	2	0	0
gene_80	0	0	0	24	48	17	6	21	28	16	33	36
gene_800	0	0	0	5	14	10	7	24	20	13	12	17
gene_8000	0	0	0	0	0	0	0	0	0	0	0	0
gene_8001	0	0	0	0	1	0	0	0	1	1	1	0
gene_8002	0	0	0	0	0	0	0	0	0	0	0	0
gene_8003	0	0	0	18	39	13	11	15	29	10	20	19
gene_8004	0	0	0	29	43	17	16	15	27	14	23	29
gene_8005	0	0	0	4	6	1	4	2	7	10	14	8
gene_8006	0	0	0	11	10	5	7	9	12	3	19	6
gene_8007	0	0	0	0	0	0	0	0	0	0	1	0
gene_8008	0	0	0	5	4	3	3	1	8	0	3	1
gene_8009	0	0	0	12	44	4	3	11	11	4	11	8
