GeneID	GCYPW	GCYPX	GCYPZ	GCYSA	GCYSB	GCYSC	GCYSG	GCYSH	GCYSN	GCYSO	GCYSP	GCYSS
gene_2360	0	0	0	4	10	2	2	2	0	4	7	4
gene_2361	0	0	0	22	46	11	6	23	30	5	18	17
gene_2362	0	0	0	8	5	1	5	3	6	18	13	10
gene_2363	0	0	0	34	40	20	7	10	28	11	16	42
gene_2364	0	0	0	8	6	4	1	7	10	3	7	9
gene_2365	0	0	0	3	11	2	1	1	6	0	0	4
gene_2366	0	0	0	1	1	0	1	1	0	0	1	0
gene_2367	0	0	0	6	11	4	1	5	8	3	5	4
gene_2368	0	0	0	4	4	7	3	6	11	7	5	4
gene_2369	0	0	0	6	7	4	0	5	6	2	4	3
gene_237	0	0	0	37	55	22	11	17	28	23	23	23
gene_2370	0	0	0	8	12	2	4	6	5	1	9	6
gene_2371	0	0	0	18	33	14	13	22	38	17	31	30
gene_2372	0	0	0	172	235	93	212	418	544	638	1147	476
gene_2373	0	0	0	10	23	7	7	16	12	3	11	5
gene_2374	0	0	0	3	11	4	4	2	11	4	3	7
gene_2375	0	0	0	0	0	0	0	0	0	0	0	0
gene_2376	0	0	0	19	37	17	6	10	23	11	15	23
gene_2377	0	0	0	26	62	18	12	21	31	21	23	22
gene_2378	3	0	0	69	124	49	8	26	46	34	43	35
gene_2379	0	0	0	3	5	0	4	8	8	13	8	8
gene_238	0	0	0	2	22	5	7	10	13	10	8	9
gene_2380	0	0	0	19	29	13	0	7	13	10	15	14
gene_2381	0	0	0	8	14	12	10	15	30	16	30	14
gene_2382	0	0	0	5	8	11	7	3	4	1	3	7
gene_2383	0	0	0	5	6	4	2	6	1	4	5	6
gene_2384	0	0	0	8	12	3	6	15	22	12	11	6
gene_2385	0	0	0	11	28	13	3	18	29	19	33	28
gene_2386	0	0	0	8	13	2	4	9	12	3	13	2
gene_2387	0	0	0	4	5	2	1	1	3	2	4	7
gene_2388	0	0	0	15	32	8	4	2	8	9	13	15
gene_2389	0	0	0	2	3	2	1	2	1	0	1	1
gene_239	0	0	0	14	16	2	5	16	9	13	21	6
gene_2390	0	0	0	11	10	5	11	13	21	15	24	14
gene_2391	0	0	0	4	13	4	2	9	11	14	9	1
gene_2392	0	0	0	0	0	0	0	2	5	0	0	2
gene_2393	0	0	0	75	202	46	41	47	128	32	61	76
gene_2394	0	0	0	5	15	5	1	1	8	9	9	2
gene_2395	0	0	0	12	33	9	7	16	35	12	17	19
gene_2396	0	0	0	9	14	11	6	4	15	11	10	8
gene_2397	0	0	0	8	14	8	4	6	8	20	7	9
gene_2398	0	0	0	4	13	5	3	5	6	6	6	8
gene_2399	0	0	0	56	99	36	23	40	46	37	38	31
gene_24	0	0	0	15	20	12	6	9	28	9	13	8
gene_240	0	0	0	2	0	3	0	1	5	2	7	3
gene_2400	0	0	0	0	0	0	0	0	0	0	0	0
gene_2401	0	0	0	16	14	6	7	6	20	19	11	9
gene_2402	0	0	0	18	17	15	5	14	38	27	34	27
gene_2403	0	0	0	18	48	17	17	24	37	28	32	25
gene_2404	0	0	0	5	9	8	6	16	15	12	29	18
gene_2405	0	0	0	89	137	55	34	95	180	126	130	84
gene_2406	0	0	0	4	4	2	9	13	12	12	9	30
gene_2407	0	0	0	1	9	7	7	10	15	5	16	6
gene_2408	0	0	0	19	33	12	4	11	20	11	7	14
gene_2409	0	0	0	9	22	8	0	13	13	15	13	9
gene_241	0	0	0	12	13	10	5	9	23	6	9	7
gene_2410	0	0	0	23	33	21	7	11	23	12	24	15
gene_2411	0	0	0	8	21	5	2	5	10	1	3	1
gene_2412	0	0	0	1	5	1	2	3	8	2	5	4
gene_2413	1	0	0	18	23	13	9	10	30	16	16	17
gene_2414	0	0	0	20	43	17	8	13	23	10	23	15
gene_2415	0	0	0	0	4	6	1	3	2	1	7	7
gene_2416	0	0	0	3	1	1	0	2	4	0	0	0
gene_2417	0	0	0	15	24	8	3	6	15	6	10	17
gene_2418	0	0	0	144	142	54	28	79	126	58	106	89
gene_2419	0	0	0	5	8	3	0	1	1	3	2	6
gene_242	0	0	0	93	143	79	30	79	109	40	58	61
gene_2420	0	0	0	2	1	1	0	2	1	0	0	0
gene_2421	0	0	0	0	0	0	0	0	0	0	0	0
gene_2422	0	0	0	19	23	15	2	15	21	11	14	12
gene_2423	0	0	0	8	13	6	6	7	7	6	6	5
gene_2424	0	0	0	1	5	1	0	0	0	0	2	0
gene_2425	0	0	0	3	1	2	0	4	2	2	3	3
gene_2426	0	0	0	14	18	5	7	9	23	9	20	8
gene_2427	0	0	0	8	15	4	3	4	8	10	6	11
gene_2428	0	0	0	2	2	2	0	3	3	4	2	1
gene_2429	0	0	0	0	0	2	2	3	3	3	4	0
gene_243	0	0	0	0	1	1	1	2	4	2	10	1
gene_2430	0	0	0	6	18	10	3	5	4	3	4	5
gene_2431	0	0	0	2	3	5	2	3	7	2	3	3
gene_2432	0	0	0	0	1	2	3	1	1	1	0	1
gene_2433	0	0	0	16	39	14	5	15	30	12	19	19
gene_2434	0	0	0	10	30	7	4	10	14	13	17	13
gene_2435	0	0	0	4	5	2	2	4	13	4	4	3
gene_2436	0	0	0	1	5	1	0	3	2	2	2	2
gene_2437	0	0	0	18	50	9	9	37	49	28	40	27
gene_2438	0	0	0	3	9	8	6	4	15	2	7	8
gene_2439	0	0	0	21	33	16	11	32	44	18	33	22
gene_244	0	0	0	1	4	3	4	19	75	16	115	27
gene_2440	2	0	0	35	49	33	19	57	58	50	67	46
gene_2441	0	0	0	29	54	17	7	15	31	15	28	18
gene_2442	0	0	0	0	7	1	2	3	2	3	5	7
gene_2443	0	0	0	0	1	0	0	3	2	0	2	1
gene_2444	0	0	0	30	44	10	13	21	55	31	29	41
gene_2445	0	0	0	0	0	0	0	0	0	0	0	0
gene_2446	0	0	0	2	5	3	1	1	2	0	0	1
gene_2447	0	0	0	2	2	3	0	0	0	2	2	0
gene_2448	0	0	0	0	0	1	0	4	0	0	0	1
gene_2449	0	0	0	1	2	0	0	1	1	1	0	2
gene_245	0	0	0	29	35	18	12	29	31	22	31	44
gene_2450	0	0	0	4	6	1	4	4	13	4	10	2
gene_2451	0	0	0	5	6	5	3	3	6	4	27	2
gene_2452	0	0	0	16	15	15	5	5	13	15	16	16
gene_2453	0	0	0	0	0	0	0	0	0	0	0	0
gene_2454	0	0	0	0	0	0	0	0	0	0	0	0
gene_2455	0	0	0	38	43	24	2	4	19	6	10	15
gene_2456	0	0	0	21	64	19	8	15	45	26	38	19
gene_2457	0	0	0	0	4	1	0	1	1	0	0	0
gene_2458	0	0	0	0	0	0	0	4	1	0	2	0
gene_2459	0	0	0	29	63	11	6	18	40	23	20	20
gene_246	0	0	0	26	54	16	7	19	29	9	23	20
gene_2460	0	0	0	0	4	1	2	2	0	1	0	1
gene_2461	0	0	0	0	0	0	0	0	0	0	0	0
gene_2462	0	0	0	0	2	0	0	0	1	1	1	0
gene_2463	0	0	0	2	1	0	0	0	0	1	4	1
gene_2464	0	0	0	8	4	2	2	13	8	28	15	12
gene_2465	0	0	0	0	1	1	1	1	2	1	1	0
gene_2466	0	0	0	6	13	5	3	6	6	6	6	2
gene_2467	0	0	0	27	49	20	16	24	33	15	36	33
gene_2468	0	0	0	0	0	0	0	0	1	0	3	1
gene_2469	0	0	0	6	13	7	4	13	6	7	7	8
gene_247	0	0	0	3	7	4	1	2	4	2	4	3
gene_2470	0	0	0	7	15	12	3	11	18	11	18	7
gene_2471	0	0	0	10	17	6	5	7	13	32	15	12
gene_2472	0	0	0	0	5	0	1	3	8	2	2	0
gene_2473	0	0	0	2	1	1	0	3	6	1	2	1
gene_2474	0	0	0	27	62	13	13	14	38	20	23	18
gene_2475	0	0	0	12	19	17	2	19	23	15	17	13
gene_2476	0	0	0	3	6	3	0	0	5	2	0	2
gene_2477	0	0	0	9	28	9	6	9	17	8	22	10
gene_2478	0	0	0	17	33	12	6	22	34	6	11	15
gene_2479	0	0	0	5	11	5	5	7	8	14	1	9
gene_248	0	0	0	0	2	0	0	0	2	2	0	1
gene_2480	0	0	0	3	5	3	1	1	3	1	0	3
gene_2481	0	0	0	20	27	14	11	19	39	17	18	16
gene_2482	0	0	0	15	43	11	8	6	23	10	19	18
gene_2483	0	0	0	8	10	3	4	11	16	21	19	6
gene_2484	0	0	0	2	9	1	1	3	5	2	2	5
gene_2485	0	0	0	55	99	35	7	22	53	31	39	25
gene_2486	0	0	0	20	46	10	14	11	25	8	15	13
gene_2487	0	0	0	58	176	36	37	38	71	31	52	70
gene_2488	0	0	0	50	100	15	24	27	67	46	65	53
gene_2489	0	0	0	11	21	8	3	2	12	9	2	9
gene_249	0	0	0	1	8	2	0	0	3	1	0	3
gene_2490	0	0	0	15	31	19	15	21	42	19	29	24
gene_2491	0	0	0	7	17	7	3	7	8	5	5	5
gene_2492	0	0	0	56	124	55	74	181	226	161	245	154
gene_2493	0	0	0	3	3	0	0	2	3	1	10	3
gene_2494	0	0	0	35	49	20	8	25	46	20	38	22
gene_2495	0	0	0	4	10	9	3	2	11	5	7	2
gene_2496	0	0	0	9	35	16	7	4	9	9	10	8
gene_2497	0	0	0	32	66	14	18	24	40	12	29	13
gene_2498	0	0	0	20	32	13	9	15	26	7	15	17
gene_2499	0	0	0	1	0	1	2	1	6	4	0	0
gene_25	0	0	0	6	2	3	3	3	11	3	6	4
gene_250	0	0	0	0	2	1	0	0	2	0	4	0
gene_2500	0	0	0	0	20	11	6	17	21	15	44	18
gene_2501	1	0	0	18	37	9	11	28	36	24	41	17
gene_2502	0	0	0	37	67	23	20	21	53	24	34	24
gene_2503	0	0	0	0	0	0	0	1	1	0	0	0
gene_2504	0	0	0	0	1	0	1	0	1	0	0	1
gene_2505	0	0	0	6	12	5	1	6	3	4	5	3
gene_2506	0	0	0	16	20	15	3	8	12	6	6	8
gene_2507	0	0	0	0	8	0	2	4	4	4	2	4
gene_2508	0	0	0	5	7	2	1	4	10	1	5	4
gene_2509	0	0	0	23	47	7	3	17	20	12	16	14
gene_251	0	0	0	5	4	7	1	3	4	3	5	3
gene_2510	0	0	0	10	13	2	2	7	14	3	14	14
gene_2511	0	0	0	12	19	12	10	13	18	9	25	13
gene_2512	0	0	0	33	72	33	13	22	55	32	30	35
gene_2513	0	0	0	0	0	0	0	0	0	0	0	0
gene_2514	0	0	0	8	15	3	3	0	8	2	3	5
gene_2515	0	0	0	2	1	1	1	1	1	0	1	0
gene_2516	0	0	0	13	20	1	5	9	15	4	23	10
gene_2517	0	0	0	12	13	8	6	7	14	8	13	9
gene_2518	0	0	0	16	18	9	3	6	9	7	10	5
gene_2519	0	0	0	8	13	8	9	33	81	37	56	27
gene_252	0	0	0	4	10	2	0	6	5	1	4	2
gene_2520	0	0	0	1	0	0	0	0	0	0	2	0
gene_2521	0	0	0	6	8	1	2	4	5	2	3	1
gene_2522	0	0	0	8	15	6	6	10	7	4	14	6
gene_2523	0	0	0	10	12	8	1	9	15	4	16	6
gene_2524	0	0	0	1	2	4	0	0	0	0	5	0
gene_2525	0	0	0	9	35	5	4	13	16	10	18	7
gene_2526	3	0	0	228	305	136	92	85	160	166	182	87
gene_2527	0	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	0	0	0	0	0	0	0	1	0
gene_2529	0	0	0	8	21	10	0	4	16	6	3	6
gene_253	0	0	0	6	35	2	5	5	10	8	24	18
gene_2530	0	0	0	4	7	5	2	3	3	0	2	1
gene_2531	0	0	0	3	5	2	0	0	1	1	3	5
gene_2532	0	0	0	9	10	7	6	10	4	8	21	10
gene_2533	0	0	0	18	17	5	2	3	12	5	8	14
gene_2534	0	0	0	0	0	0	0	0	0	0	1	0
gene_2535	0	0	0	36	52	25	12	21	61	23	40	32
gene_2536	0	0	0	72	69	19	30	102	80	38	100	137
gene_2537	0	0	0	4	11	3	0	5	4	0	1	3
gene_2538	0	0	0	4	11	2	2	29	60	46	228	76
gene_2539	0	0	0	25	37	9	9	20	44	13	22	20
gene_254	0	0	0	0	0	0	0	0	0	0	0	0
gene_2540	0	0	0	24	31	16	2	14	18	14	11	14
gene_2541	0	0	0	0	4	0	2	1	1	1	0	0
gene_2542	1	0	0	11	14	10	19	13	26	30	33	19
gene_2543	0	0	0	3	7	2	1	3	10	6	9	9
gene_2544	0	0	0	2	6	1	0	0	1	0	3	0
gene_2545	0	0	0	10	17	7	3	8	5	8	4	4
gene_2546	0	0	0	0	0	0	0	0	2	0	0	0
gene_2547	0	0	0	5	14	7	12	25	45	13	32	18
gene_2548	0	0	0	7	21	8	5	6	25	11	25	23
gene_2549	1	0	0	64	150	28	9	19	47	25	17	32
gene_255	0	0	0	23	32	6	20	38	70	33	35	29
gene_2550	0	0	0	38	64	25	35	33	59	73	75	65
gene_2551	0	0	0	21	37	14	6	18	37	24	27	31
gene_2552	0	0	0	34	40	14	8	16	33	17	42	24
gene_2553	0	0	0	3	8	5	0	4	4	2	2	0
gene_2554	0	0	0	0	2	0	0	0	0	0	0	1
gene_2555	0	0	0	0	0	0	0	0	0	1	0	0
gene_2556	0	0	0	3	1	0	0	1	1	0	1	3
gene_2557	0	0	0	24	64	12	12	22	49	16	37	20
gene_2558	0	0	0	2	5	0	0	4	2	2	22	4
gene_2559	0	0	0	1	4	0	0	2	0	3	15	1
gene_256	0	0	0	2	0	3	0	0	0	1	1	0
gene_2560	0	0	0	0	0	0	0	0	0	0	0	0
gene_2561	0	0	0	3	2	0	1	1	4	0	4	1
gene_2562	0	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	0	27	49	21	9	20	36	26	46	17
gene_2564	0	0	0	0	0	0	0	0	0	0	0	0
gene_2565	0	0	0	0	6	0	0	1	2	1	2	2
gene_2566	0	0	0	1	9	0	1	4	5	9	8	2
gene_2567	0	0	0	7	11	3	2	8	19	3	10	9
gene_2568	1	0	0	278	508	188	140	166	312	229	281	266
gene_2569	0	0	0	22	63	21	7	27	56	15	40	44
gene_257	0	0	0	1	6	1	0	1	1	0	1	0
gene_2570	0	0	0	5	17	5	1	8	8	5	7	8
gene_2571	0	0	0	4	4	3	2	4	1	0	0	0
gene_2572	0	0	0	155	175	113	49	155	206	105	163	159
gene_2573	0	0	0	7	10	5	1	3	8	3	8	5
gene_2574	0	0	0	0	0	0	0	0	0	0	0	0
gene_2575	0	0	0	40	49	20	3	25	40	14	25	20
gene_2576	0	0	0	71	106	56	33	84	93	54	100	71
gene_2577	0	0	0	18	85	40	19	65	89	74	102	78
gene_2578	0	0	0	15	34	7	2	6	21	7	10	7
gene_2579	0	0	0	26	54	40	25	58	76	58	95	63
gene_258	0	0	0	53	82	43	32	92	125	62	88	56
gene_2580	0	0	0	9	16	6	6	11	9	12	15	11
gene_2581	0	0	0	11	16	12	3	3	7	3	3	5
gene_2582	0	0	0	0	4	1	0	0	0	0	0	0
gene_2583	0	0	0	11	50	12	4	9	30	14	16	24
gene_2584	0	0	0	3	6	2	1	1	7	1	3	1
gene_2585	0	0	0	1	5	2	1	8	4	3	4	1
gene_2586	0	0	0	17	32	9	7	5	13	1	10	1
gene_2587	0	0	0	16	21	11	6	11	17	14	24	15
gene_2588	0	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	0	17	23	9	5	20	24	19	27	20
gene_259	0	0	0	6	24	8	6	3	19	8	11	8
gene_2590	0	0	0	2	4	11	1	14	11	6	12	7
gene_2591	0	0	0	1	1	0	0	1	2	3	10	0
gene_2592	0	0	0	25	62	7	2	3	13	2	8	6
gene_2593	0	0	0	37	86	21	12	38	72	33	65	37
gene_2594	0	0	0	8	17	1	5	7	10	1	3	5
gene_2595	0	0	0	0	1	0	1	0	2	0	0	0
gene_2596	0	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	0	1	0	0	0	1	0	2	0
gene_2598	0	0	0	1	2	0	1	2	21	3	17	10
gene_2599	0	0	0	10	25	8	7	10	25	12	14	20
gene_26	0	0	0	3	25	4	4	10	9	4	4	4
gene_260	0	0	0	3	5	3	1	4	5	1	7	4
gene_2600	0	0	0	4	16	8	9	14	24	17	18	6
gene_2601	0	0	0	30	52	13	17	23	37	28	34	19
gene_2602	0	0	0	34	63	18	18	27	54	48	49	84
gene_2603	0	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0	0
gene_2605	1	0	0	345	372	78	299	420	895	593	981	1164
gene_2606	0	0	0	17	27	3	2	7	22	8	25	20
gene_2607	0	0	0	10	16	11	0	10	13	5	7	4
gene_2608	0	0	0	13	11	2	0	5	11	7	6	3
gene_2609	0	0	0	0	0	0	0	0	0	0	0	0
gene_261	0	0	0	1	6	0	0	0	0	0	0	1
gene_2610	0	0	0	22	32	9	10	12	19	14	18	5
gene_2611	0	0	0	2	3	2	0	3	4	4	12	2
gene_2612	0	0	0	0	0	1	1	0	5	2	0	1
gene_2613	0	0	0	1	0	0	2	2	1	0	0	0
gene_2614	0	0	0	17	26	11	16	18	50	28	37	27
gene_2615	0	0	0	23	53	22	9	12	33	8	27	25
gene_2616	0	0	0	20	26	27	16	29	66	71	53	41
gene_2617	0	0	0	6	14	12	4	10	12	7	16	16
gene_2618	0	0	0	1	2	3	0	1	2	1	3	7
gene_2619	0	0	0	3	11	8	2	7	21	8	15	15
gene_262	1	0	0	139	286	89	63	70	192	96	147	111
gene_2620	0	0	0	7	11	0	3	4	8	0	3	5
gene_2621	0	0	0	0	8	3	1	3	4	1	3	2
gene_2622	0	0	0	0	2	1	2	3	2	1	1	0
gene_2623	0	0	0	28	52	28	14	25	56	12	33	32
gene_2624	0	0	0	10	20	7	4	17	25	12	20	8
gene_2625	0	0	0	1	5	2	0	1	5	3	6	4
gene_2626	0	0	0	32	65	12	9	11	25	8	21	19
gene_2627	0	0	0	2	8	1	2	4	5	1	5	3
gene_2628	0	0	0	0	6	2	0	0	0	0	1	0
gene_2629	0	0	0	4	3	2	2	1	4	6	0	8
gene_263	0	0	0	0	0	0	0	0	0	0	0	1
gene_2630	0	0	1	82	143	39	24	35	68	57	69	45
gene_2631	0	0	0	15	20	10	6	13	21	7	15	10
gene_2632	0	0	0	2	8	5	4	2	12	8	17	10
gene_2633	0	0	0	2	9	4	1	4	8	12	8	4
gene_2634	0	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	0	40	91	33	11	20	60	37	38	51
gene_2636	0	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	1	1	1	0	0	5	2	0	1
gene_2638	0	0	0	0	8	3	1	3	4	3	5	17
gene_2639	0	0	0	18	41	9	6	6	12	13	13	14
gene_264	0	0	0	0	0	0	0	0	0	0	0	0
gene_2640	0	0	0	0	0	0	0	1	3	2	6	3
gene_2641	0	0	0	2	12	2	3	4	4	2	3	5
gene_2642	0	0	0	28	36	8	8	10	21	22	23	17
gene_2643	1	0	0	30	73	35	113	173	240	86	178	85
gene_2644	0	0	0	3	8	0	1	2	1	5	9	6
gene_2645	0	0	0	30	46	10	15	20	39	17	33	24
gene_2646	0	0	0	0	2	0	0	0	0	0	1	0
gene_2647	0	0	0	8	16	7	5	9	17	10	17	11
gene_2648	0	0	0	10	11	4	4	11	9	5	7	4
gene_2649	0	0	0	1	0	1	0	1	4	3	11	5
gene_265	0	0	0	4	12	3	2	6	16	5	3	2
gene_2650	0	0	0	0	1	2	0	0	2	0	3	0
gene_2651	0	0	0	61	124	18	27	36	40	32	50	29
gene_2652	0	0	0	43	136	15	11	23	23	29	51	14
gene_2653	0	0	0	2	1	0	0	2	1	2	7	5
gene_2654	0	0	0	119	289	77	66	57	143	78	86	76
gene_2655	0	0	0	12	15	6	7	6	16	9	9	11
gene_2656	0	0	0	56	118	42	23	63	167	56	97	58
gene_2657	0	0	0	16	24	7	6	25	41	18	22	16
gene_2658	0	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	2	1	1	0	2	2	0	2	2
gene_2660	0	0	0	9	27	7	4	13	15	13	13	5
gene_2661	0	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	0	58	93	25	12	21	28	27	25	32
gene_2663	0	0	0	9	9	2	2	0	1	4	3	2
gene_2664	0	0	0	0	0	0	0	0	0	0	0	0
gene_2665	0	0	0	23	15	8	8	10	13	17	12	23
gene_2666	0	0	0	8	9	1	2	2	2	1	4	4
gene_2667	0	0	0	0	0	0	0	0	0	0	0	0
gene_2668	0	0	0	42	73	34	7	32	65	16	45	43
gene_2669	0	0	0	64	95	55	16	42	85	19	51	55
gene_267	0	0	0	12	29	10	3	17	23	8	13	10
gene_2670	0	0	0	34	87	31	17	35	57	38	71	45
gene_2671	0	0	0	153	179	64	52	97	191	68	83	67
gene_2672	0	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	0	3	12	5	4	2	15	6	8	12
gene_2674	0	0	0	0	2	0	0	0	1	0	1	0
gene_2675	0	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	2	5	1	0	0	1	1	0	0
gene_2677	0	0	0	5	31	12	6	2	16	3	1	13
gene_2678	0	0	0	37	82	27	22	17	47	45	55	37
gene_2679	0	0	0	0	0	0	0	0	2	0	5	1
gene_268	0	0	0	1	3	2	0	2	2	2	3	2
gene_2680	0	0	0	0	1	0	2	0	1	5	31	2
gene_2681	0	0	0	2	5	1	1	4	4	1	2	3
gene_2682	0	0	0	9	7	0	10	14	4	55	4	4
gene_2683	0	0	0	7	16	7	6	6	9	11	9	7
gene_2684	0	0	0	0	1	1	0	1	0	0	0	1
gene_2685	0	0	0	2	7	1	0	1	3	1	1	1
gene_2686	0	0	0	0	0	0	0	0	0	0	0	0
gene_2687	0	0	0	0	0	0	0	1	1	1	3	1
gene_2688	0	0	0	2	16	3	2	3	7	7	5	15
gene_2689	1	0	0	98	286	100	42	109	171	56	142	119
gene_269	0	0	0	20	41	8	13	11	28	22	20	22
gene_2690	0	0	0	145	301	134	104	184	302	159	244	226
gene_2691	0	0	0	13	37	9	7	9	15	10	19	8
gene_2692	0	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	0	1	2	0	1	2	0	0	1
gene_2694	0	0	0	6	22	7	2	5	13	5	6	3
gene_2695	0	0	0	12	20	6	5	16	17	24	26	17
gene_2696	0	0	0	56	122	46	43	66	133	55	94	85
gene_2697	0	0	0	105	152	41	20	56	98	30	71	113
gene_2698	0	0	0	13	24	3	3	3	12	2	4	8
gene_2699	0	0	0	7	21	3	5	14	17	16	20	18
gene_27	0	0	0	3	5	3	2	2	14	1	6	2
gene_270	0	0	0	0	0	0	0	0	1	0	0	0
gene_2700	0	0	0	6	8	1	1	1	3	2	1	3
gene_2701	0	0	0	49	81	36	28	63	86	43	69	61
gene_2702	0	0	0	5	16	5	4	10	26	11	19	2
gene_2703	0	0	0	4	7	1	3	4	12	2	5	1
gene_2704	0	0	0	8	17	1	1	10	15	9	5	4
gene_2705	0	0	0	3	12	3	3	2	3	6	6	2
gene_2706	0	0	0	3	7	2	7	12	14	14	23	9
gene_2707	0	0	0	13	31	16	7	21	21	16	21	18
gene_2708	0	0	0	18	29	1	1	3	11	1	8	3
gene_2709	0	0	0	2	3	3	0	1	4	1	5	1
gene_271	0	0	0	2	8	6	1	8	10	6	2	7
gene_2710	0	0	0	13	44	20	9	18	27	12	27	19
gene_2711	0	0	0	2	4	7	2	4	9	1	3	3
gene_2712	0	0	0	10	16	4	2	3	11	2	10	3
gene_2713	0	0	0	14	30	6	5	11	18	9	9	15
gene_2714	0	0	0	100	184	60	52	59	118	68	73	78
gene_2715	0	0	0	13	41	20	6	20	25	14	22	13
gene_2716	0	0	0	2	6	0	2	1	12	8	5	0
gene_2717	0	0	0	0	4	6	2	1	5	3	3	1
gene_2718	0	0	0	12	24	7	2	7	9	10	22	7
gene_2719	0	0	0	57	143	34	26	29	59	33	53	59
gene_272	0	0	0	29	57	24	8	34	36	21	33	19
gene_2720	0	0	0	76	29	74	33	13	24	439	64	8
gene_2721	0	0	0	40	45	15	9	12	34	23	21	27
gene_2722	0	0	0	28	27	4	21	17	20	35	33	18
gene_2723	0	0	0	2	9	3	4	3	13	3	10	2
gene_2724	0	0	0	15	19	12	3	9	23	5	19	19
gene_2725	1	0	0	13	21	6	5	12	16	12	13	9
gene_2726	0	0	0	3	1	3	1	1	3	8	10	1
gene_2727	0	0	0	65	137	56	36	57	94	43	77	51
gene_2728	0	0	0	19	48	11	8	15	26	6	14	20
gene_2729	0	0	0	18	33	10	4	21	34	11	16	15
gene_273	0	0	0	3	5	4	4	6	6	8	6	5
gene_2730	0	0	0	16	48	12	32	28	48	37	55	38
gene_2731	0	0	0	0	0	0	0	0	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	0	30	59	7	13	22	40	32	30	31
gene_2735	0	0	0	1	6	2	2	4	9	6	7	3
gene_2736	0	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	0	23	38	12	2	8	12	1	9	12
gene_2738	0	0	0	0	1	1	2	0	1	1	0	10
gene_2739	0	0	0	782	1603	471	289	421	786	402	620	1047
gene_274	0	0	0	2	3	1	2	1	2	0	2	0
gene_2740	0	0	0	4	7	4	4	1	8	2	7	8
gene_2741	0	0	0	4	9	5	1	10	20	1	14	6
gene_2742	0	0	0	17	19	11	3	4	13	7	14	5
gene_2743	0	0	0	16	29	26	5	15	27	14	13	17
gene_2744	0	0	0	17	18	17	3	20	36	12	21	16
gene_2745	0	0	0	6	17	10	4	12	17	19	25	11
gene_2746	0	0	0	24	65	23	14	28	31	33	39	29
gene_2747	0	0	0	38	45	18	17	28	38	20	37	31
gene_2748	0	0	0	2	10	5	0	5	14	2	2	7
gene_2749	0	0	0	0	2	1	0	1	0	0	0	0
gene_275	0	0	0	16	30	7	4	7	22	15	20	15
gene_2750	0	0	0	0	2	0	2	0	2	0	2	1
gene_2751	0	0	0	52	45	23	7	17	35	30	27	27
gene_2752	0	0	0	2	4	4	0	1	1	0	1	0
gene_2753	0	0	0	2	0	0	0	0	0	0	0	0
gene_2754	0	0	0	38	84	42	21	46	77	31	55	47
gene_2755	0	0	0	22	42	23	15	17	36	18	22	40
gene_2756	0	0	0	1	2	5	0	4	6	3	3	3
gene_2757	0	0	0	5	20	4	1	1	5	1	7	4
gene_2758	0	0	0	0	0	0	0	0	0	0	0	0
